t,chair,fmt,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785365049.604,2,raw,836,-540,-17048,-1258,-670,78,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.604,2,raw,744,-448,-17032,-1269,-660,43,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.604,5,sum,-800,125,17307,70,-16,-122,-1680,10,12,12,0,100,2327,2303,89,43031,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.626,2,raw,764,-448,-17312,-1255,-694,58,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.626,2,raw,796,-480,-17128,-1261,-673,63,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.646,2,raw,828,-536,-17028,-1250,-684,47,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.669,2,raw,752,-568,-17180,-1255,-676,53,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.669,2,raw,740,-508,-17084,-1257,-656,58,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.669,2,raw,712,-456,-17172,-1255,-686,62,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.694,2,raw,756,-408,-17072,-1255,-682,67,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.695,4,sum,683,41,16799,333,33,226,-2224,10,10,9,0,100,2123,2099,91,43901,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.695,2,raw,824,-520,-16980,-1269,-658,66,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.721,2,raw,740,-484,-17216,-1274,-668,53,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.721,2,raw,804,-476,-17144,-1261,-681,54,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.721,2,raw,720,-600,-17056,-1257,-673,49,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.721,5,raw,-804,125,17315,70,-14,-121,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.746,2,raw,752,-392,-17184,-1259,-671,84,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.746,2,raw,780,-604,-17000,-1241,-670,62,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.771,2,raw,684,-592,-17052,-1259,-657,61,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.771,2,raw,768,-524,-17176,-1258,-690,40,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.796,2,raw,804,-484,-17152,-1263,-663,70,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.796,2,raw,716,-500,-17140,-1252,-691,67,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.821,2,raw,808,-484,-17184,-1262,-670,47,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.821,4,sum,687,35,16807,334,33,226,-2208,10,11,9,0,100,2124,2099,91,43902,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.821,2,raw,740,-492,-17248,-1246,-672,74,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.821,2,raw,716,-508,-17088,-1246,-691,46,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.845,2,raw,812,-616,-16992,-1267,-674,73,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.845,2,raw,752,-460,-17172,-1262,-686,30,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.870,2,raw,808,-412,-17168,-1287,-677,55,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.871,5,sum,-806,125,17318,70,-15,-121,-1696,9,12,12,0,100,2325,2303,89,43033,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.871,2,raw,720,-424,-16980,-1249,-678,64,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.871,2,raw,808,-428,-17044,-1242,-669,66,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.895,2,raw,728,-564,-17180,-1269,-674,43,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.895,2,raw,776,-560,-16980,-1238,-663,64,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.920,2,raw,772,-520,-17152,-1260,-680,62,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.920,2,raw,752,-500,-17156,-1242,-672,47,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.920,2,raw,740,-408,-17240,-1264,-673,63,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.946,2,raw,688,-508,-17080,-1244,-652,57,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.946,4,sum,687,36,16801,333,33,227,-2208,10,11,9,0,100,2123,2099,91,43903,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.946,2,raw,860,-552,-17044,-1266,-658,46,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.969,2,raw,744,-500,-17152,-1273,-696,70,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.969,2,raw,724,-480,-17160,-1272,-675,36,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.994,5,sum,-804,121,17313,70,-15,-121,-1696,9,11,12,0,100,2328,2303,89,43034,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.994,2,raw,812,-408,-16932,-1265,-689,61,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365049.994,2,raw,792,-512,-17096,-1252,-678,59,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.019,2,raw,736,-472,-17100,-1264,-656,47,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.019,2,raw,752,-412,-17184,-1269,-671,69,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.019,2,raw,736,-504,-17024,-1248,-679,47,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.045,2,raw,756,-488,-17016,-1259,-669,61,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.045,2,raw,736,-516,-17096,-1249,-677,28,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.069,2,raw,832,-496,-17100,-1245,-658,40,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.069,4,sum,695,40,16795,333,33,227,-2224,11,12,9,0,100,2122,2099,91,43904,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.069,2,raw,728,-512,-17112,-1250,-676,46,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.069,2,raw,720,-500,-17092,-1250,-664,56,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.095,2,raw,712,-548,-17020,-1275,-670,67,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.095,2,raw,776,-404,-17132,-1260,-655,59,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.119,2,raw,824,-616,-17036,-1249,-676,84,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.119,5,sum,-801,121,17317,71,-14,-120,-1696,9,12,12,0,100,2329,2303,89,43035,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.119,2,raw,720,-512,-16992,-1247,-678,70,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.119,2,raw,816,-480,-17032,-1252,-667,48,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.144,2,raw,692,-616,-17056,-1246,-675,56,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.144,2,raw,740,-536,-17196,-1240,-672,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.169,2,raw,744,-596,-17176,-1262,-675,62,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.169,2,raw,760,-548,-17008,-1251,-671,79,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.169,2,raw,720,-536,-17020,-1258,-695,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.194,2,raw,800,-508,-17012,-1264,-669,71,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.194,4,sum,692,42,16797,333,33,227,-2256,11,11,10,0,100,2122,2099,91,43905,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.194,2,raw,768,-460,-17188,-1260,-666,36,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.216,2,raw,764,-592,-17132,-1277,-661,57,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.216,2,raw,740,-500,-16960,-1260,-683,54,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.216,2,raw,792,-548,-17176,-1260,-680,66,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.242,5,sum,-797,123,17311,70,-14,-121,-1648,9,12,12,0,100,2328,2303,89,43036,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.242,2,raw,772,-528,-17092,-1261,-669,81,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.242,2,raw,768,-580,-17124,-1251,-688,55,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.267,2,raw,744,-448,-17000,-1242,-650,70,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.267,2,raw,816,-540,-16992,-1261,-681,70,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.267,2,raw,708,-528,-17204,-1256,-681,74,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.292,2,raw,708,-500,-16960,-1255,-677,80,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.292,2,raw,736,-476,-17116,-1265,-671,65,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.317,2,raw,828,-460,-17044,-1263,-677,39,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.317,4,sum,697,43,16801,333,33,228,-2224,10,12,9,0,100,2122,2099,91,43906,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.317,2,raw,752,-548,-17076,-1254,-677,55,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.342,2,raw,816,-468,-17116,-1260,-669,51,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.342,2,raw,748,-452,-17184,-1259,-685,59,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.367,2,raw,780,-512,-16956,-1265,-684,54,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.367,5,sum,-795,125,17311,70,-14,-120,-1680,9,12,11,0,100,2324,2303,89,43037,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.367,2,raw,764,-536,-17040,-1267,-666,67,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.367,2,raw,744,-572,-17116,-1249,-689,54,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.392,2,raw,740,-620,-17056,-1252,-682,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.392,2,raw,792,-420,-17096,-1258,-674,47,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.417,2,raw,788,-396,-17156,-1247,-689,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.417,2,raw,752,-572,-17188,-1267,-669,52,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.417,2,raw,724,-556,-17120,-1272,-670,64,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.442,2,raw,704,-600,-17080,-1258,-696,28,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.443,4,sum,699,43,16795,332,33,227,-2240,10,11,10,0,100,2122,2099,91,43907,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.443,2,raw,764,-556,-17052,-1277,-690,73,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.468,2,raw,836,-576,-17092,-1264,-698,55,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.468,2,raw,836,-512,-17120,-1255,-663,61,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.468,2,raw,868,-476,-17092,-1254,-659,50,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.496,5,sum,-791,122,17313,70,-14,-120,-1680,9,11,11,0,100,2326,2303,89,43038,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.496,2,raw,828,-544,-17060,-1260,-672,49,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.496,2,raw,808,-592,-17240,-1265,-668,52,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.521,2,raw,732,-552,-17192,-1279,-656,74,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.521,2,raw,756,-596,-17108,-1243,-687,67,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.521,2,raw,828,-596,-17084,-1255,-677,77,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.545,2,raw,816,-500,-17196,-1241,-670,48,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.545,2,raw,828,-540,-17180,-1252,-659,50,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.569,2,raw,696,-460,-17084,-1249,-666,62,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.569,4,sum,702,43,16798,333,33,228,-2208,10,11,10,0,100,2121,2099,91,43908,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.569,2,raw,780,-608,-17116,-1247,-684,37,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.569,2,raw,764,-544,-17264,-1256,-660,66,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.594,2,raw,772,-552,-17068,-1247,-667,65,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.594,2,raw,728,-488,-17100,-1255,-667,75,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.619,2,raw,728,-504,-17148,-1259,-690,64,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.619,5,sum,-791,125,17316,70,-13,-119,-1696,9,11,11,0,100,2327,2303,89,43039,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.619,2,raw,716,-420,-17136,-1251,-662,50,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.619,2,raw,732,-532,-17124,-1231,-693,56,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.644,2,raw,792,-520,-17180,-1264,-679,47,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.644,2,raw,828,-544,-17092,-1244,-690,78,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.669,2,raw,872,-528,-17000,-1278,-661,76,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.669,2,raw,764,-464,-17156,-1276,-668,67,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.669,2,raw,760,-604,-17116,-1258,-679,46,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.694,2,raw,800,-540,-17012,-1272,-682,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.694,4,sum,707,41,16799,332,33,228,-2240,11,12,10,0,100,2122,2099,91,43909,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.694,2,raw,784,-484,-17024,-1242,-685,66,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.719,2,raw,728,-428,-17024,-1271,-672,62,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.719,2,raw,696,-516,-17032,-1258,-688,48,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.719,2,raw,732,-376,-17100,-1259,-677,50,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.744,5,sum,-790,126,17312,71,-14,-120,-1632,9,11,10,0,100,2327,2303,89,43040,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.744,2,raw,724,-492,-17116,-1254,-689,57,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.744,2,raw,716,-496,-17084,-1264,-709,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.769,2,raw,656,-536,-17236,-1246,-676,54,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.769,2,raw,768,-384,-17116,-1260,-680,29,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.769,2,raw,660,-548,-17116,-1255,-700,64,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.794,2,raw,752,-576,-17076,-1234,-667,62,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.794,2,raw,724,-532,-17180,-1265,-684,61,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.819,2,raw,764,-476,-17176,-1262,-686,50,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.819,4,sum,703,45,16797,331,32,228,-2224,11,12,10,0,100,2122,2099,91,43910,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.819,2,raw,736,-448,-17120,-1271,-681,68,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.819,2,raw,856,-432,-16936,-1260,-678,54,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.845,2,raw,676,-476,-17112,-1255,-669,59,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.845,2,raw,776,-440,-17080,-1260,-682,50,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.869,2,raw,804,-492,-16996,-1255,-667,57,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.869,5,sum,-788,129,17312,71,-13,-120,-1664,10,11,10,0,100,2326,2303,89,43041,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.869,2,raw,812,-608,-17128,-1249,-689,60,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.869,2,raw,756,-464,-17124,-1263,-695,60,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.890,2,raw,800,-448,-17072,-1258,-675,67,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.890,2,raw,880,-432,-17084,-1267,-695,54,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.910,2,raw,668,-548,-17168,-1271,-674,69,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.910,2,raw,760,-484,-17048,-1257,-685,61,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.932,2,raw,748,-528,-17148,-1252,-679,54,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.932,2,raw,648,-500,-17128,-1256,-662,41,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.932,4,sum,704,48,16803,332,32,227,-2224,11,11,9,0,100,2121,2099,91,43911,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.955,2,raw,776,-416,-17148,-1265,-692,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.955,2,raw,868,-396,-17132,-1264,-666,44,-1744,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.978,2,raw,776,-440,-17024,-1273,-665,64,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.978,2,raw,724,-476,-17092,-1247,-677,42,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.979,5,sum,-786,130,17318,70,-13,-121,-1664,9,12,10,0,100,2328,2303,89,43042,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365050.979,2,raw,760,-516,-17116,-1250,-683,53,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.001,2,raw,812,-596,-17132,-1272,-684,65,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.001,2,raw,756,-580,-17100,-1237,-678,54,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.024,2,raw,796,-384,-17076,-1265,-686,60,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.024,2,raw,808,-500,-17092,-1256,-676,70,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.046,2,raw,812,-500,-16996,-1274,-662,60,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.046,2,raw,780,-476,-17136,-1252,-662,70,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.066,2,raw,728,-524,-17104,-1257,-686,56,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.066,4,sum,697,43,16802,331,31,228,-2240,11,11,9,0,100,2122,2099,91,43912,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.066,2,raw,772,-536,-17016,-1251,-688,55,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.086,2,raw,764,-492,-17040,-1248,-680,38,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.110,2,raw,712,-528,-16960,-1248,-669,58,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.110,5,sum,-790,129,17321,70,-15,-122,-1680,10,11,10,0,100,2327,2303,89,43043,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.110,2,raw,776,-440,-17268,-1239,-687,42,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.132,2,raw,820,-564,-17108,-1252,-664,71,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.133,2,raw,772,-464,-17032,-1253,-675,53,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.156,2,raw,868,-600,-17016,-1265,-690,55,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.156,2,raw,812,-448,-17172,-1253,-671,88,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.156,2,raw,836,-464,-17116,-1252,-675,65,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.178,2,raw,764,-536,-17212,-1265,-667,54,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.178,2,raw,748,-600,-17036,-1261,-684,40,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.203,4,sum,702,44,16791,331,31,227,-2176,11,11,9,0,100,2122,2099,91,43913,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.203,2,raw,808,-484,-17056,-1263,-670,53,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.203,2,raw,816,-520,-17096,-1273,-682,51,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.228,2,raw,732,-504,-17116,-1257,-680,60,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.228,2,raw,760,-484,-17228,-1269,-706,66,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.228,5,sum,-794,125,17320,70,-15,-121,-1680,9,11,10,0,100,2327,2303,89,43044,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.228,2,raw,796,-632,-17076,-1276,-691,55,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.253,2,raw,700,-592,-17108,-1258,-661,70,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.253,2,raw,744,-524,-17096,-1270,-649,75,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.278,2,raw,872,-464,-17120,-1256,-677,38,-1728,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.278,2,raw,732,-576,-17168,-1245,-665,62,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.278,2,raw,788,-568,-17028,-1261,-674,51,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.299,2,raw,740,-500,-17192,-1260,-683,59,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.299,2,raw,768,-556,-17184,-1262,-661,38,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.324,4,sum,694,40,16790,330,31,226,-2208,11,11,10,0,100,2122,2099,91,43914,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.324,2,raw,760,-468,-17056,-1259,-689,43,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365051.324,2,raw,756,-492,-17064,-1250,-680,58,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
