t,chair,fmt,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785365086.246,2,raw,736,-508,-17048,-1258,-670,67,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.246,2,raw,844,-612,-17136,-1265,-662,33,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.246,2,raw,732,-464,-17136,-1266,-667,67,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.272,2,raw,724,-512,-17128,-1255,-679,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.272,2,raw,704,-524,-16968,-1246,-669,48,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.297,2,raw,728,-516,-17040,-1268,-662,43,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.297,2,raw,812,-544,-17244,-1260,-677,75,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.297,1,sum,-3092,-16290,-1553,102,191,-99,-2592,71,44,24,0,100,2148,1524,0,69,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.297,2,raw,828,-504,-17164,-1254,-644,30,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.322,4,sum,691,53,16816,330,34,228,-2208,8,12,10,0,100,2123,2099,92,44194,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.322,2,raw,796,-632,-17084,-1254,-679,40,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.322,2,raw,736,-540,-17140,-1259,-673,65,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.347,2,raw,852,-552,-17116,-1246,-681,60,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.347,2,raw,884,-476,-16912,-1249,-659,64,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.347,2,raw,752,-460,-17164,-1270,-658,65,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.372,5,sum,-809,116,17317,70,-15,-121,-1680,8,10,9,0,100,2326,2303,90,43325,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.372,2,raw,804,-412,-17024,-1272,-670,54,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.372,2,raw,708,-508,-17192,-1258,-675,73,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.397,2,raw,804,-452,-17100,-1244,-671,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.397,2,raw,748,-544,-16964,-1240,-672,61,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.397,2,raw,768,-512,-17136,-1271,-676,83,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.422,2,raw,772,-604,-17124,-1240,-668,81,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.422,1,sum,-3083,-16264,-1545,101,193,-97,-2560,65,41,20,0,100,2147,1524,0,70,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.422,2,raw,800,-544,-17064,-1250,-675,57,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.447,2,raw,808,-428,-17124,-1271,-681,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.447,4,sum,687,54,16818,330,35,228,-2224,9,12,11,0,100,2124,2099,92,44195,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.447,2,raw,780,-520,-17116,-1241,-674,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.447,2,raw,804,-452,-16976,-1272,-680,38,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.472,2,raw,760,-472,-17184,-1247,-687,48,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.472,2,raw,832,-512,-17096,-1259,-675,66,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.472,5,sum,-806,118,17312,70,-15,-121,-1664,9,11,9,0,100,2327,2303,90,43326,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.497,2,raw,788,-508,-17064,-1272,-683,42,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.497,2,raw,808,-556,-16984,-1258,-670,49,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.497,2,raw,764,-512,-17120,-1255,-692,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.522,2,raw,764,-524,-17084,-1278,-662,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.522,2,raw,808,-456,-17032,-1258,-664,65,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.543,2,raw,728,-480,-17056,-1246,-643,50,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.543,2,raw,840,-524,-16988,-1262,-682,79,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.543,1,raw,-3092,-16278,-1555,103,193,-96,-2560,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.568,2,raw,812,-532,-17024,-1271,-661,59,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.568,4,sum,686,54,16811,330,35,229,-2240,9,12,10,0,100,2124,2099,92,44196,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.568,2,raw,816,-412,-17112,-1264,-675,58,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.568,2,raw,784,-512,-16996,-1279,-669,53,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.593,2,raw,784,-532,-17092,-1271,-668,60,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.593,2,raw,860,-568,-16960,-1242,-660,65,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.618,2,raw,832,-392,-17104,-1251,-657,64,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.618,5,sum,-805,119,17313,70,-16,-121,-1648,9,11,10,0,100,2325,2303,90,43327,7,-70,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.618,2,raw,824,-536,-17156,-1252,-675,39,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.618,2,raw,760,-468,-17196,-1247,-668,46,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.643,2,raw,744,-464,-17116,-1247,-668,48,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.643,2,raw,752,-508,-17312,-1247,-649,54,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.669,2,raw,792,-420,-17100,-1257,-676,62,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.669,2,raw,748,-456,-17140,-1261,-647,54,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.669,1,sum,-3092,-16278,-1546,104,193,-96,-2576,22,18,15,0,100,2146,1524,0,72,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.669,2,raw,784,-564,-17080,-1268,-689,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.694,2,raw,792,-552,-17028,-1252,-691,62,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.694,4,sum,687,54,16812,330,35,229,-2240,9,12,10,0,100,2124,2099,92,44197,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.694,2,raw,820,-608,-17124,-1255,-676,61,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.719,2,raw,744,-540,-17152,-1277,-672,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.719,2,raw,832,-536,-17100,-1251,-662,61,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.719,2,raw,812,-480,-17120,-1267,-665,55,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.744,5,sum,-802,115,17308,71,-15,-121,-1664,10,12,10,0,100,2327,2303,90,43328,7,-70,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.744,2,raw,728,-444,-17144,-1268,-688,56,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.744,2,raw,720,-456,-16984,-1246,-687,48,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.769,2,raw,796,-568,-17072,-1249,-676,27,-1632,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.769,2,raw,812,-568,-17212,-1264,-678,60,-1712,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.769,2,raw,848,-500,-17124,-1244,-666,66,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.791,2,raw,720,-420,-17104,-1241,-673,72,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.791,2,raw,828,-580,-17092,-1267,-668,51,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.791,1,raw,-3098,-16288,-1554,104,194,-97,-2576,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.817,2,raw,728,-616,-17116,-1257,-672,78,-1632,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.817,4,sum,685,53,16813,329,34,228,-2224,9,12,10,0,100,2124,2099,92,44198,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.817,2,raw,784,-492,-17104,-1235,-668,58,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.817,2,raw,812,-464,-17148,-1262,-672,61,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.842,2,raw,784,-384,-17200,-1261,-668,69,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.842,2,raw,684,-500,-17216,-1259,-669,45,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.867,2,raw,816,-524,-17172,-1266,-680,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.867,5,sum,-803,121,17301,71,-15,-121,-1632,10,11,10,0,100,2327,2303,90,43329,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.867,2,raw,772,-504,-17032,-1266,-686,51,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.867,2,raw,792,-480,-17148,-1253,-671,76,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.890,2,raw,812,-484,-17068,-1277,-659,73,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.890,2,raw,856,-476,-16944,-1283,-678,44,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.915,2,raw,792,-440,-17140,-1264,-644,38,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.915,2,raw,772,-444,-17104,-1251,-673,53,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.915,1,sum,-3094,-16296,-1551,104,194,-96,-2576,25,17,15,0,100,2149,1524,0,74,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.940,2,raw,732,-520,-17040,-1264,-681,36,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.940,2,raw,872,-472,-17152,-1246,-682,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.940,4,sum,687,51,16810,329,34,229,-2224,10,12,10,0,100,2124,2099,92,44199,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.940,2,raw,768,-520,-17068,-1255,-680,62,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.965,2,raw,752,-556,-17032,-1269,-682,42,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.965,2,raw,760,-532,-17100,-1254,-670,69,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.990,2,raw,800,-476,-17028,-1246,-680,49,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.990,5,sum,-799,120,17303,70,-15,-121,-1664,10,12,10,0,100,2328,2303,90,43330,7,-67,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.990,2,raw,832,-572,-17084,-1262,-684,62,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365086.990,2,raw,828,-492,-17160,-1257,-663,79,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.015,2,raw,752,-424,-17056,-1266,-667,48,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.015,2,raw,860,-572,-17056,-1261,-669,43,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.040,2,raw,656,-528,-17040,-1243,-684,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.040,2,raw,728,-540,-17076,-1252,-671,43,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.040,2,raw,768,-484,-17104,-1259,-668,56,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.065,2,raw,848,-572,-17016,-1244,-667,50,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.065,4,sum,684,49,16809,330,34,229,-2224,10,12,10,0,100,2123,2099,92,44200,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.065,2,raw,752,-516,-17044,-1250,-668,67,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.085,2,raw,752,-432,-17032,-1238,-675,61,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.085,2,raw,776,-544,-17124,-1246,-693,55,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.110,2,raw,736,-532,-17104,-1268,-668,50,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.110,2,raw,832,-516,-17180,-1260,-698,59,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.110,5,sum,-798,119,17299,70,-15,-121,-1664,9,12,11,0,100,2327,2303,90,43331,7,-69,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.110,2,raw,828,-492,-17104,-1251,-665,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.135,2,raw,748,-524,-16992,-1244,-683,54,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.135,2,raw,808,-512,-17036,-1252,-670,53,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.160,2,raw,844,-500,-17080,-1267,-675,39,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.160,2,raw,796,-452,-17208,-1261,-689,56,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.160,2,raw,820,-464,-17096,-1249,-685,70,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.185,1,sum,-3094,-16297,-1543,105,194,-96,-2576,24,18,15,0,100,2148,1524,0,76,7,-62,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.185,2,raw,660,-424,-17196,-1268,-655,32,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.185,2,raw,788,-580,-17088,-1253,-680,59,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.185,4,sum,684,48,16808,330,32,229,-2240,10,12,10,0,100,2123,2099,92,44201,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.210,2,raw,780,-416,-17160,-1254,-659,39,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.210,2,raw,792,-528,-17072,-1265,-674,66,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.210,2,raw,812,-608,-17232,-1257,-677,56,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.235,2,raw,736,-400,-17068,-1271,-683,57,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.235,5,sum,-798,118,17303,70,-15,-121,-1680,9,11,11,0,100,2325,2303,90,43332,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.235,2,raw,780,-484,-17000,-1255,-676,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.260,2,raw,800,-456,-17236,-1266,-659,61,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.260,2,raw,816,-548,-17128,-1259,-656,71,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.260,2,raw,688,-600,-17064,-1252,-665,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.285,2,raw,736,-496,-17256,-1263,-676,46,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.285,2,raw,812,-428,-17124,-1250,-682,53,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.310,2,raw,820,-436,-17228,-1274,-664,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.310,1,sum,-3094,-16300,-1545,106,193,-97,-2576,22,17,14,0,100,2148,1524,0,77,7,-63,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.310,2,raw,780,-588,-17028,-1259,-666,44,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.310,4,sum,683,42,16805,331,33,229,-2224,11,12,10,0,100,2124,2099,92,44202,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.310,2,raw,764,-480,-17104,-1249,-676,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.335,2,raw,808,-412,-16984,-1270,-673,47,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.335,2,raw,824,-444,-17072,-1254,-674,67,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.360,2,raw,736,-540,-17148,-1263,-680,52,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.360,2,raw,732,-508,-17144,-1269,-665,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.360,5,sum,-800,117,17296,71,-15,-120,-1680,9,12,11,0,100,2329,2303,90,43333,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.360,2,raw,812,-448,-17044,-1262,-661,48,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.385,2,raw,940,-472,-17264,-1263,-685,31,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.385,2,raw,796,-512,-16992,-1261,-689,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.410,2,raw,708,-464,-17156,-1255,-695,53,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.410,2,raw,720,-572,-17232,-1262,-675,66,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.410,2,raw,780,-400,-17084,-1274,-690,64,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.435,1,sum,-3093,-16297,-1552,104,195,-97,-2576,26,20,14,0,100,2147,1524,0,78,7,-64,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.435,2,raw,848,-536,-17084,-1257,-680,63,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.435,2,raw,872,-524,-17072,-1234,-678,52,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.435,4,sum,686,42,16803,331,32,228,-2192,11,12,11,0,100,2124,2099,92,44203,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.460,2,raw,796,-444,-16900,-1256,-657,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.460,2,raw,832,-584,-17176,-1247,-677,55,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.460,2,raw,776,-508,-17052,-1265,-674,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.485,2,raw,672,-584,-17236,-1265,-680,48,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.486,5,sum,-799,114,17301,70,-15,-121,-1648,9,11,11,0,100,2325,2303,90,43334,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.486,2,raw,748,-504,-17204,-1267,-678,62,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.509,2,raw,832,-500,-17112,-1249,-669,60,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.510,2,raw,832,-428,-17060,-1249,-675,44,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.510,2,raw,724,-472,-17128,-1255,-684,68,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.535,2,raw,784,-440,-17140,-1255,-677,58,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.535,2,raw,804,-460,-17168,-1246,-684,40,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.560,2,raw,768,-512,-17000,-1261,-668,48,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.560,1,sum,-3090,-16297,-1551,104,196,-97,-2592,26,19,14,0,100,2148,1524,0,79,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.560,2,raw,772,-552,-17252,-1259,-660,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.560,4,sum,688,41,16798,330,33,228,-2208,11,12,11,0,100,2123,2099,92,44204,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.560,2,raw,800,-488,-17036,-1246,-673,43,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.585,2,raw,840,-456,-17160,-1250,-678,37,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.585,2,raw,820,-656,-17016,-1262,-678,48,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.610,2,raw,740,-552,-17168,-1257,-685,66,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.610,2,raw,732,-440,-17000,-1253,-676,67,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.610,5,sum,-799,116,17297,70,-15,-121,-1664,9,11,11,0,100,2325,2303,90,43335,7,-69,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.610,2,raw,816,-612,-17072,-1260,-671,43,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.635,2,raw,840,-444,-16984,-1244,-671,37,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.635,2,raw,684,-480,-17124,-1286,-662,59,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.660,2,raw,752,-464,-17128,-1244,-668,33,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.660,2,raw,760,-544,-17208,-1254,-649,60,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.660,2,raw,796,-296,-17100,-1267,-689,49,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.685,1,sum,-3092,-16296,-1551,105,195,-97,-2560,26,19,15,0,100,2149,1524,0,80,7,-64,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.685,2,raw,776,-480,-17056,-1244,-684,72,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.685,2,raw,748,-524,-17172,-1272,-700,55,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.685,4,sum,692,39,16801,331,32,229,-2240,11,12,10,0,100,2124,2099,92,44205,7,-66,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.710,2,raw,788,-516,-16956,-1266,-667,61,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.710,2,raw,836,-472,-17020,-1274,-689,83,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.710,2,raw,780,-500,-17132,-1243,-666,56,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.735,2,raw,720,-620,-17144,-1257,-687,46,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.735,5,sum,-800,120,17306,70,-16,-121,-1696,8,10,11,0,100,2330,2303,90,43336,7,-68,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.735,2,raw,804,-544,-17048,-1261,-670,67,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.760,2,raw,892,-516,-17092,-1273,-693,38,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.760,2,raw,744,-500,-17048,-1268,-673,55,-1680,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.760,2,raw,792,-520,-17128,-1256,-641,34,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.785,2,raw,828,-536,-17048,-1249,-674,50,-1664,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.785,2,raw,748,-596,-17024,-1243,-694,40,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.810,2,raw,816,-548,-17116,-1250,-659,56,-1648,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.810,1,sum,-3088,-16287,-1545,106,194,-96,-2560,23,18,14,0,100,2145,1524,0,81,7,-65,0,,0,A,empty,,0,0,0,1785365049.586
1785365087.810,2,raw,736,-576,-17064,-1266,-688,57,-1696,,,,,,,,,,,,0,,0,A,empty,,0,0,0,1785365049.586
