t,phase_idx,label,surface,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1783534652.735,1,empty,hard floor,568,832,-17084,-1178,-710,72,640
1783534652.746,1,empty,hard floor,608,832,-16928,-1283,-660,60,624
1783534652.757,1,empty,hard floor,644,908,-16964,-1303,-570,65,640
1783534652.767,1,empty,hard floor,516,940,-16996,-1198,-519,65,656
1783534652.778,1,empty,hard floor,588,824,-16872,-1179,-531,81,672
1783534652.789,1,empty,hard floor,564,752,-16772,-1166,-599,42,640
1783534652.800,1,empty,hard floor,512,868,-16920,-1246,-691,65,672
1783534652.810,1,empty,hard floor,484,820,-16848,-1259,-723,53,656
1783534652.821,1,empty,hard floor,592,916,-16992,-1197,-694,55,672
1783534652.832,1,empty,hard floor,520,836,-16900,-1176,-612,84,656
1783534652.841,1,empty,hard floor,520,736,-16940,-1157,-548,43,624
1783534652.850,1,empty,hard floor,492,768,-16952,-1266,-531,55,672
1783534652.860,1,empty,hard floor,580,864,-16912,-1269,-572,72,624
1783534652.869,1,empty,hard floor,444,908,-16968,-1234,-613,95,640
1783534652.879,1,empty,hard floor,624,788,-16844,-1155,-657,69,656
1783534652.888,1,empty,hard floor,604,768,-16760,-1169,-679,59,640
1783534652.897,1,empty,hard floor,560,780,-16792,-1226,-676,54,656
1783534652.907,1,empty,hard floor,608,856,-17072,-1276,-599,74,672
1783534652.916,1,empty,hard floor,504,940,-16892,-1273,-581,48,656
1783534652.925,1,empty,hard floor,572,920,-16816,-1176,-532,69,672
1783534652.935,1,empty,hard floor,492,904,-16928,-1154,-592,72,688
1783534652.945,1,empty,hard floor,516,744,-16812,-1192,-616,59,640
1783534652.955,1,empty,hard floor,512,848,-16920,-1274,-677,74,656
1783534652.965,1,empty,hard floor,568,788,-16860,-1248,-669,53,608
1783534652.975,1,empty,hard floor,580,888,-16980,-1208,-630,74,656
1783534652.985,1,empty,hard floor,544,832,-16804,-1189,-617,48,640
1783534652.995,1,empty,hard floor,408,868,-16848,-1180,-579,55,656
1783534653.005,1,empty,hard floor,504,760,-16716,-1251,-597,59,672
1783534653.015,1,empty,hard floor,476,856,-16844,-1254,-586,64,656
1783534653.025,1,empty,hard floor,576,824,-16828,-1215,-605,57,672
1783534653.035,1,empty,hard floor,472,768,-16944,-1136,-632,61,640
1783534653.045,1,empty,hard floor,628,872,-16832,-1198,-641,52,672
1783534653.055,1,empty,hard floor,500,864,-16884,-1232,-642,46,656
1783534653.065,1,empty,hard floor,560,848,-16824,-1264,-609,61,640
1783534653.075,1,empty,hard floor,528,944,-16904,-1218,-612,63,656
1783534653.085,1,empty,hard floor,624,916,-16868,-1173,-604,53,640
1783534653.095,1,empty,hard floor,544,780,-16808,-1150,-617,63,656
1783534653.105,1,empty,hard floor,552,852,-16932,-1260,-607,45,656
1783534653.115,1,empty,hard floor,556,792,-16912,-1266,-624,62,640
1783534653.124,1,empty,hard floor,476,872,-16860,-1216,-646,69,656
1783534653.134,1,empty,hard floor,600,916,-16904,-1179,-619,74,608
1783534653.144,1,empty,hard floor,544,900,-17132,-1162,-598,73,656
1783534653.155,1,empty,hard floor,584,804,-16856,-1217,-604,56,640
1783534653.165,1,empty,hard floor,508,864,-16904,-1254,-602,69,624
1783534653.175,1,empty,hard floor,580,944,-16764,-1247,-605,74,672
1783534653.185,1,empty,hard floor,448,808,-16892,-1180,-623,53,656
1783534653.195,1,empty,hard floor,576,796,-16876,-1191,-629,56,640
1783534653.205,1,empty,hard floor,528,884,-16872,-1222,-639,49,688
1783534653.215,1,empty,hard floor,456,860,-16948,-1243,-615,48,640
1783534653.225,1,empty,hard floor,588,764,-16940,-1225,-611,69,656
1783534653.235,1,empty,hard floor,548,908,-17064,-1192,-603,64,640
1783534653.245,1,empty,hard floor,572,868,-16940,-1196,-616,47,656
1783534653.255,1,empty,hard floor,568,700,-16980,-1225,-605,75,672
1783534653.265,1,empty,hard floor,488,912,-17012,-1204,-603,59,656
1783534653.275,1,empty,hard floor,380,868,-16768,-1205,-648,68,640
1783534653.286,1,empty,hard floor,588,740,-17036,-1206,-630,75,656
1783534653.296,1,empty,hard floor,556,856,-16892,-1227,-628,59,640
1783534653.306,1,empty,hard floor,540,812,-16924,-1222,-597,70,656
1783534653.316,1,empty,hard floor,532,776,-16920,-1223,-620,80,640
1783534653.326,1,empty,hard floor,520,708,-16924,-1226,-611,55,656
1783534653.336,1,empty,hard floor,440,924,-16948,-1215,-622,51,640
1783534653.346,1,empty,hard floor,568,748,-16760,-1185,-623,58,656
1783534653.356,1,empty,hard floor,472,852,-16896,-1219,-608,72,640
1783534653.366,1,empty,hard floor,564,760,-17072,-1216,-647,58,672
1783534653.376,1,empty,hard floor,508,780,-16824,-1223,-624,62,672
1783534653.385,1,empty,hard floor,504,736,-16960,-1210,-593,72,656
1783534653.395,1,empty,hard floor,452,800,-16904,-1215,-600,48,688
1783534653.405,1,empty,hard floor,564,836,-16832,-1213,-615,48,640
1783534653.415,1,empty,hard floor,516,876,-16832,-1218,-626,79,656
1783534653.425,1,empty,hard floor,576,768,-16852,-1235,-607,56,640
1783534653.435,1,empty,hard floor,512,876,-16820,-1245,-607,52,656
1783534653.445,1,empty,hard floor,540,812,-16852,-1183,-611,71,640
1783534653.455,1,empty,hard floor,504,924,-16948,-1197,-619,65,656
1783534653.465,1,empty,hard floor,500,704,-16872,-1211,-628,58,640
1783534653.475,1,empty,hard floor,528,904,-16856,-1221,-606,78,656
1783534653.485,1,empty,hard floor,608,804,-16876,-1228,-626,77,672
1783534653.495,1,empty,hard floor,540,792,-16828,-1211,-588,47,656
1783534653.505,1,empty,hard floor,536,944,-16816,-1205,-640,55,672
1783534653.514,1,empty,hard floor,528,764,-16928,-1207,-623,69,656
1783534653.524,1,empty,hard floor,572,788,-16872,-1227,-644,57,640
1783534653.536,1,empty,hard floor,492,832,-16872,-1225,-620,44,656
1783534653.547,1,empty,hard floor,600,848,-16836,-1194,-600,55,640
1783534653.558,1,empty,hard floor,500,780,-16912,-1218,-613,47,688
1783534653.569,1,empty,hard floor,512,916,-16824,-1207,-627,77,640
1783534653.580,1,empty,hard floor,540,876,-17028,-1233,-617,30,656
1783534653.591,1,empty,hard floor,500,804,-16892,-1231,-622,61,640
1783534653.603,1,empty,hard floor,592,812,-16856,-1198,-627,71,624
1783534653.614,1,empty,hard floor,540,840,-16856,-1176,-627,56,640
1783534653.625,1,empty,hard floor,536,908,-16940,-1205,-626,80,672
1783534653.634,1,empty,hard floor,564,812,-16860,-1219,-610,65,672
1783534653.643,1,empty,hard floor,568,936,-16928,-1225,-629,80,656
1783534653.652,1,empty,hard floor,544,840,-16888,-1195,-639,56,640
1783534653.661,1,empty,hard floor,588,840,-16940,-1199,-592,61,656
1783534653.671,1,empty,hard floor,572,752,-16820,-1226,-604,60,640
1783534653.680,1,empty,hard floor,504,860,-16840,-1214,-615,42,624
1783534653.689,1,empty,hard floor,600,864,-16788,-1232,-634,70,640
1783534653.698,1,empty,hard floor,444,848,-16752,-1195,-613,68,640
1783534653.707,1,empty,hard floor,588,884,-16916,-1205,-626,73,672
1783534653.716,1,empty,hard floor,588,780,-17028,-1218,-612,49,624
1783534653.725,1,empty,hard floor,540,896,-17060,-1257,-646,59,640
1783534653.735,1,empty,hard floor,612,752,-16916,-1223,-595,90,656
1783534653.745,1,empty,hard floor,564,840,-16868,-1218,-638,50,656
1783534653.755,1,empty,hard floor,532,800,-16940,-1198,-611,69,672
1783534653.765,1,empty,hard floor,604,848,-16856,-1232,-607,44,624
1783534653.775,1,empty,hard floor,548,932,-16976,-1224,-615,61,640
1783534653.785,1,empty,hard floor,516,976,-16932,-1217,-618,59,688
1783534653.795,1,empty,hard floor,528,748,-16816,-1191,-626,57,672
1783534653.805,1,empty,hard floor,584,812,-16920,-1193,-585,65,656
1783534653.815,1,empty,hard floor,536,812,-16860,-1244,-617,60,672
1783534653.825,1,empty,hard floor,432,892,-16968,-1237,-609,53,624
1783534653.835,1,empty,hard floor,532,812,-16800,-1210,-621,65,672
1783534653.845,1,empty,hard floor,492,780,-16932,-1189,-641,58,656
1783534653.855,1,empty,hard floor,576,884,-16716,-1210,-642,71,640
1783534653.865,1,empty,hard floor,584,788,-16884,-1230,-611,88,656
1783534653.875,1,empty,hard floor,448,796,-17000,-1222,-615,37,672
1783534653.885,1,empty,hard floor,560,740,-16856,-1203,-586,52,656
1783534653.895,1,empty,hard floor,488,872,-16832,-1192,-611,63,640
1783534653.905,1,empty,hard floor,440,776,-16928,-1217,-612,75,656
1783534653.915,1,empty,hard floor,588,816,-16824,-1212,-629,70,640
1783534653.924,1,empty,hard floor,608,880,-16748,-1218,-639,56,656
1783534653.935,1,empty,hard floor,536,808,-16828,-1229,-643,63,640
1783534653.945,1,empty,hard floor,592,808,-16888,-1203,-623,61,640
1783534653.955,1,empty,hard floor,552,900,-16772,-1183,-610,85,640
1783534653.965,1,empty,hard floor,500,888,-16844,-1224,-607,46,656
1783534653.975,1,empty,hard floor,600,780,-16956,-1228,-622,64,640
1783534653.985,1,empty,hard floor,528,912,-16748,-1199,-635,63,656
1783534653.995,1,empty,hard floor,528,804,-16892,-1212,-625,66,656
1783534654.005,1,empty,hard floor,440,748,-16876,-1203,-614,54,640
1783534654.015,1,empty,hard floor,532,780,-16952,-1210,-601,81,656
1783534654.025,1,empty,hard floor,528,956,-16924,-1220,-604,70,672
1783534654.037,1,empty,hard floor,500,880,-16788,-1190,-614,82,656
1783534654.048,1,empty,hard floor,532,744,-16900,-1207,-606,71,672
1783534654.059,1,empty,hard floor,476,692,-16836,-1200,-623,76,656
1783534654.070,1,empty,hard floor,568,876,-16860,-1226,-623,63,640
1783534654.081,1,empty,hard floor,520,904,-16928,-1207,-617,63,656
1783534654.092,1,empty,hard floor,528,876,-16992,-1211,-611,59,672
1783534654.103,1,empty,hard floor,492,820,-16844,-1202,-628,65,656
1783534654.114,1,empty,hard floor,496,772,-16876,-1233,-596,77,640
1783534654.125,1,empty,hard floor,560,792,-16976,-1206,-610,83,688
1783534654.135,1,empty,hard floor,628,892,-16944,-1237,-634,47,640
1783534654.145,1,empty,hard floor,524,864,-16716,-1210,-617,63,656
1783534654.155,1,empty,hard floor,544,896,-17024,-1222,-608,51,672
1783534654.165,1,empty,hard floor,552,812,-16940,-1209,-611,63,656
1783534654.175,1,empty,hard floor,556,868,-16848,-1230,-620,57,640
1783534654.185,1,empty,hard floor,528,816,-16940,-1198,-621,61,656
1783534654.195,1,empty,hard floor,488,792,-16968,-1195,-627,63,672
1783534654.205,1,empty,hard floor,648,872,-16988,-1222,-628,59,608
1783534654.215,1,empty,hard floor,572,832,-16848,-1222,-635,72,672
1783534654.225,1,empty,hard floor,548,928,-16836,-1226,-617,62,656
1783534654.234,1,empty,hard floor,552,724,-16852,-1216,-616,69,640
1783534654.243,1,empty,hard floor,564,812,-16756,-1222,-624,47,656
1783534654.252,1,empty,hard floor,568,880,-16792,-1216,-625,58,640
1783534654.261,1,empty,hard floor,512,808,-16972,-1219,-614,80,656
1783534654.270,1,empty,hard floor,600,784,-16776,-1209,-654,65,672
1783534654.279,1,empty,hard floor,552,940,-16868,-1205,-622,58,672
1783534654.288,1,empty,hard floor,540,920,-16824,-1226,-624,49,624
1783534654.297,1,empty,hard floor,492,936,-17008,-1209,-629,51,672
1783534654.306,1,empty,hard floor,640,868,-16956,-1214,-609,61,656
1783534654.315,1,empty,hard floor,500,824,-16936,-1183,-620,86,672
1783534654.324,1,empty,hard floor,520,780,-17032,-1217,-628,72,656
1783534654.335,1,empty,hard floor,524,812,-16900,-1205,-614,57,672
1783534654.345,1,empty,hard floor,508,876,-16936,-1227,-616,60,656
1783534654.355,1,empty,hard floor,640,764,-16868,-1202,-620,80,672
1783534654.365,1,empty,hard floor,492,856,-16832,-1200,-612,69,656
1783534654.375,1,empty,hard floor,524,768,-16904,-1231,-614,57,672
1783534654.385,1,empty,hard floor,624,920,-16884,-1229,-625,36,656
1783534654.395,1,empty,hard floor,556,792,-16824,-1210,-600,76,672
1783534654.405,1,empty,hard floor,596,812,-16968,-1205,-619,76,656
1783534654.415,1,empty,hard floor,520,860,-16988,-1189,-642,61,640
1783534654.425,1,empty,hard floor,532,788,-16932,-1212,-617,55,656
1783534654.435,1,empty,hard floor,572,836,-16992,-1231,-618,70,672
1783534654.445,1,empty,hard floor,544,788,-16768,-1214,-587,46,640
1783534654.455,1,empty,hard floor,548,844,-16924,-1182,-613,63,704
1783534654.465,1,empty,hard floor,588,828,-16828,-1192,-630,48,656
1783534654.475,1,empty,hard floor,564,948,-16968,-1232,-616,52,672
1783534654.485,1,empty,hard floor,576,812,-16848,-1251,-600,40,656
1783534654.495,1,empty,hard floor,552,860,-17060,-1221,-618,58,656
1783534654.505,1,empty,hard floor,556,736,-16804,-1213,-617,49,640
1783534654.515,1,empty,hard floor,600,812,-17108,-1211,-638,63,688
1783534654.525,1,empty,hard floor,596,812,-16880,-1246,-604,66,640
1783534654.535,1,empty,hard floor,572,904,-16928,-1216,-620,74,624
1783534654.545,1,empty,hard floor,580,912,-16856,-1213,-625,75,640
1783534654.555,1,empty,hard floor,508,864,-16936,-1182,-614,56,624
1783534654.565,1,empty,hard floor,416,868,-16956,-1213,-611,66,672
1783534654.575,1,empty,hard floor,588,784,-16932,-1250,-621,55,656
1783534654.585,1,empty,hard floor,556,872,-16888,-1214,-633,54,640
1783534654.595,1,empty,hard floor,572,788,-16836,-1197,-602,50,656
1783534654.605,1,empty,hard floor,600,824,-16844,-1194,-636,64,640
1783534654.615,1,empty,hard floor,564,828,-16816,-1217,-604,57,640
1783534654.625,1,empty,hard floor,500,840,-16936,-1237,-605,53,672
1783534654.635,1,empty,hard floor,532,820,-16924,-1228,-605,65,656
1783534654.645,1,empty,hard floor,540,764,-16896,-1192,-610,51,640
1783534654.655,1,empty,hard floor,512,716,-16968,-1206,-636,63,656
1783534654.665,1,empty,hard floor,480,748,-16900,-1220,-630,52,672
1783534654.675,1,empty,hard floor,496,848,-16900,-1238,-625,76,656
1783534654.685,1,empty,hard floor,560,796,-16924,-1216,-623,61,672
1783534654.695,1,empty,hard floor,692,868,-16928,-1190,-606,86,672
1783534654.705,1,empty,hard floor,548,856,-16884,-1202,-605,56,640
1783534654.715,1,empty,hard floor,532,876,-16868,-1220,-618,64,656
1783534654.725,1,empty,hard floor,580,824,-16940,-1222,-613,59,656
1783534654.736,1,empty,hard floor,592,876,-16840,-1219,-602,56,640
1783534654.747,1,empty,hard floor,444,828,-17032,-1192,-617,70,656
1783534654.758,1,empty,hard floor,576,868,-16904,-1194,-609,69,704
1783534654.769,1,empty,hard floor,600,816,-17120,-1230,-613,75,624
1783534654.781,1,empty,hard floor,520,684,-16916,-1231,-603,39,640
1783534654.792,1,empty,hard floor,680,756,-16876,-1209,-629,61,656
1783534654.803,1,empty,hard floor,524,880,-16896,-1205,-605,67,672
1783534654.814,1,empty,hard floor,520,808,-16760,-1208,-618,50,656
1783534654.825,1,empty,hard floor,516,796,-16916,-1207,-597,46,640
1783534654.834,1,empty,hard floor,528,872,-16916,-1214,-589,48,656
1783534654.843,1,empty,hard floor,528,812,-16840,-1206,-653,69,640
1783534654.853,1,empty,hard floor,552,892,-16940,-1195,-618,81,624
1783534654.862,1,empty,hard floor,496,780,-16872,-1214,-630,57,640
1783534654.871,1,empty,hard floor,544,796,-17084,-1212,-602,55,656
1783534654.880,1,empty,hard floor,568,928,-16748,-1242,-623,59,672
1783534654.889,1,empty,hard floor,580,812,-16936,-1200,-621,68,656
1783534654.898,1,empty,hard floor,508,888,-16952,-1199,-615,64,672
1783534654.907,1,empty,hard floor,532,864,-17032,-1214,-616,53,656
1783534654.916,1,empty,hard floor,636,848,-16856,-1224,-600,71,640
1783534654.925,1,empty,hard floor,580,812,-16804,-1203,-626,49,656
1783534654.935,1,empty,hard floor,504,836,-16904,-1213,-611,67,608
1783534654.945,1,empty,hard floor,528,820,-16948,-1228,-615,76,640
1783534654.955,1,empty,hard floor,540,836,-16924,-1218,-613,38,640
1783534654.965,1,empty,hard floor,608,776,-16936,-1188,-611,81,656
1783534654.975,1,empty,hard floor,612,832,-16920,-1197,-623,57,672
1783534654.985,1,empty,hard floor,496,804,-16988,-1216,-623,67,656
1783534654.995,1,empty,hard floor,596,856,-16868,-1218,-604,62,640
1783534655.005,1,empty,hard floor,528,792,-16864,-1229,-599,29,656
1783534655.015,1,empty,hard floor,592,824,-16940,-1208,-623,58,640
1783534655.025,1,empty,hard floor,620,800,-16916,-1192,-629,60,672
1783534655.035,1,empty,hard floor,576,828,-17032,-1219,-623,53,656
1783534655.045,1,empty,hard floor,608,848,-16884,-1233,-608,62,672
1783534655.055,1,empty,hard floor,424,796,-16860,-1213,-605,72,624
1783534655.065,1,empty,hard floor,552,764,-16816,-1214,-600,65,640
1783534655.075,1,empty,hard floor,580,756,-16948,-1192,-604,71,656
1783534655.085,1,empty,hard floor,560,892,-17016,-1225,-602,65,672
1783534655.095,1,empty,hard floor,480,880,-16880,-1233,-615,69,656
1783534655.105,1,empty,hard floor,628,788,-16872,-1209,-622,45,672
1783534655.115,1,empty,hard floor,436,796,-16796,-1185,-628,58,656
1783534655.124,1,empty,hard floor,532,828,-16948,-1216,-623,63,672
1783534655.135,1,empty,hard floor,504,792,-16968,-1196,-614,45,624
1783534655.145,1,empty,hard floor,568,904,-16896,-1236,-598,69,672
1783534655.155,1,empty,hard floor,536,720,-16824,-1214,-608,73,656
1783534655.165,1,empty,hard floor,596,804,-16868,-1211,-628,68,672
1783534655.175,1,empty,hard floor,592,872,-16800,-1214,-618,51,656
1783534655.185,1,empty,hard floor,476,900,-17020,-1225,-609,61,640
1783534655.195,1,empty,hard floor,552,824,-16924,-1220,-632,64,656
1783534655.205,1,empty,hard floor,512,880,-16856,-1234,-608,71,704
1783534655.215,1,empty,hard floor,544,792,-16788,-1194,-599,64,656
1783534655.225,1,empty,hard floor,564,800,-16920,-1198,-618,61,640
1783534655.235,1,empty,hard floor,496,820,-17020,-1244,-619,59,656
1783534655.245,1,empty,hard floor,564,868,-16820,-1227,-592,60,640
1783534655.255,1,empty,hard floor,484,792,-16936,-1209,-609,81,656
1783534655.265,1,empty,hard floor,432,776,-16944,-1213,-592,75,672
1783534655.275,1,empty,hard floor,592,804,-16916,-1204,-624,58,672
1783534655.285,1,empty,hard floor,508,744,-16816,-1230,-612,71,640
1783534655.295,1,empty,hard floor,604,852,-16868,-1225,-609,59,656
1783534655.305,1,empty,hard floor,576,884,-16900,-1231,-609,65,672
1783534655.315,1,empty,hard floor,540,864,-16928,-1193,-612,57,624
1783534655.325,1,empty,hard floor,564,828,-16872,-1197,-624,73,640
1783534655.335,1,empty,hard floor,524,784,-16864,-1232,-631,71,640
1783534655.345,1,empty,hard floor,580,940,-16972,-1216,-637,68,624
1783534655.355,1,empty,hard floor,532,872,-16856,-1228,-608,83,640
1783534655.365,1,empty,hard floor,568,928,-16792,-1198,-610,62,656
1783534655.375,1,empty,hard floor,568,824,-17036,-1217,-635,65,640
1783534655.385,1,empty,hard floor,480,756,-16912,-1219,-622,70,656
1783534655.395,1,empty,hard floor,524,892,-16920,-1225,-628,47,672
1783534655.405,1,empty,hard floor,632,808,-16964,-1225,-613,58,656
1783534655.415,1,empty,hard floor,512,808,-16836,-1203,-624,62,640
1783534655.425,1,empty,hard floor,600,896,-16984,-1207,-618,76,688
1783534655.436,1,empty,hard floor,488,676,-16948,-1214,-620,60,640
1783534655.447,1,empty,hard floor,496,920,-16864,-1227,-635,57,624
1783534655.458,1,empty,hard floor,540,832,-16884,-1209,-624,54,672
1783534655.469,1,empty,hard floor,528,932,-16900,-1211,-609,61,624
1783534655.480,1,empty,hard floor,600,780,-16864,-1194,-637,52,640
1783534655.491,1,empty,hard floor,496,824,-16860,-1211,-617,66,656
1783534655.502,1,empty,hard floor,516,860,-16900,-1234,-624,73,640
1783534655.513,1,empty,hard floor,532,880,-16812,-1249,-615,28,656
1783534655.524,1,empty,hard floor,604,936,-16908,-1230,-608,40,672
1783534655.534,1,empty,hard floor,536,760,-16988,-1186,-592,84,640
1783534655.543,1,empty,hard floor,532,864,-16848,-1194,-618,78,640
1783534655.552,1,empty,hard floor,528,808,-17040,-1226,-605,49,688
1783534655.561,1,empty,hard floor,428,916,-16848,-1238,-616,67,640
1783534655.570,1,empty,hard floor,480,816,-16840,-1214,-620,53,624
1783534655.579,1,empty,hard floor,604,868,-16852,-1211,-633,77,672
1783534655.589,1,empty,hard floor,532,720,-16892,-1212,-610,47,656
1783534655.598,1,empty,hard floor,576,860,-17024,-1222,-615,71,640
1783534655.607,1,empty,hard floor,432,884,-16872,-1237,-616,67,672
1783534655.616,1,empty,hard floor,576,868,-16904,-1232,-605,67,640
1783534655.625,1,empty,hard floor,604,844,-16860,-1199,-634,66,656
1783534655.635,1,empty,hard floor,524,808,-16936,-1206,-617,74,640
1783534655.645,1,empty,hard floor,508,748,-16848,-1216,-631,69,688
1783534655.655,1,empty,hard floor,496,820,-16896,-1220,-615,55,640
1783534655.665,1,empty,hard floor,504,864,-16916,-1246,-608,60,656
1783534655.675,1,empty,hard floor,584,960,-16816,-1202,-624,66,608
1783534655.685,1,empty,hard floor,464,796,-16836,-1225,-623,54,640
1783534655.695,1,empty,hard floor,632,900,-16928,-1190,-610,56,656
1783534655.705,1,empty,hard floor,608,832,-16900,-1210,-616,88,640
1783534655.715,1,empty,hard floor,524,804,-17024,-1220,-619,75,656
1783534655.725,1,empty,hard floor,560,852,-16896,-1210,-622,44,640
1783534655.735,1,empty,hard floor,552,912,-16788,-1208,-615,58,624
1783534655.745,1,empty,hard floor,516,836,-16988,-1223,-611,33,672
1783534655.755,1,empty,hard floor,544,844,-16936,-1228,-619,70,656
1783534655.765,1,empty,hard floor,568,804,-16944,-1211,-632,64,672
1783534655.775,1,empty,hard floor,596,808,-16928,-1219,-631,46,656
1783534655.785,1,empty,hard floor,560,796,-17004,-1217,-628,59,640
1783534655.795,1,empty,hard floor,584,852,-16824,-1217,-601,39,656
1783534655.805,1,empty,hard floor,592,876,-16964,-1212,-599,46,672
1783534655.815,1,empty,hard floor,508,796,-16872,-1188,-623,89,656
1783534655.825,1,empty,hard floor,564,808,-16912,-1209,-612,62,672
1783534655.835,1,empty,hard floor,580,780,-16904,-1193,-617,70,656
1783534655.845,1,empty,hard floor,532,952,-16880,-1214,-629,60,640
1783534655.855,1,empty,hard floor,548,856,-16856,-1201,-617,73,656
1783534655.865,1,empty,hard floor,604,832,-16920,-1234,-601,66,672
1783534655.875,1,empty,hard floor,576,764,-16852,-1212,-612,58,688
1783534655.885,1,empty,hard floor,536,800,-16876,-1227,-627,36,672
1783534655.895,1,empty,hard floor,592,832,-16916,-1216,-639,55,624
1783534655.905,1,empty,hard floor,564,880,-16836,-1217,-615,61,704
1783534655.915,1,empty,hard floor,512,884,-16892,-1211,-606,67,624
1783534655.924,1,empty,hard floor,528,976,-16824,-1213,-619,60,640
1783534655.936,1,empty,hard floor,592,856,-16844,-1228,-606,55,640
1783534655.947,1,empty,hard floor,616,788,-16952,-1201,-607,59,640
1783534655.958,1,empty,hard floor,624,796,-16856,-1221,-638,52,624
1783534655.969,1,empty,hard floor,488,832,-16952,-1222,-607,55,656
1783534655.981,1,empty,hard floor,616,764,-16980,-1234,-611,69,672
1783534655.992,1,empty,hard floor,496,816,-16836,-1201,-603,62,656
1783534656.003,1,empty,hard floor,548,800,-16780,-1234,-623,47,672
1783534656.014,1,empty,hard floor,512,808,-16984,-1225,-628,65,656
1783534656.025,1,empty,hard floor,568,860,-16792,-1223,-609,58,640
1783534656.034,1,empty,hard floor,512,880,-16964,-1234,-607,64,656
1783534656.043,1,empty,hard floor,552,776,-16904,-1222,-622,49,672
1783534656.053,1,empty,hard floor,596,908,-17056,-1206,-608,57,688
1783534656.062,1,empty,hard floor,536,800,-16868,-1222,-624,60,672
1783534656.071,1,empty,hard floor,564,864,-17048,-1237,-603,83,688
1783534656.080,1,empty,hard floor,584,904,-16708,-1224,-616,64,640
1783534656.089,1,empty,hard floor,488,856,-16896,-1210,-620,58,656
1783534656.098,1,empty,hard floor,564,796,-16880,-1216,-615,48,672
1783534656.107,1,empty,hard floor,640,700,-16928,-1214,-606,79,656
1783534656.116,1,empty,hard floor,536,872,-16820,-1236,-601,68,672
1783534656.125,1,empty,hard floor,552,864,-16820,-1207,-611,71,656
1783534656.135,1,empty,hard floor,524,872,-16740,-1211,-585,72,640
1783534656.145,1,empty,hard floor,532,812,-17072,-1193,-622,67,624
1783534656.155,1,empty,hard floor,564,964,-16860,-1248,-625,26,608
1783534656.165,1,empty,hard floor,580,672,-16888,-1221,-615,53,656
1783534656.175,1,empty,hard floor,572,884,-16868,-1213,-609,31,672
1783534656.185,1,empty,hard floor,556,832,-16936,-1193,-619,46,640
1783534656.195,1,empty,hard floor,552,824,-16956,-1206,-620,71,608
1783534656.205,1,empty,hard floor,612,712,-16736,-1206,-618,81,656
1783534656.215,1,empty,hard floor,512,956,-16868,-1232,-607,58,672
1783534656.225,1,empty,hard floor,532,764,-16896,-1218,-620,41,624
1783534656.235,1,empty,hard floor,520,788,-16972,-1189,-612,57,640
1783534656.245,1,empty,hard floor,524,740,-16824,-1204,-615,74,656
1783534656.255,1,empty,hard floor,544,836,-16996,-1214,-615,58,640
1783534656.265,1,empty,hard floor,504,808,-16908,-1244,-619,55,672
1783534656.275,1,empty,hard floor,548,780,-16968,-1192,-602,77,672
1783534656.285,1,empty,hard floor,532,884,-16932,-1214,-607,78,656
1783534656.294,1,empty,hard floor,620,712,-16924,-1182,-611,64,656
1783534656.304,1,empty,hard floor,596,868,-16892,-1219,-617,55,672
1783534656.314,1,empty,hard floor,592,840,-16852,-1236,-607,63,688
1783534656.324,1,empty,hard floor,660,888,-16904,-1227,-617,71,640
1783534656.335,1,empty,hard floor,432,752,-16924,-1197,-628,68,656
1783534656.345,1,empty,hard floor,520,980,-16972,-1209,-619,52,672
1783534656.355,1,empty,hard floor,552,904,-16908,-1232,-631,65,688
1783534656.365,1,empty,hard floor,540,808,-16776,-1226,-599,63,608
1783534656.375,1,empty,hard floor,644,884,-16712,-1197,-606,75,624
1783534656.385,1,empty,hard floor,508,820,-16948,-1213,-623,65,672
1783534656.395,1,empty,hard floor,572,768,-16808,-1205,-634,59,656
1783534656.405,1,empty,hard floor,468,748,-16920,-1213,-621,52,640
1783534656.415,1,empty,hard floor,516,876,-16916,-1240,-618,49,656
1783534656.425,1,empty,hard floor,540,908,-16836,-1217,-646,83,640
1783534656.435,1,empty,hard floor,568,728,-16904,-1216,-621,39,656
1783534656.445,1,empty,hard floor,516,808,-16856,-1196,-634,76,640
1783534656.455,1,empty,hard floor,524,808,-16856,-1228,-605,70,656
1783534656.465,1,empty,hard floor,564,876,-16900,-1231,-593,55,640
1783534656.475,1,empty,hard floor,600,868,-17024,-1224,-627,59,656
1783534656.485,1,empty,hard floor,484,852,-16808,-1228,-632,65,640
1783534656.495,1,empty,hard floor,612,828,-16884,-1208,-599,67,656
1783534656.505,1,empty,hard floor,516,880,-16840,-1206,-623,65,672
1783534656.515,1,empty,hard floor,640,704,-16936,-1217,-586,68,656
1783534656.525,1,empty,hard floor,516,936,-16796,-1221,-587,63,640
1783534656.535,1,empty,hard floor,520,800,-16888,-1192,-629,51,624
1783534656.545,1,empty,hard floor,556,828,-16860,-1219,-620,63,672
1783534656.555,1,empty,hard floor,504,724,-16908,-1214,-604,52,656
1783534656.565,1,empty,hard floor,552,884,-16960,-1212,-627,36,640
1783534656.575,1,empty,hard floor,516,828,-16896,-1223,-616,69,624
1783534656.585,1,empty,hard floor,560,924,-17020,-1183,-608,86,640
1783534656.595,1,empty,hard floor,552,764,-16768,-1231,-614,61,640
