t,phase_idx,label,surface,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1783534812.255,42,sit_down_normal,hard floor,656,928,-16892,-1184,-589,59,592
1783534812.265,42,sit_down_normal,hard floor,484,820,-16960,-1146,-634,78,608
1783534812.275,42,sit_down_normal,hard floor,524,716,-16900,-1173,-635,88,592
1783534812.285,42,sit_down_normal,hard floor,512,796,-17000,-1259,-620,99,608
1783534812.295,42,sit_down_normal,hard floor,584,856,-16884,-1269,-612,127,592
1783534812.304,42,sit_down_normal,hard floor,456,912,-16884,-1227,-600,121,608
1783534812.314,42,sit_down_normal,hard floor,476,848,-16844,-1153,-592,134,592
1783534812.324,42,sit_down_normal,hard floor,544,768,-16852,-1190,-624,119,608
1783534812.335,43,seated_still,hard floor,488,828,-16768,-1256,-649,133,576
1783534812.346,43,seated_still,hard floor,480,880,-16780,-1282,-674,146,608
1783534812.356,43,seated_still,hard floor,612,980,-16900,-1261,-654,160,592
1783534812.367,43,seated_still,hard floor,516,808,-16848,-1201,-642,166,608
1783534812.377,43,seated_still,hard floor,612,984,-16940,-1149,-601,174,624
1783534812.388,43,seated_still,hard floor,484,760,-16940,-1217,-602,169,640
1783534812.398,43,seated_still,hard floor,472,796,-16872,-1281,-603,199,576
1783534812.409,43,seated_still,hard floor,452,808,-16916,-1256,-611,172,592
1783534812.420,43,seated_still,hard floor,580,836,-16892,-1184,-622,199,608
1783534812.430,43,seated_still,hard floor,616,812,-16716,-1172,-655,184,624
1783534812.440,43,seated_still,hard floor,524,720,-17096,-1201,-639,174,608
1783534812.449,43,seated_still,hard floor,572,736,-16956,-1284,-619,200,624
1783534812.459,43,seated_still,hard floor,560,840,-16952,-1302,-626,190,608
1783534812.468,43,seated_still,hard floor,572,768,-16896,-1214,-611,221,624
1783534812.478,43,seated_still,hard floor,584,936,-16868,-1169,-628,207,576
1783534812.487,43,seated_still,hard floor,556,780,-16852,-1190,-617,203,624
1783534812.497,43,seated_still,hard floor,536,868,-16720,-1259,-633,200,608
1783534812.506,43,seated_still,hard floor,544,936,-16856,-1295,-624,225,592
1783534812.516,43,seated_still,hard floor,576,808,-17008,-1248,-641,263,608
1783534812.525,43,seated_still,hard floor,596,976,-17028,-1192,-648,291,592
1783534812.535,43,seated_still,hard floor,568,764,-16932,-1177,-614,287,576
1783534812.545,43,seated_still,hard floor,612,792,-16908,-1226,-614,293,656
1783534812.555,43,seated_still,hard floor,572,756,-16860,-1280,-624,270,608
1783534812.565,43,seated_still,hard floor,592,736,-16916,-1262,-630,281,592
1783534812.575,43,seated_still,hard floor,544,764,-16796,-1189,-616,218,608
1783534812.585,43,seated_still,hard floor,520,712,-16892,-1204,-626,210,576
1783534812.595,43,seated_still,hard floor,616,744,-16932,-1223,-604,184,608
1783534812.605,43,seated_still,hard floor,496,824,-16864,-1281,-583,147,624
1783534812.615,43,seated_still,hard floor,536,816,-16840,-1230,-595,127,592
1783534812.625,43,seated_still,hard floor,536,828,-16836,-1247,-597,130,608
1783534812.635,43,seated_still,hard floor,508,836,-16932,-1182,-619,96,592
1783534812.645,43,seated_still,hard floor,684,840,-16848,-1218,-603,91,640
1783534812.655,43,seated_still,hard floor,636,888,-16760,-1228,-615,87,624
1783534812.665,43,seated_still,hard floor,644,776,-16948,-1255,-606,61,576
1783534812.675,43,seated_still,hard floor,632,800,-17068,-1191,-598,40,624
1783534812.685,43,seated_still,hard floor,596,800,-16976,-1205,-585,49,576
1783534812.695,43,seated_still,hard floor,620,816,-16940,-1200,-621,50,592
1783534812.705,43,seated_still,hard floor,548,704,-17024,-1214,-603,46,640
1783534812.714,43,seated_still,hard floor,596,716,-17172,-1230,-593,-10,592
1783534812.724,43,seated_still,hard floor,508,780,-16772,-1240,-637,-8,608
1783534812.734,43,seated_still,hard floor,576,748,-16764,-1214,-628,-33,624
1783534812.745,43,seated_still,hard floor,564,712,-16900,-1198,-606,-63,576
1783534812.755,43,seated_still,hard floor,516,776,-16880,-1204,-603,-65,624
1783534812.765,43,seated_still,hard floor,588,848,-16872,-1223,-565,-87,576
1783534812.775,43,seated_still,hard floor,592,796,-16912,-1225,-587,-79,592
1783534812.785,43,seated_still,hard floor,500,652,-17008,-1215,-606,-102,608
1783534812.795,43,seated_still,hard floor,564,772,-16860,-1217,-610,-130,624
1783534812.805,43,seated_still,hard floor,640,828,-16824,-1218,-639,-106,640
1783534812.815,43,seated_still,hard floor,596,908,-16936,-1227,-629,-116,592
1783534812.825,43,seated_still,hard floor,584,720,-16936,-1207,-585,-129,608
1783534812.835,43,seated_still,hard floor,588,880,-16848,-1187,-590,-99,576
1783534812.845,43,seated_still,hard floor,552,796,-16928,-1201,-559,-122,624
1783534812.855,43,seated_still,hard floor,616,780,-16788,-1223,-571,-144,608
1783534812.865,43,seated_still,hard floor,572,848,-16900,-1204,-589,-138,624
1783534812.875,43,seated_still,hard floor,500,732,-16844,-1195,-613,-153,576
1783534812.885,43,seated_still,hard floor,552,900,-16820,-1173,-650,-152,592
1783534812.895,43,seated_still,hard floor,512,872,-16964,-1181,-624,-174,576
1783534812.905,43,seated_still,hard floor,556,808,-16820,-1206,-595,-145,592
1783534812.915,43,seated_still,hard floor,508,808,-16820,-1208,-562,-146,608
1783534812.925,43,seated_still,hard floor,524,904,-16936,-1200,-579,-137,608
1783534812.935,43,seated_still,hard floor,476,916,-17020,-1181,-586,-127,608
1783534812.945,43,seated_still,hard floor,532,944,-16792,-1148,-652,-115,592
1783534812.955,43,seated_still,hard floor,544,832,-16888,-1190,-649,-95,576
1783534812.965,43,seated_still,hard floor,456,984,-16928,-1221,-634,-97,592
1783534812.975,43,seated_still,hard floor,440,968,-16816,-1199,-633,-103,608
1783534812.985,43,seated_still,hard floor,564,876,-16712,-1098,-642,-59,560
1783534812.995,43,seated_still,hard floor,560,828,-16860,-1118,-613,-65,592
1783534813.005,43,seated_still,hard floor,504,828,-16788,-1208,-648,-39,608
1783534813.015,43,seated_still,hard floor,488,796,-16920,-1234,-619,12,592
1783534813.025,43,seated_still,hard floor,544,764,-16876,-1151,-606,10,608
1783534813.035,43,seated_still,hard floor,508,748,-16824,-1111,-612,35,624
1783534813.045,43,seated_still,hard floor,576,780,-16844,-1159,-638,-11,608
1783534813.055,43,seated_still,hard floor,520,716,-16832,-1232,-624,-22,624
1783534813.065,43,seated_still,hard floor,588,788,-16988,-1215,-590,-3,608
1783534813.075,43,seated_still,hard floor,640,828,-16932,-1175,-582,-40,624
1783534813.085,43,seated_still,hard floor,464,732,-16820,-1153,-572,-68,608
1783534813.095,43,seated_still,hard floor,536,776,-16900,-1161,-622,-55,576
1783534813.104,43,seated_still,hard floor,540,824,-16992,-1206,-648,-76,608
1783534813.114,43,seated_still,hard floor,500,648,-16948,-1237,-663,-72,624
1783534813.124,43,seated_still,hard floor,596,820,-16892,-1184,-657,-43,608
1783534813.134,43,seated_still,hard floor,488,892,-16848,-1133,-632,-27,560
1783534813.144,43,seated_still,hard floor,540,756,-16876,-1142,-609,-4,608
1783534813.155,43,seated_still,hard floor,544,656,-16820,-1251,-613,-8,624
1783534813.165,43,seated_still,hard floor,668,732,-16828,-1228,-615,4,640
1783534813.175,43,seated_still,hard floor,608,800,-16844,-1207,-617,-9,608
1783534813.185,43,seated_still,hard floor,616,824,-16864,-1137,-648,-29,592
1783534813.195,43,seated_still,hard floor,440,676,-16860,-1170,-629,-36,640
1783534813.205,43,seated_still,hard floor,464,804,-16804,-1204,-619,-37,592
1783534813.215,43,seated_still,hard floor,468,892,-16952,-1242,-598,-15,576
1783534813.225,43,seated_still,hard floor,568,864,-16804,-1221,-603,16,592
1783534813.235,43,seated_still,hard floor,560,1024,-16860,-1181,-615,70,640
1783534813.245,43,seated_still,hard floor,572,932,-16924,-1149,-633,92,592
1783534813.255,43,seated_still,hard floor,580,928,-16880,-1165,-624,109,608
1783534813.265,43,seated_still,hard floor,576,1004,-16924,-1215,-634,158,592
1783534813.275,43,seated_still,hard floor,568,900,-16784,-1241,-585,234,608
1783534813.285,43,seated_still,hard floor,616,852,-16868,-1221,-636,274,592
1783534813.295,43,seated_still,hard floor,604,744,-16844,-1156,-642,248,608
1783534813.305,43,seated_still,hard floor,508,856,-16972,-1172,-669,268,624
1783534813.315,43,seated_still,hard floor,480,812,-16876,-1219,-661,257,576
1783534813.325,43,seated_still,hard floor,536,700,-17040,-1239,-632,256,656
1783534813.335,43,seated_still,hard floor,564,884,-16884,-1204,-655,282,608
1783534813.345,43,seated_still,hard floor,476,824,-16992,-1175,-657,285,608
1783534813.355,43,seated_still,hard floor,500,792,-16936,-1173,-650,274,608
1783534813.365,43,seated_still,hard floor,588,712,-16988,-1236,-617,262,592
1783534813.375,43,seated_still,hard floor,616,752,-16924,-1246,-614,250,608
1783534813.385,43,seated_still,hard floor,624,716,-16852,-1219,-636,221,592
1783534813.395,43,seated_still,hard floor,508,684,-16852,-1204,-657,209,592
1783534813.405,43,seated_still,hard floor,580,796,-16972,-1173,-639,207,576
1783534813.415,43,seated_still,hard floor,596,740,-16868,-1218,-651,204,624
1783534813.425,43,seated_still,hard floor,584,600,-16944,-1217,-611,190,576
1783534813.435,43,seated_still,hard floor,564,808,-16884,-1245,-599,165,592
1783534813.445,43,seated_still,hard floor,524,732,-16928,-1215,-567,117,608
1783534813.455,43,seated_still,hard floor,508,740,-16864,-1209,-582,111,592
1783534813.465,43,seated_still,hard floor,564,720,-16944,-1235,-637,71,608
1783534813.475,43,seated_still,hard floor,536,788,-16936,-1231,-635,66,624
1783534813.485,43,seated_still,hard floor,488,720,-16876,-1239,-619,63,608
1783534813.495,43,seated_still,hard floor,576,728,-16892,-1205,-628,52,592
1783534813.504,43,seated_still,hard floor,616,932,-16928,-1214,-613,50,608
1783534813.514,43,seated_still,hard floor,604,740,-16748,-1201,-592,44,624
1783534813.524,43,seated_still,hard floor,536,880,-16916,-1239,-584,37,640
1783534813.534,43,seated_still,hard floor,572,836,-16868,-1250,-613,31,624
1783534813.544,43,seated_still,hard floor,492,876,-16848,-1242,-623,23,608
1783534813.555,43,seated_still,hard floor,552,880,-16888,-1200,-633,26,592
1783534813.565,43,seated_still,hard floor,572,744,-16928,-1188,-607,49,608
1783534813.575,43,seated_still,hard floor,556,812,-16936,-1221,-626,53,592
1783534813.585,43,seated_still,hard floor,532,760,-16920,-1245,-609,45,576
1783534813.595,43,seated_still,hard floor,504,900,-16820,-1259,-603,69,640
1783534813.605,43,seated_still,hard floor,488,868,-16912,-1202,-594,68,576
1783534813.615,43,seated_still,hard floor,492,872,-16992,-1191,-603,39,608
1783534813.625,43,seated_still,hard floor,476,832,-16944,-1175,-653,43,624
1783534813.635,43,seated_still,hard floor,604,792,-16788,-1216,-631,48,608
1783534813.645,43,seated_still,hard floor,536,824,-16868,-1226,-633,41,592
1783534813.655,43,seated_still,hard floor,596,780,-16904,-1203,-625,20,576
1783534813.665,43,seated_still,hard floor,668,752,-16884,-1197,-623,31,592
1783534813.675,43,seated_still,hard floor,488,792,-16908,-1200,-592,45,608
1783534813.685,43,seated_still,hard floor,656,732,-16884,-1236,-600,46,592
1783534813.695,43,seated_still,hard floor,616,832,-16936,-1242,-590,38,608
1783534813.705,43,seated_still,hard floor,580,844,-16824,-1265,-628,52,624
1783534813.715,43,seated_still,hard floor,568,864,-16860,-1188,-613,58,608
1783534813.725,43,seated_still,hard floor,528,796,-16760,-1164,-622,58,592
1783534813.735,43,seated_still,hard floor,524,824,-16772,-1220,-638,66,608
1783534813.745,43,seated_still,hard floor,500,800,-16824,-1257,-622,75,592
1783534813.755,43,seated_still,hard floor,552,748,-16892,-1249,-608,65,608
1783534813.765,43,seated_still,hard floor,568,876,-17008,-1203,-594,69,576
1783534813.775,43,seated_still,hard floor,592,796,-16944,-1197,-602,79,608
1783534813.785,43,seated_still,hard floor,564,820,-16984,-1208,-621,81,592
1783534813.795,43,seated_still,hard floor,564,824,-16952,-1204,-605,80,576
1783534813.805,43,seated_still,hard floor,512,748,-16816,-1220,-625,96,592
1783534813.815,43,seated_still,hard floor,628,860,-16800,-1221,-611,111,608
1783534813.825,43,seated_still,hard floor,568,888,-16892,-1209,-616,107,592
1783534813.835,43,seated_still,hard floor,504,804,-16880,-1201,-601,113,592
1783534813.845,43,seated_still,hard floor,580,784,-16916,-1219,-610,109,608
1783534813.855,43,seated_still,hard floor,616,812,-16976,-1222,-608,91,624
1783534813.865,43,seated_still,hard floor,664,836,-16992,-1217,-632,100,608
1783534813.875,43,seated_still,hard floor,484,784,-16904,-1210,-614,108,624
1783534813.885,43,seated_still,hard floor,472,784,-16972,-1199,-615,100,608
1783534813.895,43,seated_still,hard floor,588,652,-17080,-1205,-606,93,592
1783534813.904,43,seated_still,hard floor,576,824,-16808,-1231,-613,61,608
1783534813.914,43,seated_still,hard floor,556,776,-16820,-1262,-624,91,624
1783534813.924,43,seated_still,hard floor,540,756,-16876,-1224,-614,57,608
1783534813.934,43,seated_still,hard floor,508,812,-16944,-1208,-642,65,624
1783534813.944,43,seated_still,hard floor,500,716,-17000,-1200,-630,77,608
1783534813.955,43,seated_still,hard floor,556,856,-16844,-1237,-596,85,592
1783534813.965,43,seated_still,hard floor,536,792,-16968,-1227,-597,83,608
1783534813.975,43,seated_still,hard floor,496,812,-16932,-1231,-607,78,592
1783534813.985,43,seated_still,hard floor,520,872,-16808,-1202,-618,65,608
1783534813.995,43,seated_still,hard floor,564,788,-16948,-1203,-637,97,592
1783534814.005,43,seated_still,hard floor,592,880,-16920,-1246,-641,114,608
1783534814.015,43,seated_still,hard floor,584,956,-16900,-1210,-664,151,608
1783534814.025,43,seated_still,hard floor,656,896,-16940,-1205,-634,198,640
1783534814.035,43,seated_still,hard floor,556,924,-17052,-1193,-602,214,592
1783534814.045,43,seated_still,hard floor,560,780,-16852,-1204,-603,220,608
1783534814.055,43,seated_still,hard floor,548,816,-16988,-1209,-598,225,592
1783534814.065,43,seated_still,hard floor,492,740,-16804,-1211,-613,226,624
1783534814.075,43,seated_still,hard floor,544,768,-16768,-1245,-636,206,576
1783534814.085,43,seated_still,hard floor,580,680,-16856,-1186,-656,140,592
1783534814.095,43,seated_still,hard floor,468,712,-16808,-1203,-648,114,640
1783534814.105,43,seated_still,hard floor,600,760,-16780,-1218,-643,99,592
1783534814.115,43,seated_still,hard floor,532,748,-16960,-1237,-628,73,608
1783534814.125,43,seated_still,hard floor,600,904,-16812,-1233,-582,81,624
1783534814.135,43,seated_still,hard floor,556,792,-16816,-1196,-561,68,608
1783534814.145,43,seated_still,hard floor,540,844,-16840,-1188,-571,59,592
1783534814.155,43,seated_still,hard floor,480,876,-16736,-1185,-615,56,608
1783534814.165,43,seated_still,hard floor,448,784,-16944,-1228,-657,67,592
1783534814.175,43,seated_still,hard floor,488,872,-16772,-1237,-664,76,608
1783534814.185,43,seated_still,hard floor,528,852,-16680,-1209,-643,81,592
1783534814.195,43,seated_still,hard floor,508,780,-16844,-1197,-614,66,608
1783534814.205,43,seated_still,hard floor,424,808,-16900,-1225,-599,89,592
1783534814.215,43,seated_still,hard floor,440,792,-16912,-1233,-593,100,576
1783534814.225,43,seated_still,hard floor,572,836,-16780,-1240,-588,88,592
1783534814.235,43,seated_still,hard floor,612,812,-16860,-1234,-620,72,576
1783534814.245,43,seated_still,hard floor,568,840,-16896,-1201,-639,49,592
1783534814.255,43,seated_still,hard floor,504,744,-16996,-1191,-639,70,576
1783534814.265,43,seated_still,hard floor,528,824,-16964,-1236,-623,78,608
1783534814.275,43,seated_still,hard floor,608,824,-16864,-1218,-624,58,608
1783534814.285,43,seated_still,hard floor,536,776,-16980,-1225,-606,96,592
1783534814.295,43,seated_still,hard floor,660,892,-16844,-1216,-583,69,560
1783534814.304,43,seated_still,hard floor,432,832,-16756,-1216,-616,71,608
1783534814.314,43,seated_still,hard floor,476,788,-16944,-1201,-615,80,560
1783534814.324,43,seated_still,hard floor,528,828,-16952,-1225,-634,111,640
1783534814.334,43,seated_still,hard floor,536,788,-16876,-1230,-652,100,592
1783534814.344,43,seated_still,hard floor,612,744,-17008,-1204,-622,110,608
1783534814.355,43,seated_still,hard floor,536,808,-16868,-1195,-602,78,624
1783534814.365,43,seated_still,hard floor,528,808,-16988,-1215,-596,52,576
1783534814.375,43,seated_still,hard floor,440,816,-16844,-1253,-568,59,592
1783534814.385,43,seated_still,hard floor,564,680,-16824,-1227,-598,32,608
1783534814.395,43,seated_still,hard floor,544,808,-16864,-1194,-637,1,592
1783534814.405,43,seated_still,hard floor,716,872,-16864,-1190,-636,-5,608
1783534814.415,43,seated_still,hard floor,532,736,-16944,-1194,-647,17,592
1783534814.425,43,seated_still,hard floor,572,696,-16952,-1248,-603,20,608
1783534814.435,43,seated_still,hard floor,532,748,-16920,-1232,-590,12,560
1783534814.445,43,seated_still,hard floor,504,916,-16812,-1208,-565,10,608
1783534814.455,43,seated_still,hard floor,660,844,-16756,-1185,-578,12,624
1783534814.465,43,seated_still,hard floor,620,852,-16768,-1204,-608,-9,608
1783534814.475,43,seated_still,hard floor,496,792,-16856,-1230,-624,-13,592
1783534814.485,43,seated_still,hard floor,516,872,-16844,-1233,-646,-6,608
1783534814.495,43,seated_still,hard floor,508,788,-16696,-1207,-632,-1,592
1783534814.505,43,seated_still,hard floor,512,744,-17024,-1162,-615,-34,608
1783534814.515,43,seated_still,hard floor,548,760,-17000,-1192,-610,-21,608
1783534814.524,43,seated_still,hard floor,684,796,-16876,-1212,-594,-37,624
1783534814.534,43,seated_still,hard floor,580,936,-16984,-1210,-575,-23,608
1783534814.545,43,seated_still,hard floor,532,836,-16736,-1219,-595,-51,624
1783534814.555,43,seated_still,hard floor,564,852,-17048,-1187,-609,-22,576
1783534814.565,43,seated_still,hard floor,556,804,-16816,-1184,-635,-18,560
1783534814.575,43,seated_still,hard floor,564,772,-16808,-1203,-651,-23,608
1783534814.585,43,seated_still,hard floor,476,796,-16884,-1235,-614,-6,592
1783534814.595,43,seated_still,hard floor,632,832,-16944,-1211,-587,0,576
1783534814.605,43,seated_still,hard floor,604,840,-16796,-1216,-576,-12,624
1783534814.615,43,seated_still,hard floor,552,768,-16868,-1203,-601,10,608
1783534814.625,43,seated_still,hard floor,480,732,-16924,-1220,-616,8,592
1783534814.635,43,seated_still,hard floor,512,876,-16804,-1253,-651,32,608
1783534814.645,43,seated_still,hard floor,544,808,-16840,-1216,-629,43,592
1783534814.655,43,seated_still,hard floor,720,944,-16920,-1161,-638,52,608
1783534814.665,43,seated_still,hard floor,464,876,-16904,-1198,-638,66,624
1783534814.675,43,seated_still,hard floor,464,932,-17044,-1227,-606,74,608
1783534814.685,43,seated_still,hard floor,584,800,-16920,-1249,-559,92,576
1783534814.694,43,seated_still,hard floor,556,768,-16772,-1243,-565,63,592
1783534814.704,43,seated_still,hard floor,588,768,-16836,-1211,-604,63,576
1783534814.714,43,seated_still,hard floor,536,752,-16860,-1192,-631,68,592
1783534814.724,43,seated_still,hard floor,616,760,-16852,-1219,-655,53,608
1783534814.734,43,seated_still,hard floor,512,744,-16848,-1243,-646,52,592
1783534814.744,43,seated_still,hard floor,576,848,-16880,-1219,-641,56,640
1783534814.755,43,seated_still,hard floor,568,880,-16960,-1192,-610,93,592
1783534814.765,43,seated_still,hard floor,540,752,-16900,-1187,-607,84,608
1783534814.775,43,seated_still,hard floor,552,840,-16832,-1231,-615,114,592
1783534814.785,43,seated_still,hard floor,500,836,-16928,-1239,-616,126,608
1783534814.795,43,seated_still,hard floor,588,824,-16912,-1213,-628,135,624
1783534814.805,43,seated_still,hard floor,580,880,-16868,-1196,-656,143,608
1783534814.815,43,seated_still,hard floor,568,832,-16968,-1191,-690,153,592
1783534814.825,43,seated_still,hard floor,488,844,-16768,-1245,-633,191,608
1783534814.835,43,seated_still,hard floor,520,848,-16948,-1239,-622,198,592
1783534814.845,43,seated_still,hard floor,484,856,-16792,-1225,-606,265,608
1783534814.855,43,seated_still,hard floor,412,832,-16832,-1179,-608,266,640
1783534814.865,43,seated_still,hard floor,556,892,-16864,-1190,-617,257,608
1783534814.875,43,seated_still,hard floor,528,712,-16952,-1218,-632,255,624
1783534814.885,43,seated_still,hard floor,532,792,-16768,-1253,-636,264,592
1783534814.895,43,seated_still,hard floor,560,760,-16880,-1213,-619,225,608
1783534814.905,43,seated_still,hard floor,532,748,-16868,-1186,-614,212,592
1783534814.915,43,seated_still,hard floor,588,828,-16736,-1190,-590,183,608
1783534814.925,43,seated_still,hard floor,496,804,-17008,-1236,-623,164,592
1783534814.935,43,seated_still,hard floor,568,736,-16840,-1250,-632,116,608
1783534814.945,43,seated_still,hard floor,568,776,-16936,-1217,-596,98,592
1783534814.955,43,seated_still,hard floor,544,740,-16884,-1209,-622,85,608
1783534814.965,43,seated_still,hard floor,436,772,-16892,-1207,-619,61,592
1783534814.975,43,seated_still,hard floor,524,828,-16992,-1202,-628,59,576
1783534814.985,43,seated_still,hard floor,492,820,-16852,-1248,-631,45,592
1783534814.995,43,seated_still,hard floor,492,776,-16856,-1241,-614,51,576
1783534815.005,43,seated_still,hard floor,404,804,-16808,-1188,-627,52,624
1783534815.015,43,seated_still,hard floor,556,788,-16864,-1163,-634,81,608
1783534815.025,43,seated_still,hard floor,580,824,-16816,-1217,-606,62,608
1783534815.035,43,seated_still,hard floor,524,864,-17008,-1210,-602,86,608
1783534815.045,43,seated_still,hard floor,480,820,-16808,-1235,-608,83,592
1783534815.055,43,seated_still,hard floor,604,844,-16776,-1221,-613,94,576
1783534815.065,43,seated_still,hard floor,512,776,-16960,-1174,-622,89,624
1783534815.075,43,seated_still,hard floor,576,700,-16720,-1228,-640,99,592
1783534815.085,43,seated_still,hard floor,524,772,-16992,-1237,-630,95,608
1783534815.095,43,seated_still,hard floor,652,888,-16876,-1253,-642,99,624
1783534815.105,43,seated_still,hard floor,472,840,-16808,-1210,-585,121,576
1783534815.114,43,seated_still,hard floor,528,788,-16920,-1186,-621,124,592
1783534815.124,43,seated_still,hard floor,564,860,-16968,-1217,-598,117,640
1783534815.134,43,seated_still,hard floor,532,788,-16784,-1217,-614,120,624
1783534815.144,43,seated_still,hard floor,484,820,-16908,-1222,-612,118,608
1783534815.155,43,seated_still,hard floor,548,912,-16824,-1231,-615,86,592
1783534815.165,43,seated_still,hard floor,540,820,-16740,-1185,-640,107,608
1783534815.175,43,seated_still,hard floor,560,808,-16912,-1174,-630,105,624
1783534815.185,43,seated_still,hard floor,536,856,-16908,-1223,-634,85,576
1783534815.195,43,seated_still,hard floor,552,828,-16948,-1240,-603,105,608
1783534815.205,43,seated_still,hard floor,556,680,-16840,-1224,-592,102,608
1783534815.215,43,seated_still,hard floor,544,808,-17048,-1207,-599,92,592
1783534815.225,43,seated_still,hard floor,572,780,-16928,-1209,-639,84,592
1783534815.235,43,seated_still,hard floor,472,788,-16708,-1217,-626,101,640
1783534815.245,43,seated_still,hard floor,528,792,-16804,-1223,-624,93,624
1783534815.255,43,seated_still,hard floor,580,832,-16980,-1216,-625,119,608
1783534815.265,43,seated_still,hard floor,620,764,-16844,-1212,-611,105,592
1783534815.275,43,seated_still,hard floor,528,784,-16948,-1205,-606,106,608
1783534815.285,43,seated_still,hard floor,484,800,-16868,-1213,-614,103,592
1783534815.295,43,seated_still,hard floor,560,740,-16740,-1236,-618,108,608
1783534815.305,43,seated_still,hard floor,600,816,-16900,-1234,-614,93,624
1783534815.315,43,seated_still,hard floor,544,760,-16796,-1219,-634,74,608
1783534815.325,43,seated_still,hard floor,584,664,-16900,-1212,-614,80,624
1783534815.335,43,seated_still,hard floor,484,816,-16968,-1202,-607,76,608
1783534815.345,43,seated_still,hard floor,540,712,-16840,-1208,-614,67,592
1783534815.355,43,seated_still,hard floor,616,792,-16924,-1231,-606,57,576
1783534815.365,43,seated_still,hard floor,536,816,-17076,-1232,-614,64,608
1783534815.375,43,seated_still,hard floor,512,860,-16948,-1208,-605,53,624
1783534815.385,43,seated_still,hard floor,476,908,-16768,-1178,-620,49,576
1783534815.395,43,seated_still,hard floor,512,820,-16840,-1219,-626,78,592
1783534815.405,43,seated_still,hard floor,552,748,-16796,-1222,-639,80,576
1783534815.415,43,seated_still,hard floor,540,768,-16792,-1207,-606,48,592
1783534815.425,43,seated_still,hard floor,584,808,-16916,-1204,-608,79,608
1783534815.435,43,seated_still,hard floor,456,780,-16896,-1213,-594,76,592
1783534815.445,43,seated_still,hard floor,588,772,-16792,-1205,-615,55,608
1783534815.455,43,seated_still,hard floor,536,764,-16944,-1225,-627,61,624
1783534815.465,43,seated_still,hard floor,488,828,-16816,-1208,-620,60,608
1783534815.475,43,seated_still,hard floor,500,904,-16940,-1220,-630,53,592
1783534815.485,43,seated_still,hard floor,552,768,-16872,-1176,-624,51,608
1783534815.495,43,seated_still,hard floor,568,836,-16984,-1199,-617,72,624
1783534815.505,43,seated_still,hard floor,528,852,-16932,-1213,-618,47,640
1783534815.515,43,seated_still,hard floor,500,856,-16800,-1228,-605,35,592
1783534815.525,43,seated_still,hard floor,496,768,-16896,-1195,-614,51,576
1783534815.535,44,partial_rise,hard floor,576,808,-16848,-1188,-629,63,608
1783534815.546,44,partial_rise,hard floor,488,764,-16984,-1204,-630,65,624
1783534815.556,44,partial_rise,hard floor,528,736,-16888,-1223,-633,57,608
1783534815.567,44,partial_rise,hard floor,520,776,-16968,-1216,-614,26,624
1783534815.577,44,partial_rise,hard floor,560,784,-16788,-1202,-591,43,608
1783534815.588,44,partial_rise,hard floor,528,748,-16796,-1225,-624,43,592
1783534815.599,44,partial_rise,hard floor,484,820,-16892,-1193,-606,31,608
1783534815.609,44,partial_rise,hard floor,604,844,-16896,-1204,-594,24,624
1783534815.620,44,partial_rise,hard floor,460,732,-16956,-1231,-607,35,640
1783534815.630,44,partial_rise,hard floor,528,796,-16836,-1212,-599,27,592
1783534815.640,44,partial_rise,hard floor,468,832,-16932,-1216,-597,37,576
1783534815.649,44,partial_rise,hard floor,496,704,-16916,-1190,-603,52,592
1783534815.659,44,partial_rise,hard floor,588,824,-16864,-1213,-591,37,608
1783534815.668,44,partial_rise,hard floor,556,700,-16836,-1213,-615,25,592
1783534815.678,44,partial_rise,hard floor,540,828,-16884,-1206,-606,36,608
1783534815.687,44,partial_rise,hard floor,512,740,-16832,-1219,-614,38,624
1783534815.696,44,partial_rise,hard floor,556,852,-16948,-1217,-619,42,608
1783534815.706,44,partial_rise,hard floor,616,844,-16992,-1211,-619,56,576
1783534815.715,44,partial_rise,hard floor,620,892,-16936,-1212,-621,69,608
1783534815.725,44,partial_rise,hard floor,524,880,-16920,-1202,-620,90,624
1783534815.735,44,partial_rise,hard floor,452,816,-16764,-1202,-626,85,608
1783534815.745,44,partial_rise,hard floor,488,856,-16872,-1197,-612,59,608
1783534815.755,44,partial_rise,hard floor,544,760,-16772,-1232,-623,73,592
1783534815.765,44,partial_rise,hard floor,532,820,-16912,-1210,-621,73,576
1783534815.775,44,partial_rise,hard floor,540,840,-16832,-1198,-633,63,592
1783534815.785,44,partial_rise,hard floor,532,844,-16848,-1203,-635,70,608
1783534815.795,44,partial_rise,hard floor,544,876,-16832,-1211,-634,96,624
1783534815.804,44,partial_rise,hard floor,484,764,-16900,-1185,-623,92,608
1783534815.814,44,partial_rise,hard floor,608,692,-16836,-1210,-598,99,624
1783534815.824,44,partial_rise,hard floor,560,940,-16764,-1213,-612,83,608
1783534815.834,44,partial_rise,hard floor,528,892,-16928,-1207,-621,83,592
1783534815.844,44,partial_rise,hard floor,536,884,-16784,-1207,-611,59,608
1783534815.854,44,partial_rise,hard floor,552,904,-16920,-1223,-629,82,592
1783534815.864,44,partial_rise,hard floor,532,768,-16960,-1202,-621,80,576
1783534815.874,44,partial_rise,hard floor,540,768,-16744,-1213,-627,60,576
1783534815.884,44,partial_rise,hard floor,500,816,-17020,-1195,-600,69,592
