t,chair,fmt,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,peak,yawSum,yawN,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785439596.221,3,sum,1210,-634,-18041,-203,214,125,-1472,17,14,17,0,100,2282,2275,72,1656,13,22,10618,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.244,4,sum,1717,-518,-16372,333,26,222,-2096,14,11,11,0,100,2122,2113,52,2743,12,19,9589,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.244,6,sum,813,-653,-16361,-322,-351,-64,-1392,17,19,13,0,100,1996,1989,96,-723,12,14,6904,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.269,7,sum,3596,611,16107,212,-176,131,-1936,16,15,19,0,100,2021,2013,99,1575,12,12,6043,7,-69,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.269,1,sum,2738,-452,-19907,101,187,-111,-2272,14,16,12,0,100,2143,2123,70,-1302,12,30,14437,7,-74,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.294,2,sum,-488,-333,-17054,-1261,-677,70,-2240,16,19,15,0,100,2058,2053,108,936,13,24,11652,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.344,5,sum,2103,75,-15599,21,-12,-102,-1520,11,12,14,0,100,2329,2315,84,-1154,12,18,8755,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.371,3,sum,1213,-632,-18041,-203,214,126,-1472,17,15,17,0,100,2282,2275,72,1557,12,22,10619,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.371,4,sum,1714,-518,-16373,332,26,222,-2128,14,11,12,0,100,2121,2113,52,2927,13,19,9590,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.396,6,sum,811,-652,-16357,-321,-350,-63,-1408,18,18,13,0,100,1996,1989,96,-779,13,14,6905,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.396,7,sum,3596,613,16105,211,-175,132,-1936,16,15,19,0,100,2022,2013,99,1746,13,12,6044,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.396,1,sum,2741,-453,-19906,100,188,-111,-2288,13,17,12,0,100,2146,2123,70,-1470,13,30,14438,7,-70,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.421,2,sum,-485,-330,-17060,-1261,-677,69,-2240,16,20,15,0,100,2059,2053,108,810,12,24,11653,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.470,5,sum,2102,75,-15602,21,-13,-101,-1536,10,12,14,0,100,2326,2315,84,-1277,13,18,8756,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.470,3,sum,1213,-630,-18040,-203,215,125,-1472,16,15,17,0,100,2282,2275,72,1577,13,22,10620,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.494,4,sum,1712,-518,-16369,333,26,223,-2080,14,12,12,0,100,2122,2113,52,2671,12,19,9591,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.494,6,sum,811,-650,-16356,-321,-350,-63,-1408,19,19,13,0,100,1996,1989,96,-834,12,14,6906,7,-79,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.519,7,sum,3599,613,16108,212,-175,132,-1936,16,16,19,0,100,2022,2013,99,1583,12,12,6045,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.519,1,sum,2742,-456,-19904,100,189,-112,-2288,13,17,12,0,100,2144,2123,70,-1403,12,30,14439,7,-65,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.544,2,sum,-487,-328,-17060,-1262,-677,69,-2272,16,20,16,0,100,2059,2053,108,846,13,24,11654,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.593,5,sum,2105,75,-15607,20,-14,-101,-1536,10,12,14,0,100,2325,2315,84,-1224,12,18,8757,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.618,3,sum,1214,-630,-18037,-203,213,124,-1456,17,15,17,0,100,2282,2275,72,1544,12,22,10621,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.618,4,sum,1710,-521,-16371,332,28,223,-2112,15,12,12,0,100,2121,2113,52,2861,13,20,9592,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.644,6,sum,806,-647,-16358,-322,-350,-63,-1360,19,18,12,0,100,1993,1989,96,-802,13,14,6907,7,-77,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.644,7,sum,3602,611,16111,211,-175,131,-1968,17,16,18,0,100,2022,2013,99,1649,13,12,6046,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.644,1,sum,2742,-457,-19906,99,188,-112,-2304,13,17,12,0,100,2141,2123,70,-1426,13,30,14440,7,-69,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.669,2,sum,-484,-329,-17063,-1261,-677,69,-2304,16,20,15,0,100,2057,2053,108,818,12,24,11655,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.715,5,sum,2107,72,-15605,21,-13,-101,-1520,9,13,13,0,100,2325,2315,52,-1327,13,18,8758,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.736,3,sum,1214,-632,-18040,-202,214,125,-1424,17,14,17,0,100,2281,2275,72,1639,13,22,10622,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.736,4,sum,1712,-517,-16367,333,28,224,-2128,14,12,12,0,100,2122,2113,52,2718,12,20,9593,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.761,6,sum,805,-649,-16355,-322,-349,-62,-1392,19,18,12,0,100,1996,1989,96,-734,12,14,6908,7,-73,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.786,7,sum,3603,612,16115,211,-176,130,-1952,18,16,18,0,100,2022,2013,99,1562,12,12,6047,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.786,1,sum,2740,-454,-19903,98,187,-112,-2288,13,18,11,0,100,2143,2123,70,-1375,12,30,14441,7,-69,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.811,2,sum,-484,-325,-17066,-1262,-678,69,-2304,17,20,15,0,100,2058,2053,108,911,13,24,11656,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.836,5,sum,2110,66,-15594,21,-13,-101,-1552,10,13,13,0,100,2325,2315,52,-1345,12,18,8759,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.861,3,sum,1216,-638,-18037,-204,214,125,-1440,17,13,17,0,100,2282,2275,72,1506,12,22,10623,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.861,4,sum,1712,-516,-16360,332,28,223,-2160,13,12,12,0,100,2121,2113,49,2857,13,20,9594,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.885,6,sum,813,-647,-16354,-323,-349,-63,-1376,19,18,11,0,100,1996,1989,96,-918,13,14,6909,7,-73,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.885,7,sum,3605,611,16120,210,-175,131,-1952,18,15,17,0,100,2022,2013,99,1733,13,12,6048,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.885,1,sum,2739,-455,-19914,98,187,-112,-2272,12,19,12,0,100,2144,2123,70,-1432,13,30,14442,7,-81,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439596.935,2,sum,-489,-319,-17062,-1262,-678,69,-2272,16,20,15,0,100,2057,2053,108,887,12,24,11657,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.960,5,sum,2113,63,-15592,21,-13,-103,-1520,9,13,14,0,100,2327,2315,54,-1464,13,18,8760,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.985,3,sum,1216,-636,-18042,-204,214,124,-1440,16,12,17,0,100,2282,2275,72,1561,13,22,10624,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439596.986,4,sum,1713,-514,-16356,332,28,223,-2128,12,13,12,0,100,2122,2113,56,2696,12,20,9595,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.011,6,sum,812,-648,-16352,-322,-349,-64,-1376,17,17,11,0,100,1996,1989,96,-822,12,14,6910,7,-77,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.035,7,sum,3607,617,16118,210,-176,132,-1952,17,14,15,0,100,2021,2013,99,1610,12,12,6049,7,-73,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.035,1,sum,2740,-454,-19907,98,187,-112,-2272,13,17,11,0,100,2144,2123,68,-1361,12,30,14443,7,-73,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.060,2,sum,-481,-317,-17052,-1261,-677,68,-2272,17,18,13,0,100,2058,2053,100,898,13,24,11658,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.110,5,sum,2113,58,-15591,21,-13,-103,-1552,10,13,14,0,100,2326,2315,54,-1258,12,18,8761,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.110,3,sum,1216,-633,-18040,-203,213,126,-1488,20,13,21,0,100,2282,2275,117,1575,12,22,10625,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.110,4,sum,1713,-512,-16349,331,29,223,-2128,12,14,12,0,100,2122,2113,56,2903,13,20,9596,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.135,6,sum,815,-649,-16356,-323,-347,-65,-1392,17,16,13,0,100,1995,1989,69,-931,13,14,6911,7,-75,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.136,7,sum,3607,621,16119,210,-176,130,-1920,16,13,14,0,100,2022,2013,56,1640,13,12,6050,7,-70,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.136,1,sum,2737,-455,-19911,98,189,-112,-2288,12,17,12,0,100,2144,2123,68,-1456,13,30,14444,7,-68,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.186,2,sum,-486,-317,-17061,-1261,-678,69,-2304,17,17,14,0,100,2057,2053,92,798,12,24,11659,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.211,5,sum,2109,59,-15585,21,-13,-103,-1536,11,14,14,0,100,2329,2315,54,-1350,13,18,8762,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.236,3,sum,1212,-632,-18043,-204,212,125,-1488,23,14,27,0,100,2282,2275,117,1603,13,22,10626,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.236,4,sum,1715,-513,-16357,331,30,223,-2112,12,14,12,0,100,2122,2113,56,2754,12,20,9597,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.260,6,sum,813,-650,-16353,-323,-347,-65,-1376,17,16,17,0,100,1995,1989,69,-720,12,14,6912,7,-77,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.285,7,sum,3606,619,16123,210,-175,131,-1968,16,14,13,0,100,2022,2013,56,1635,12,12,6051,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.285,1,sum,2736,-453,-19910,99,189,-112,-2320,12,17,13,0,100,2144,2123,68,-1324,12,30,14445,7,-74,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.310,2,sum,-486,-314,-17062,-1262,-678,68,-2272,18,17,14,0,100,2058,2053,92,849,13,24,11660,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.360,5,sum,2107,64,-15587,21,-13,-104,-1552,11,13,13,0,100,2329,2315,54,-1247,12,18,8763,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.360,3,sum,1210,-630,-18042,-204,212,124,-1456,23,13,26,0,100,2282,2275,117,1466,12,22,10627,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.360,4,sum,1718,-513,-16354,331,30,224,-2128,12,13,11,0,100,2122,2113,56,2974,13,20,9598,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.386,6,sum,814,-650,-16355,-323,-346,-66,-1392,16,16,17,0,100,1996,1989,69,-852,13,14,6913,7,-73,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.386,7,sum,3607,618,16126,211,-175,130,-1968,15,14,13,0,100,2021,2013,56,1671,13,12,6052,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.386,1,sum,2735,-457,-19914,101,189,-112,-2272,12,17,13,0,100,2144,2123,68,-1513,13,30,14446,7,-79,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.435,2,sum,-486,-317,-17057,-1261,-677,67,-2304,18,17,14,0,100,2057,2053,92,769,12,24,11661,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.460,5,sum,2108,65,-15588,22,-13,-105,-1552,11,13,12,0,100,2327,2315,54,-1360,13,18,8764,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.485,3,sum,1212,-628,-18047,-205,211,125,-1456,24,12,27,0,100,2282,2275,117,1685,13,22,10628,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.485,4,sum,1717,-516,-16360,331,30,225,-2128,13,13,11,0,100,2124,2113,56,2764,12,20,9599,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.510,6,sum,818,-650,-16359,-323,-347,-65,-1392,16,15,17,0,100,1994,1989,69,-727,12,14,6914,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.536,7,sum,3606,620,16129,210,-174,130,-1936,15,13,13,0,100,2022,2013,56,1584,12,12,6053,7,-69,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.536,1,sum,2733,-457,-19913,101,187,-113,-2288,12,16,12,0,100,2143,2123,68,-1435,12,30,14447,7,-74,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.561,2,sum,-485,-312,-17055,-1260,-677,68,-2272,18,17,14,0,100,2057,2053,92,925,13,24,11662,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.586,5,sum,2104,59,-15584,22,-13,-105,-1520,12,13,12,0,100,2326,2315,57,-1202,12,18,8765,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.610,3,sum,1209,-623,-18049,-205,212,125,-1472,24,12,27,0,100,2281,2275,117,1539,12,22,10629,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.611,4,sum,1716,-516,-16357,331,30,226,-2112,12,14,11,0,100,2123,2113,56,2945,13,20,9600,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.636,6,sum,822,-654,-16356,-324,-346,-64,-1376,16,17,18,0,100,1996,1989,69,-790,13,14,6915,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.636,7,sum,3605,621,16129,210,-173,131,-1920,14,14,16,0,100,2022,2013,112,1751,13,12,6054,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.636,1,sum,2737,-456,-19909,100,186,-113,-2272,13,16,13,0,100,2144,2123,61,-1484,13,30,14448,7,-77,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.686,2,sum,-487,-308,-17052,-1261,-676,68,-2272,18,19,15,0,100,2057,2053,95,803,12,24,11663,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.732,5,sum,2102,63,-15583,23,-14,-105,-1520,13,13,12,0,100,2325,2315,57,-1373,13,18,8766,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.732,3,sum,1208,-618,-18048,-206,211,125,-1408,24,13,28,0,100,2281,2275,117,1598,13,22,10630,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.757,4,sum,1716,-519,-16365,331,30,225,-2112,12,14,11,0,100,2122,2113,56,2640,12,20,9601,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.757,6,sum,824,-655,-16355,-323,-346,-64,-1408,17,18,22,0,100,1996,1989,86,-697,12,14,6916,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.782,7,sum,3607,619,16130,211,-173,132,-1952,14,14,17,0,100,2022,2013,112,1576,12,12,6055,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.782,1,sum,2737,-455,-19909,101,186,-113,-2288,13,16,13,0,100,2142,2123,73,-1367,12,30,14449,7,-77,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.807,2,sum,-483,-307,-17048,-1262,-675,68,-2304,17,19,15,0,100,2058,2053,95,886,13,24,11664,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.857,5,sum,2099,68,-15586,22,-15,-105,-1520,13,13,11,0,100,2327,2315,57,-1292,12,18,8767,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.857,3,sum,1209,-616,-18050,-205,211,125,-1488,24,13,28,0,100,2282,2275,117,1524,12,22,10631,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.857,4,sum,1713,-522,-16370,332,30,225,-2128,12,14,10,0,100,2122,2113,56,2901,13,20,9602,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.882,6,sum,821,-656,-16357,-323,-346,-63,-1376,17,18,22,0,100,1996,1989,86,-807,13,14,6917,7,-71,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.882,7,sum,3605,621,16123,212,-174,131,-1952,14,14,17,0,100,2022,2013,112,1684,13,12,6056,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.903,1,sum,2737,-456,-19900,101,187,-113,-2272,13,16,13,0,100,2142,2123,73,-1418,13,30,14450,7,-75,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439597.928,2,sum,-483,-311,-17048,-1261,-675,67,-2288,18,19,15,0,100,2058,2053,95,825,12,24,11665,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.977,5,sum,2097,72,-15586,23,-14,-104,-1520,13,13,12,0,100,2327,2315,57,-1359,13,18,8768,7,-64,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439597.977,3,sum,1209,-616,-18041,-205,211,126,-1456,24,14,28,0,100,2282,2275,117,1644,13,22,10632,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.002,4,sum,1715,-525,-16372,332,31,226,-2128,13,14,11,0,100,2122,2113,58,2769,12,20,9603,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.002,6,sum,825,-655,-16358,-324,-346,-62,-1424,18,18,21,0,100,1995,1989,86,-686,12,14,6918,7,-74,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.027,7,sum,3602,620,16130,211,-175,131,-1968,14,15,17,0,100,2022,2013,112,1562,12,12,6057,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.027,1,sum,2739,-457,-19906,102,187,-113,-2256,13,16,13,0,100,2142,2123,73,-1393,12,30,14451,7,-78,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.053,2,sum,-486,-307,-17051,-1261,-675,67,-2288,16,18,15,0,100,2058,2053,95,866,13,24,11666,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.103,5,sum,2104,76,-15594,23,-15,-104,-1520,13,13,12,0,100,2330,2315,62,-1255,12,18,8769,7,-63,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.103,3,sum,1205,-616,-18040,-205,212,126,-1472,20,13,23,0,100,2282,2275,105,1554,12,22,10633,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.128,4,sum,1718,-525,-16373,332,31,226,-2128,12,13,11,0,100,2123,2113,58,2917,13,20,9604,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.128,6,sum,825,-656,-16359,-322,-347,-61,-1392,17,16,20,0,100,1996,1989,86,-839,13,14,6919,7,-73,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.152,7,sum,3595,617,16130,212,-175,132,-1936,14,14,17,0,100,2021,2013,112,1763,13,12,6058,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.152,1,sum,2743,-458,-19907,102,187,-113,-2304,13,16,12,0,100,2144,2123,73,-1430,13,30,14452,7,-75,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.177,2,sum,-481,-311,-17045,-1261,-675,68,-2288,14,16,14,0,100,2058,2053,95,878,12,24,11667,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.226,5,sum,2109,75,-15595,23,-16,-104,-1552,12,13,12,0,100,2326,2315,62,-1383,13,18,8770,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.226,3,sum,1206,-622,-18041,-205,212,126,-1440,16,12,15,0,100,2282,2275,66,1624,13,22,10634,7,-67,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.251,4,sum,1716,-527,-16366,332,31,225,-2128,14,13,12,0,100,2123,2113,59,2635,12,20,9605,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.251,6,sum,824,-657,-16363,-323,-346,-61,-1392,17,17,18,0,100,1993,1989,86,-749,12,14,6920,7,-75,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.276,7,sum,3591,618,16126,212,-176,131,-1920,19,17,24,0,100,2021,2013,139,1583,12,12,6059,7,-69,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.277,1,sum,2741,-460,-19916,102,187,-113,-2288,40,24,24,0,100,2144,2123,362,-1296,12,30,14453,7,-74,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.302,2,sum,-480,-307,-17043,-1260,-676,68,-2256,19,20,19,0,100,2058,2053,123,862,13,24,11668,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.352,5,sum,2115,73,-15591,23,-15,-105,-1520,13,13,12,0,100,2327,2315,62,-1290,12,18,8771,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.352,3,sum,1204,-620,-18036,-207,212,125,-1472,16,12,15,0,100,2282,2275,66,1421,12,22,10635,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.377,4,sum,1711,-530,-16367,332,30,224,-2128,15,13,12,0,100,2122,2113,59,2854,13,20,9606,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.377,6,sum,827,-656,-16361,-323,-346,-60,-1440,18,19,18,0,100,1996,1989,86,-722,13,14,6921,7,-70,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.402,7,sum,3593,617,16126,212,-176,131,-1920,21,19,26,0,100,2021,2013,139,1641,13,12,6060,7,-68,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.402,1,sum,2740,-460,-19908,103,187,-112,-2272,41,25,25,0,100,2143,2123,362,-1426,13,30,14454,7,-75,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.427,2,sum,-480,-306,-17045,-1262,-675,70,-2256,22,21,24,0,100,2058,2053,123,981,12,24,11669,7,-58,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.475,5,sum,2113,70,-15589,22,-16,-104,-1584,13,14,12,0,100,2329,2315,62,-1269,13,18,8772,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.475,3,sum,1204,-622,-18033,-206,213,125,-1440,15,13,16,0,100,2282,2275,66,1607,13,22,10636,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.501,4,sum,1715,-527,-16362,331,30,224,-2096,14,13,12,0,100,2122,2113,59,2788,12,20,9607,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.501,6,sum,825,-656,-16351,-321,-346,-60,-1376,19,19,19,0,100,1996,1989,86,-806,12,14,6922,7,-71,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.526,7,sum,3587,614,16130,211,-176,131,-1952,21,19,26,0,100,2021,2013,139,1580,12,12,6061,7,-69,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.526,1,sum,2741,-461,-19908,104,188,-111,-2288,42,25,25,0,100,2144,2123,362,-1356,12,30,14455,7,-70,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.551,2,sum,-480,-307,-17051,-1261,-676,69,-2256,22,21,24,0,100,2058,2053,123,833,13,24,11670,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.601,5,sum,2119,77,-15590,23,-15,-104,-1536,13,14,11,0,100,2325,2315,62,-1229,12,18,8773,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.601,3,sum,1205,-625,-18035,-205,212,124,-1456,16,12,15,0,100,2281,2275,66,1502,12,22,10637,7,-65,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.626,4,sum,1720,-522,-16362,332,30,224,-2128,15,12,12,0,100,2123,2113,59,2936,13,20,9608,7,-61,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.626,6,sum,823,-653,-16352,-321,-345,-61,-1408,18,18,19,0,100,1996,1989,86,-831,13,14,6923,7,-72,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.652,7,sum,3585,616,16130,212,-177,131,-1920,21,18,25,0,100,2021,2013,139,1731,13,12,6062,7,-71,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.652,1,sum,2737,-461,-19916,105,189,-111,-2272,42,24,25,0,100,2144,2123,362,-1416,13,30,14456,7,-76,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.677,2,sum,-481,-313,-17051,-1262,-676,69,-2288,22,19,24,0,100,2057,2053,123,837,12,24,11671,7,-59,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.727,5,sum,2117,77,-15587,23,-14,-104,-1536,12,14,12,0,100,2327,2315,62,-1383,13,18,8774,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.727,3,sum,1205,-625,-18034,-204,212,124,-1472,15,12,14,0,100,2282,2275,66,1619,13,22,10638,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.752,4,sum,1721,-525,-16356,331,30,224,-2080,15,12,12,0,100,2123,2113,59,2639,12,20,9609,7,-60,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.752,6,sum,820,-650,-16356,-321,-345,-62,-1376,17,16,15,0,100,1996,1989,80,-849,12,14,6924,7,-70,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.777,7,sum,3583,617,16130,211,-175,130,-1936,21,18,24,0,100,2021,2013,139,1494,12,12,6063,7,-71,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.777,1,sum,2737,-461,-19920,104,189,-110,-2304,42,24,25,0,100,2145,2123,362,-1357,12,30,14457,7,-71,0,,0,B,walk_past,1,1,0,1,1785439594.242
1785439598.802,2,sum,-480,-315,-17054,-1262,-676,69,-2256,22,19,24,0,100,2057,2053,123,898,13,24,11672,7,-58,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.853,5,sum,2119,78,-15591,25,-15,-104,-1568,12,15,12,0,100,2325,2315,62,-1317,12,18,8775,7,-62,0,,0,B,walk_past,1,0,0,1,1785439594.242
1785439598.853,3,sum,1200,-622,-18034,-205,212,124,-1424,15,13,15,0,100,2282,2275,66,1509,12,22,10639,7,-66,0,,0,B,walk_past,1,0,0,1,1785439594.242
