t,chair,fmt,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,peak,yawSum,yawN,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785439549.258,4,sum,1718,-525,-16370,330,27,223,-2096,13,12,11,0,100,2121,2113,66,2692,12,19,9213,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.258,6,sum,810,-657,-16352,-322,-348,-65,-1392,12,14,13,0,100,1993,1989,46,-775,12,13,6528,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.281,7,sum,3604,616,16118,209,-173,130,-1920,13,12,14,0,100,2022,2013,56,1611,12,11,5667,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.281,1,sum,2747,-456,-19901,104,190,-112,-2240,12,15,12,0,100,2142,2123,56,-1341,12,29,14061,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.306,2,sum,-479,-323,-17056,-1261,-679,67,-2288,12,15,12,0,100,2057,2053,69,837,13,23,11276,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.353,5,sum,2115,72,-15580,22,-15,-103,-1552,11,12,11,0,100,2325,2315,45,-1215,12,17,8379,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.353,3,sum,1200,-626,-18019,-205,211,125,-1488,13,13,12,0,100,2282,2275,65,1454,12,21,10243,7,-67,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.378,4,sum,1717,-525,-16368,331,28,223,-2096,13,12,12,0,100,2122,2113,66,2898,13,19,9214,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.378,6,sum,814,-657,-16346,-322,-347,-64,-1392,13,14,13,0,100,1994,1989,46,-817,13,13,6529,7,-74,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.402,7,sum,3601,610,16114,209,-173,130,-1920,14,12,14,0,100,2022,2013,56,1716,13,11,5668,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.403,1,sum,2747,-456,-19900,104,189,-112,-2240,11,14,12,0,100,2142,2123,56,-1515,13,29,14062,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.426,2,sum,-482,-321,-17053,-1262,-678,68,-2256,12,14,12,0,100,2058,2053,57,847,12,23,11277,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.476,5,sum,2110,73,-15580,21,-14,-103,-1520,12,12,12,0,100,2325,2315,45,-1316,13,17,8380,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.476,3,sum,1200,-627,-18019,-205,211,126,-1440,13,13,12,0,100,2282,2275,65,1715,13,21,10244,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.501,4,sum,1714,-522,-16365,331,27,223,-2080,12,12,12,0,100,2122,2113,50,2697,12,19,9215,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.501,6,sum,815,-654,-16349,-322,-348,-64,-1376,13,13,13,0,100,1995,1989,46,-696,12,13,6530,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.526,7,sum,3603,612,16102,209,-173,130,-1920,13,12,14,0,100,2022,2013,56,1615,12,11,5669,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.526,1,sum,2744,-456,-19902,103,189,-113,-2288,11,14,12,0,100,2142,2123,55,-1435,12,29,14063,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.551,2,sum,-481,-317,-17057,-1262,-678,67,-2272,11,13,13,0,100,2058,2053,57,849,13,23,11278,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.602,5,sum,2109,72,-15579,22,-14,-103,-1536,12,12,11,0,100,2327,2315,45,-1261,12,17,8381,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.602,3,sum,1202,-629,-18022,-206,210,125,-1424,12,13,11,0,100,2283,2275,54,1474,12,21,10245,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.627,4,sum,1717,-522,-16361,330,28,224,-2128,13,13,11,0,100,2121,2113,50,2942,13,19,9216,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.627,6,sum,817,-656,-16352,-322,-348,-63,-1376,13,13,13,0,100,1995,1989,46,-811,13,13,6531,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.652,7,sum,3601,609,16106,209,-173,130,-1920,13,12,14,0,100,2022,2013,60,1672,13,11,5670,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.652,1,sum,2740,-454,-19910,103,189,-114,-2272,11,13,12,0,100,2144,2123,55,-1464,13,29,14064,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.677,2,sum,-484,-315,-17057,-1264,-678,66,-2240,11,13,13,0,100,2058,2053,57,746,12,23,11279,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.727,5,sum,2111,65,-15586,23,-15,-102,-1536,12,12,11,0,100,2327,2315,45,-1308,13,17,8382,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.727,3,sum,1200,-629,-18025,-207,210,124,-1520,12,14,11,0,100,2282,2275,56,1608,13,21,10246,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.753,4,sum,1718,-521,-16366,329,28,224,-2128,13,13,11,0,100,2122,2113,52,2709,12,19,9217,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.753,6,sum,819,-651,-16349,-323,-349,-62,-1408,13,12,12,0,100,1994,1989,48,-774,12,13,6532,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.778,7,sum,3603,609,16105,209,-173,131,-1920,13,12,14,0,100,2022,2013,60,1607,12,11,5671,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.778,1,sum,2739,-457,-19899,103,189,-114,-2288,12,13,11,0,100,2143,2123,55,-1394,12,29,14065,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.802,2,sum,-486,-316,-17063,-1263,-677,66,-2304,12,13,13,0,100,2057,2053,57,905,13,23,11280,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.852,5,sum,2112,72,-15586,22,-15,-102,-1536,13,13,11,0,100,2326,2315,51,-1238,12,17,8383,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.852,3,sum,1203,-628,-18022,-207,209,125,-1472,13,15,11,0,100,2282,2275,56,1536,12,21,10247,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.876,4,sum,1719,-518,-16365,330,28,223,-2096,14,12,11,0,100,2122,2113,52,2840,13,19,9218,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.877,6,sum,820,-654,-16350,-322,-349,-64,-1360,13,12,13,0,100,1995,1989,51,-906,13,13,6533,7,-74,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.902,7,sum,3601,610,16112,210,-173,131,-1952,13,13,14,0,100,2022,2013,60,1789,13,11,5672,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.902,1,sum,2736,-456,-19901,103,188,-113,-2272,11,13,12,0,100,2143,2123,55,-1307,13,29,14066,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.927,2,sum,-487,-315,-17061,-1263,-676,66,-2256,12,14,12,0,100,2058,2053,59,825,12,23,11281,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.977,5,sum,2109,75,-15586,22,-14,-103,-1536,13,13,11,0,100,2326,2315,51,-1410,13,17,8384,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439549.977,3,sum,1201,-629,-18023,-205,209,125,-1472,13,16,11,0,100,2282,2275,56,1620,13,21,10248,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.002,4,sum,1719,-517,-16365,331,28,222,-2112,14,12,12,0,100,2122,2113,53,2628,12,19,9219,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.002,6,sum,820,-658,-16344,-323,-349,-63,-1376,13,12,13,0,100,1993,1989,51,-756,12,13,6534,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.027,7,sum,3599,610,16114,210,-174,130,-1936,12,12,14,0,100,2021,2013,60,1496,12,11,5673,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.027,1,sum,2736,-452,-19901,103,188,-113,-2304,11,13,13,0,100,2142,2123,49,-1381,12,29,14067,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.052,2,sum,-489,-315,-17062,-1262,-676,67,-2240,12,13,13,0,100,2057,2053,59,945,13,23,11282,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.096,5,sum,2112,76,-15583,21,-15,-103,-1504,13,13,12,0,100,2327,2315,53,-1240,12,17,8385,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.097,3,sum,1200,-627,-18022,-205,209,125,-1440,14,16,12,0,100,2282,2275,61,1478,12,21,10249,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.120,4,sum,1714,-516,-16369,331,28,223,-2112,13,11,12,0,100,2121,2113,53,2962,13,19,9220,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.145,6,sum,818,-654,-16338,-323,-348,-63,-1344,13,12,13,0,100,1994,1989,51,-842,13,13,6535,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.145,7,sum,3595,608,16123,210,-174,132,-1920,12,12,13,0,100,2022,2013,60,1731,13,11,5674,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.145,1,sum,2735,-454,-19905,103,188,-113,-2288,11,13,13,0,100,2142,2123,59,-1527,13,29,14068,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.169,2,sum,-487,-317,-17065,-1262,-675,68,-2256,12,14,13,0,100,2057,2053,59,857,12,23,11283,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.219,5,sum,2116,75,-15586,20,-15,-104,-1568,13,13,13,0,100,2329,2315,53,-1436,13,17,8386,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.219,3,sum,1200,-625,-18018,-205,210,124,-1472,14,16,12,0,100,2282,2275,61,1575,13,21,10250,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.242,4,sum,1715,-514,-16368,332,28,223,-2112,13,12,12,0,100,2122,2113,53,2723,12,19,9221,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.267,6,sum,819,-650,-16341,-323,-348,-63,-1376,13,12,14,0,100,1993,1989,51,-728,12,13,6536,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.267,7,sum,3586,605,16120,210,-174,131,-1936,13,13,13,0,100,2023,2013,60,1541,12,11,5675,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.267,1,sum,2734,-454,-19908,102,188,-113,-2272,12,13,13,0,100,2142,2123,59,-1360,12,29,14069,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.292,2,sum,-487,-315,-17062,-1261,-676,68,-2224,12,14,13,0,100,2057,2053,59,905,13,23,11284,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.342,5,sum,2116,76,-15592,20,-14,-104,-1552,13,13,13,0,100,2324,2315,53,-1269,12,17,8387,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.368,3,sum,1204,-623,-18022,-205,210,124,-1456,13,16,12,0,100,2282,2275,69,1457,12,21,10251,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.368,4,sum,1718,-515,-16371,331,29,223,-2080,14,12,11,0,100,2121,2113,53,2843,13,19,9222,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.393,6,sum,814,-646,-16342,-323,-347,-63,-1360,12,13,13,0,100,1993,1989,51,-805,13,13,6537,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.393,7,sum,3590,607,16125,210,-174,131,-1904,13,13,13,0,100,2022,2013,60,1668,13,11,5676,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.393,1,sum,2733,-452,-19903,102,187,-113,-2256,12,14,13,0,100,2142,2123,59,-1483,13,29,14070,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.418,2,sum,-486,-313,-17062,-1261,-676,68,-2256,13,14,12,0,100,2057,2053,59,782,12,23,11285,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.469,5,sum,2120,76,-15592,20,-15,-105,-1536,13,13,12,0,100,2326,2315,53,-1374,13,17,8388,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.469,3,sum,1203,-623,-18020,-205,211,123,-1456,14,16,12,0,100,2283,2275,69,1639,13,21,10252,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.494,4,sum,1718,-520,-16377,331,29,222,-2112,14,12,11,0,100,2122,2113,53,2646,12,19,9223,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.494,6,sum,810,-647,-16342,-322,-346,-64,-1408,12,12,14,0,100,1995,1989,70,-815,12,13,6538,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.519,7,sum,3589,605,16131,210,-174,130,-1904,13,13,14,0,100,2022,2013,61,1576,12,11,5677,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.519,1,sum,2732,-454,-19903,101,187,-113,-2272,12,13,13,0,100,2142,2123,59,-1430,12,29,14071,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.544,2,sum,-484,-319,-17057,-1261,-675,69,-2256,14,14,12,0,100,2056,2053,59,954,13,23,11286,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.594,5,sum,2120,71,-15598,20,-14,-105,-1536,13,14,13,0,100,2325,2315,53,-1294,12,17,8389,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.615,3,sum,1200,-619,-18023,-204,211,124,-1440,13,16,12,0,100,2283,2275,69,1510,12,21,10253,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.615,4,sum,1717,-516,-16379,332,28,222,-2128,13,12,11,0,100,2120,2113,56,2914,13,19,9224,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.636,6,sum,810,-647,-16344,-321,-347,-64,-1392,12,13,14,0,100,1996,1989,70,-872,13,13,6539,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.636,7,sum,3589,610,16130,210,-174,131,-1904,12,13,13,0,100,2022,2013,61,1693,13,11,5678,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.636,1,sum,2740,-459,-19898,102,188,-113,-2256,12,13,13,0,100,2143,2123,59,-1447,13,29,14072,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.686,2,sum,-479,-316,-17054,-1261,-675,69,-2288,13,13,11,0,100,2058,2053,59,771,12,23,11287,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.711,5,sum,2118,76,-15596,18,-15,-105,-1488,13,13,12,0,100,2325,2315,53,-1316,13,17,8390,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.736,3,sum,1200,-621,-18021,-203,212,123,-1472,13,15,12,0,100,2282,2275,69,1556,13,21,10254,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.736,4,sum,1719,-518,-16375,333,29,221,-2128,13,12,12,0,100,2121,2113,56,2629,12,19,9225,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.760,6,sum,809,-651,-16339,-321,-347,-63,-1376,12,14,14,0,100,1995,1989,70,-627,12,13,6540,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.785,7,sum,3586,609,16130,211,-175,130,-1920,13,13,14,0,100,2022,2013,61,1552,12,11,5679,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.785,1,sum,2738,-458,-19906,102,188,-112,-2240,12,12,13,0,100,2142,2123,59,-1319,12,29,14073,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.805,2,sum,-481,-314,-17060,-1260,-675,69,-2288,13,13,12,0,100,2057,2053,59,952,13,23,11288,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.854,5,sum,2122,74,-15588,19,-14,-106,-1520,13,13,12,0,100,2326,2315,53,-1266,12,17,8391,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.854,3,sum,1198,-619,-18024,-203,212,122,-1440,12,15,13,0,100,2282,2275,69,1425,12,21,10255,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.876,4,sum,1719,-514,-16369,332,29,222,-2096,13,12,12,0,100,2120,2113,56,2879,13,19,9226,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.876,6,sum,809,-648,-16339,-321,-347,-63,-1360,12,14,13,0,100,1995,1989,70,-868,13,13,6541,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.901,7,sum,3584,605,16126,211,-174,129,-1952,13,14,14,0,100,2022,2013,61,1717,13,11,5680,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.901,1,sum,2739,-457,-19907,103,188,-114,-2256,12,12,12,0,100,2143,2123,59,-1473,13,29,14074,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.926,2,sum,-481,-314,-17063,-1260,-676,68,-2256,13,13,13,0,100,2057,2053,58,695,12,23,11289,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.977,5,sum,2119,72,-15587,19,-14,-105,-1520,13,13,12,0,100,2328,2315,53,-1344,13,17,8392,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439550.977,3,sum,1198,-620,-18028,-203,213,122,-1424,12,15,13,0,100,2282,2275,69,1653,13,21,10256,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.001,4,sum,1719,-512,-16366,332,29,223,-2128,12,12,12,0,100,2122,2113,56,2723,12,19,9227,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.001,6,sum,814,-645,-16333,-322,-347,-62,-1440,11,14,13,0,100,1993,1989,70,-702,12,13,6542,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.026,7,sum,3580,605,16125,211,-175,130,-1920,14,13,14,0,100,2022,2013,61,1540,12,11,5681,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.026,1,sum,2736,-461,-19910,102,188,-114,-2304,13,12,12,0,100,2144,2123,59,-1424,12,29,14075,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.051,2,sum,-481,-315,-17057,-1261,-677,67,-2240,14,13,12,0,100,2057,2053,58,853,13,23,11290,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.102,5,sum,2120,71,-15584,20,-13,-105,-1536,13,13,11,0,100,2329,2315,45,-1217,12,17,8393,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.102,3,sum,1197,-621,-18029,-203,213,123,-1488,13,14,13,0,100,2282,2275,69,1496,12,21,10257,7,-67,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.127,4,sum,1723,-509,-16365,333,29,222,-2112,12,12,12,0,100,2121,2113,56,2912,13,19,9228,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.127,6,sum,815,-647,-16334,-322,-347,-62,-1360,11,15,14,0,100,1993,1989,70,-793,13,13,6543,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.151,7,sum,3583,604,16120,212,-175,129,-1888,14,13,14,0,100,2022,2013,61,1686,13,11,5682,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.152,1,sum,2739,-458,-19905,102,188,-114,-2272,12,12,12,0,100,2143,2123,55,-1482,13,29,14076,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.177,2,sum,-482,-313,-17051,-1262,-678,67,-2272,13,13,12,0,100,2057,2053,58,802,12,23,11291,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.227,5,sum,2118,66,-15583,20,-13,-104,-1552,13,12,11,0,100,2325,2315,57,-1339,13,17,8394,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.227,3,sum,1196,-621,-18037,-202,212,123,-1456,13,15,12,0,100,2282,2275,69,1592,13,21,10258,7,-67,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.252,4,sum,1719,-512,-16369,331,29,222,-2112,12,12,12,0,100,2122,2113,56,2719,12,19,9229,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.252,6,sum,815,-649,-16337,-323,-347,-61,-1408,10,15,14,0,100,1994,1989,70,-714,12,13,6544,7,-74,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.277,7,sum,3592,604,16124,213,-175,130,-1920,13,12,14,0,100,2023,2013,61,1578,12,11,5683,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.277,1,sum,2738,-462,-19903,101,188,-114,-2256,11,12,12,0,100,2144,2123,54,-1398,12,29,14077,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.302,2,sum,-479,-312,-17053,-1262,-677,67,-2240,13,12,12,0,100,2058,2053,58,905,13,23,11292,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.345,5,sum,2117,60,-15577,20,-13,-103,-1504,13,13,12,0,100,2329,2315,57,-1219,12,17,8395,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.345,3,sum,1193,-623,-18040,-202,212,123,-1472,12,14,13,0,100,2282,2275,57,1491,12,21,10259,7,-67,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.371,4,sum,1719,-512,-16369,332,28,222,-2080,12,12,11,0,100,2122,2113,56,2874,13,19,9230,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.396,6,sum,815,-648,-16345,-322,-347,-63,-1376,11,14,14,0,100,1994,1989,70,-915,13,13,6545,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.396,7,sum,3589,606,16117,213,-175,130,-1936,13,11,14,0,100,2022,2013,61,1685,13,11,5684,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.396,1,sum,2738,-465,-19902,101,188,-114,-2288,12,12,12,0,100,2143,2123,54,-1513,13,29,14078,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.420,2,sum,-478,-314,-17052,-1262,-678,66,-2272,13,13,13,0,100,2058,2053,58,749,12,23,11293,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.469,5,sum,2118,59,-15578,21,-14,-103,-1520,12,13,12,0,100,2326,2315,57,-1311,13,17,8396,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.469,3,sum,1196,-626,-18040,-202,211,123,-1472,12,14,12,0,100,2282,2275,57,1654,13,21,10260,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.494,4,sum,1722,-511,-16371,332,28,223,-2112,12,12,12,0,100,2122,2113,56,2732,12,19,9231,7,-64,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.494,6,sum,816,-647,-16341,-322,-348,-63,-1392,11,14,14,0,100,1994,1989,63,-883,12,13,6546,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.518,7,sum,3588,606,16116,213,-175,130,-1904,13,12,13,0,100,2022,2013,52,1567,12,11,5685,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.518,1,sum,2739,-466,-19906,100,189,-114,-2256,12,12,12,0,100,2143,2123,54,-1366,12,29,14079,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.542,2,sum,-483,-308,-17060,-1261,-678,66,-2272,12,13,12,0,100,2057,2053,51,909,13,23,11294,7,-59,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.587,5,sum,2121,64,-15575,20,-15,-102,-1520,12,12,11,0,100,2326,2315,57,-1276,12,17,8397,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.612,3,sum,1196,-630,-18032,-202,211,123,-1456,12,14,12,0,100,2282,2275,57,1525,12,21,10261,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.612,4,sum,1722,-514,-16373,331,28,223,-2080,12,11,12,0,100,2121,2113,50,2886,13,19,9232,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.636,6,sum,818,-647,-16341,-323,-347,-62,-1392,11,14,14,0,100,1994,1989,63,-792,13,13,6547,7,-73,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.636,7,sum,3590,607,16117,213,-176,130,-1936,14,12,14,0,100,2022,2013,73,1743,13,11,5686,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.636,1,sum,2736,-463,-19908,100,188,-114,-2240,12,13,12,0,100,2143,2123,54,-1451,13,29,14080,7,-69,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.686,2,sum,-487,-305,-17060,-1260,-678,67,-2240,12,13,12,0,100,2057,2053,51,868,12,23,11295,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.711,5,sum,2118,62,-15580,21,-14,-102,-1520,12,12,12,0,100,2325,2315,57,-1326,13,17,8398,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.736,3,sum,1197,-628,-18032,-202,211,124,-1488,13,15,12,0,100,2282,2275,67,1617,13,21,10262,7,-68,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.736,4,sum,1723,-511,-16376,332,28,224,-2144,12,11,11,0,100,2122,2113,50,2715,12,19,9233,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.761,6,sum,816,-645,-16345,-323,-347,-63,-1392,11,14,13,0,100,1994,1989,63,-718,12,13,6548,7,-74,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.761,7,sum,3592,608,16119,212,-176,130,-1920,13,12,14,0,100,2022,2013,73,1572,12,11,5687,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.787,1,sum,2734,-462,-19908,99,189,-114,-2320,11,13,12,0,100,2144,2123,50,-1325,12,29,14081,7,-71,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.812,2,sum,-487,-309,-17049,-1260,-678,67,-2272,12,13,12,0,100,2057,2053,51,934,13,23,11296,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.837,5,sum,2116,59,-15585,22,-14,-102,-1520,12,13,12,0,100,2326,2315,57,-1179,12,17,8399,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.862,3,sum,1196,-629,-18039,-202,212,125,-1456,13,14,13,0,100,2283,2275,67,1524,12,21,10263,7,-67,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.862,4,sum,1723,-513,-16377,332,28,224,-2112,13,11,11,0,100,2122,2113,50,2889,13,19,9234,7,-63,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.887,6,sum,815,-647,-16347,-322,-347,-63,-1376,11,13,14,0,100,1995,1989,63,-882,13,13,6549,7,-74,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.887,7,sum,3596,613,16120,212,-176,130,-1952,13,12,15,0,100,2022,2013,73,1650,13,11,5688,7,-70,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.887,1,sum,2735,-464,-19908,99,189,-113,-2240,11,14,12,0,100,2143,2123,50,-1428,13,29,14082,7,-72,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.937,2,sum,-487,-310,-17051,-1260,-678,68,-2272,12,12,11,0,100,2058,2053,46,784,12,23,11297,7,-60,0,,0,A,empty,,0,0,0,1785439549.242
1785439551.960,5,sum,2116,60,-15590,21,-15,-101,-1520,11,13,12,0,100,2327,2315,57,-1311,13,17,8400,7,-62,0,,0,A,empty,,0,0,0,1785439549.242
