t,chair,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785362704.512,3,2003,188,-17909,-190,207,118,-912,13,15,10,0,100,2032,2013,54,26033,7,-51,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.537,2,527,1386,-16959,-1247,-669,57,-2176,12,12,11,0,100,2056,2034,137,554,7,-55,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362704.537,5,1719,-437,-15674,76,-13,-120,-1376,10,11,11,0,100,2327,2303,50,24270,7,-72,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.537,6,5089,12543,9392,-323,-326,-65,-768,27,12,14,0,100,1994,1979,48,23431,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.562,1,5960,14816,396,105,195,-90,-2240,12,13,11,0,100,2162,2128,150,6633,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.633,4,1600,0,-16282,323,26,230,-1920,11,12,11,0,100,2121,2099,52,25140,7,-65,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.633,7,1190,252,-16373,244,-156,157,-2048,14,12,13,0,100,2028,2019,27,13116,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.633,3,2005,186,-17908,-191,207,118,-896,13,15,9,0,100,2032,2013,54,26034,7,-50,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.658,6,5086,12543,9390,-322,-326,-65,-752,27,13,14,0,100,1994,1979,48,23432,7,-69,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.658,2,533,1384,-16960,-1247,-669,58,-2160,12,12,11,0,100,2055,2034,137,555,7,-56,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362704.659,5,1721,-436,-15680,76,-14,-121,-1392,11,11,10,0,100,2327,2303,50,24271,7,-74,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.684,1,5961,14814,390,104,194,-90,-2256,13,12,11,0,100,2162,2128,150,6634,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.759,4,1600,-2,-16281,324,25,228,-1920,11,12,12,0,100,2121,2099,52,25141,7,-65,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.759,7,1190,257,-16385,245,-156,156,-2064,14,12,14,0,100,2028,2019,27,13117,7,-60,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.760,3,1999,187,-17911,-192,208,118,-944,14,15,11,0,100,2032,2013,54,26035,7,-54,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.785,2,535,1389,-16956,-1247,-669,59,-2144,12,12,11,0,100,2055,2034,137,556,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362704.785,5,1719,-436,-15672,76,-13,-121,-1392,12,11,11,0,100,2326,2303,50,24272,7,-73,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.785,6,5086,12548,9384,-324,-326,-65,-784,28,13,14,0,100,1994,1979,48,23433,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.810,1,5961,14809,381,105,194,-88,-2240,13,12,11,0,100,2162,2128,150,6635,7,-70,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.883,4,1600,-3,-16284,324,26,228,-1920,12,13,12,0,100,2121,2099,52,25142,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.883,7,1188,255,-16388,245,-156,157,-2000,14,13,14,0,100,2028,2019,27,13118,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.883,3,2002,189,-17912,-192,207,118,-960,14,15,14,0,100,2031,2013,54,26036,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.907,6,5086,12550,9386,-324,-326,-66,-800,29,14,14,0,100,1993,1979,48,23434,7,-66,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.907,2,535,1384,-16953,-1248,-669,58,-2176,11,12,11,0,100,2056,2034,137,557,7,-56,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362704.907,5,1718,-439,-15667,75,-12,-122,-1392,12,10,12,0,100,2325,2303,50,24273,7,-74,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362704.932,1,5958,14808,373,105,195,-88,-2240,13,13,11,0,100,2161,2128,150,6636,7,-72,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.004,4,1604,-4,-16284,323,25,228,-1936,12,13,11,0,100,2121,2099,52,25143,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.004,7,1192,254,-16392,246,-155,156,-2096,14,13,14,0,100,2028,2019,27,13119,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.029,3,2008,191,-17908,-193,208,118,-896,14,15,20,0,100,2032,2013,54,26037,7,-51,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.029,2,535,1386,-16957,-1247,-669,58,-2176,11,12,11,0,100,2056,2034,137,558,7,-58,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.029,5,1720,-432,-15670,75,-12,-122,-1392,12,10,12,0,100,2326,2303,50,24274,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.029,6,5085,12550,9376,-323,-326,-65,-800,28,14,15,0,100,1995,1979,48,23435,7,-70,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.054,1,5959,14805,374,105,194,-87,-2256,13,12,11,0,100,2162,2128,150,6637,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.127,4,1601,-6,-16285,324,25,228,-1936,11,13,11,0,100,2122,2099,52,25144,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.127,7,1194,250,-16392,246,-156,158,-2032,13,12,14,0,100,2028,2019,27,13120,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.127,3,2014,192,-17902,-193,207,119,-928,15,15,22,0,100,2032,2013,54,26038,7,-50,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.152,6,5087,12550,9371,-324,-325,-65,-784,22,15,15,0,100,1993,1979,48,23436,7,-70,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.152,2,529,1388,-16959,-1247,-669,58,-2208,11,12,11,0,100,2056,2034,137,559,7,-58,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.152,5,1718,-432,-15669,75,-12,-123,-1376,13,10,12,0,100,2327,2303,50,24275,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.178,1,5962,14808,370,105,194,-88,-2240,12,13,11,0,100,2161,2128,150,6638,7,-69,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.275,4,1606,-2,-16280,325,25,228,-1936,11,14,11,0,100,2121,2099,52,25145,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.275,3,2012,192,-17907,-193,207,119,-896,15,15,22,0,100,2032,2013,54,26039,7,-50,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.275,2,534,1393,-16964,-1246,-669,58,-2192,11,12,12,0,100,2056,2034,137,560,7,-59,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.275,5,1718,-437,-15665,75,-12,-123,-1408,13,10,12,0,100,2328,2303,50,24276,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.275,6,5085,12551,9367,-323,-325,-65,-816,21,15,15,0,100,1994,1979,48,23437,7,-70,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.325,1,5961,14804,371,105,195,-88,-2272,12,13,11,0,100,2163,2128,150,6639,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.371,4,1608,-4,-16275,325,25,228,-1920,11,14,11,0,100,2120,2099,52,25146,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.396,3,2008,194,-17907,-194,207,120,-912,15,15,22,0,100,2032,2013,54,26040,7,-51,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.396,6,5088,12552,9369,-323,-325,-65,-816,21,16,14,0,100,1998,1979,48,23438,7,-69,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.396,2,538,1394,-16957,-1247,-669,58,-2176,11,11,12,0,100,2056,2034,137,561,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.443,1,5961,14802,374,105,194,-88,-2224,13,14,11,0,100,2162,2128,150,6640,7,-69,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.517,4,1608,-5,-16275,326,24,229,-1920,12,13,11,0,100,2120,2099,52,25147,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.517,7,1191,243,-16399,244,-158,158,-2048,12,12,15,0,100,2028,2019,27,13123,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.517,3,2010,193,-17908,-194,207,120,-896,15,14,22,0,100,2032,2013,54,26041,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.518,2,531,1396,-16960,-1247,-669,58,-2192,11,11,12,0,100,2055,2034,137,562,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.543,6,5086,12548,9366,-324,-325,-67,-816,27,16,16,0,100,1997,1979,48,23439,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.568,1,5960,14795,375,105,195,-89,-2272,12,14,10,0,100,2162,2128,150,6641,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.642,4,1609,0,-16276,327,24,228,-1968,12,12,11,0,100,2122,2099,52,25148,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.642,7,1188,245,-16402,243,-157,158,-2048,11,13,14,0,100,2028,2019,27,13124,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.642,3,2009,194,-17913,-194,208,120,-912,15,14,22,0,100,2031,2013,54,26042,7,-54,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.663,2,528,1396,-16954,-1247,-668,57,-2208,10,10,12,0,100,2056,2034,137,563,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.663,5,1714,-442,-15670,74,-11,-123,-1408,12,10,12,0,100,2327,2303,50,24279,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.688,1,5963,14798,372,106,196,-88,-2272,12,15,11,0,100,2162,2128,150,6642,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.763,4,1611,-2,-16278,326,25,229,-1936,12,12,10,0,100,2122,2099,52,25149,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.763,7,1189,242,-16400,243,-157,159,-2096,12,14,13,0,100,2029,2019,27,13125,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.763,3,2012,194,-17914,-193,207,120,-912,15,14,22,0,100,2031,2013,54,26043,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.787,2,526,1395,-16954,-1246,-669,56,-2160,10,11,11,0,100,2056,2034,137,564,7,-58,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.787,5,1715,-441,-15677,73,-12,-123,-1424,12,11,12,0,100,2325,2303,50,24280,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.787,6,5096,12549,9379,-323,-324,-68,-816,30,15,15,0,100,1997,1979,48,23441,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.812,1,5960,14802,374,106,195,-88,-2256,12,15,11,0,100,2163,2128,150,6643,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.887,4,1611,-2,-16274,326,25,228,-1904,11,12,10,0,100,2122,2099,52,25150,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.887,7,1191,243,-16397,243,-159,158,-2048,13,13,13,0,100,2028,2019,27,13126,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.887,3,2010,192,-17912,-193,206,121,-912,15,13,20,0,100,2032,2013,54,26044,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.911,6,5101,12548,9383,-324,-324,-67,-768,31,15,15,0,100,1997,1979,48,23442,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.911,2,526,1395,-16955,-1246,-668,57,-2176,11,11,12,0,100,2056,2034,137,565,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362705.911,5,1714,-440,-15679,73,-12,-123,-1424,12,11,11,0,100,2324,2303,50,24281,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362705.936,1,5965,14804,374,105,194,-87,-2240,12,14,11,0,100,2163,2128,150,6644,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.011,4,1609,0,-16267,327,25,227,-1936,11,11,10,0,100,2121,2099,52,25151,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.011,7,1188,242,-16396,243,-160,158,-2032,12,13,13,0,100,2028,2019,27,13127,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.011,3,2008,195,-17915,-193,206,120,-944,14,12,15,0,100,2032,2013,54,26045,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.034,2,525,1391,-16948,-1245,-668,56,-2192,10,11,12,0,100,2055,2034,137,566,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.034,5,1712,-444,-15678,73,-13,-123,-1392,11,11,11,0,100,2325,2303,50,24282,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.034,6,5102,12549,9384,-324,-324,-68,-784,32,14,15,0,100,1998,1979,48,23443,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.060,1,5962,14807,369,105,194,-88,-2224,11,15,11,0,100,2161,2128,150,6645,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.134,4,1611,1,-16263,326,25,227,-1920,12,10,10,0,100,2122,2099,52,25152,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.134,7,1186,248,-16404,242,-160,158,-2032,12,13,13,0,100,2028,2019,27,13128,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.134,3,2007,193,-17923,-192,206,119,-896,14,13,12,0,100,2032,2013,54,26046,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.159,6,5100,12551,9383,-324,-325,-69,-816,33,13,15,0,100,1998,1979,48,23444,7,-69,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.159,2,528,1389,-16948,-1245,-668,56,-2176,10,11,11,0,100,2055,2034,137,567,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.159,5,1711,-440,-15679,73,-13,-122,-1392,10,11,11,0,100,2325,2303,50,24283,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.184,1,5960,14807,369,105,194,-88,-2256,11,14,11,0,100,2162,2128,150,6646,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.259,4,1607,0,-16265,326,25,227,-1952,11,10,10,0,100,2122,2099,52,25153,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.259,7,1192,249,-16405,242,-158,159,-2016,13,13,13,0,100,2028,2019,27,13129,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.259,3,2009,197,-17913,-192,206,120,-928,14,12,12,0,100,2031,2013,54,26047,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.283,2,525,1384,-16946,-1246,-668,55,-2224,10,11,10,0,100,2055,2034,137,568,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.283,5,1706,-438,-15686,73,-14,-123,-1392,10,11,10,0,100,2330,2303,50,24284,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.283,6,5100,12550,9380,-324,-325,-69,-768,34,14,15,0,100,1997,1979,48,23445,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.304,1,5960,14811,372,105,195,-89,-2240,11,14,11,0,100,2162,2128,150,6647,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.377,4,1607,0,-16268,326,26,228,-1952,11,10,10,0,100,2122,2099,52,25154,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.377,7,1192,246,-16402,243,-158,158,-2032,13,13,14,0,100,2028,2019,27,13130,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.402,6,5095,12551,9380,-324,-324,-70,-800,33,13,15,0,100,1997,1979,48,23446,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.402,2,524,1384,-16950,-1245,-669,56,-2192,10,11,10,0,100,2056,2034,137,569,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.402,5,1708,-438,-15689,73,-14,-123,-1408,10,11,10,0,100,2327,2303,50,24285,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.425,1,5959,14816,370,105,195,-89,-2256,11,14,11,0,100,2163,2128,150,6648,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.500,4,1604,0,-16267,324,26,228,-1952,11,10,10,0,100,2121,2099,52,25155,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.525,3,2010,198,-17918,-190,206,117,-928,14,12,12,0,100,2031,2013,54,26049,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.525,2,528,1382,-16948,-1245,-668,56,-2160,10,11,10,0,100,2055,2034,137,570,7,-58,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.525,5,1707,-436,-15687,73,-15,-122,-1376,9,10,10,0,100,2327,2303,50,24286,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.525,6,5097,12552,9384,-324,-323,-67,-816,27,13,14,0,100,1997,1979,48,23447,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.574,1,5958,14820,369,104,195,-88,-2240,11,14,11,0,100,2163,2128,150,6649,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.624,4,1598,-1,-16269,324,26,228,-1968,11,11,9,0,100,2121,2099,52,25156,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.624,7,1194,244,-16402,245,-158,157,-2048,14,13,13,0,100,2028,2019,27,13132,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.649,3,2012,195,-17908,-191,207,117,-896,14,13,12,0,100,2031,2013,54,26050,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.649,2,528,1377,-16948,-1244,-669,57,-2160,11,11,10,0,100,2056,2034,137,571,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.649,6,5091,12549,9376,-324,-322,-67,-768,27,13,14,0,100,1997,1979,48,23448,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.697,1,5958,14822,372,104,195,-89,-2240,12,14,11,0,100,2163,2128,150,6650,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.771,7,1191,245,-16398,244,-158,158,-2032,14,13,13,0,100,2029,2019,27,13133,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.771,3,2010,191,-17907,-191,207,117,-896,14,13,12,0,100,2032,2013,54,26051,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.771,2,528,1379,-16950,-1244,-669,56,-2176,11,10,10,0,100,2056,2034,137,572,7,-58,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.771,5,1711,-439,-15688,74,-15,-122,-1440,10,10,9,0,100,2330,2303,50,24288,7,-75,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.821,1,5960,14817,372,104,195,-90,-2256,12,14,11,0,100,2162,2128,150,6651,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.871,4,1596,0,-16269,325,25,228,-1952,10,11,9,0,100,2121,2099,52,25158,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.896,7,1190,247,-16395,246,-158,159,-2064,15,13,14,0,100,2028,2019,27,13134,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.896,3,2008,191,-17909,-191,208,117,-944,14,13,12,0,100,2031,2013,54,26052,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.896,6,5088,12544,9365,-324,-324,-69,-816,34,15,14,0,100,1997,1979,48,23450,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362706.896,2,527,1378,-16952,-1244,-670,57,-2192,11,9,10,0,100,2055,2034,137,573,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362706.942,1,5955,14816,379,105,196,-90,-2240,12,14,11,0,100,2162,2128,150,6652,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.017,4,1596,-4,-16272,325,25,229,-1920,11,11,9,0,100,2120,2099,52,25159,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.017,7,1191,248,-16387,245,-157,159,-2048,15,12,15,0,100,2028,2019,27,13135,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.017,3,2004,186,-17907,-191,208,119,-896,15,13,12,0,100,2031,2013,54,26053,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.042,5,1711,-438,-15696,75,-14,-122,-1376,11,11,9,0,100,2327,2303,50,24290,7,-77,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.042,6,5091,12543,9369,-324,-324,-69,-752,33,15,13,0,100,1998,1979,48,23451,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.067,1,5962,14817,380,105,196,-89,-2256,12,14,11,0,100,2162,2128,150,6653,7,-64,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.137,4,1597,-4,-16275,326,25,229,-1952,10,11,9,0,100,2120,2099,52,25160,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.137,7,1193,245,-16384,245,-157,158,-2048,15,12,14,0,100,2028,2019,27,13136,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.137,3,2007,186,-17901,-192,209,119,-912,14,13,12,0,100,2031,2013,54,26054,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.157,6,5092,12541,9373,-324,-324,-69,-800,31,16,13,0,100,1997,1979,48,23452,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.157,2,527,1381,-16949,-1245,-669,58,-2208,11,10,11,0,100,2055,2034,137,575,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362707.157,5,1714,-443,-15695,75,-14,-122,-1392,11,11,9,0,100,2327,2303,50,24291,7,-76,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.182,1,5963,14813,381,105,196,-90,-2240,12,13,12,0,100,2162,2128,150,6654,7,-65,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.257,4,1599,0,-16276,326,25,229,-1952,11,12,10,0,100,2122,2099,52,25161,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.257,7,1191,246,-16383,245,-159,158,-2032,14,13,14,0,100,2028,2019,27,13137,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.257,3,2008,187,-17901,-192,208,118,-912,13,13,12,0,100,2031,2013,54,26055,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.283,5,1718,-442,-15691,75,-15,-123,-1392,11,11,10,0,100,2326,2303,50,24292,7,-78,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.283,2,529,1384,-16950,-1245,-669,58,-2176,10,9,11,0,100,2056,2034,137,576,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362707.283,6,5090,12543,9378,-325,-324,-68,-800,31,15,13,0,100,1997,1979,48,23453,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.379,4,1600,3,-16281,326,25,229,-1952,11,12,10,0,100,2122,2099,52,25162,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.379,7,1187,243,-16382,244,-160,158,-2016,14,13,14,0,100,2028,2019,27,13138,7,-61,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.379,3,2006,188,-17903,-192,208,119,-912,14,13,12,0,100,2031,2013,54,26056,7,-53,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.403,2,528,1385,-16950,-1247,-668,59,-2176,11,10,11,0,100,2056,2034,137,577,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362707.403,5,1714,-441,-15689,76,-14,-124,-1392,11,10,11,0,100,2331,2303,50,24293,7,-73,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.403,6,5088,12543,9373,-325,-325,-68,-784,31,16,12,0,100,1996,1979,48,23454,7,-68,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.428,1,5965,14814,379,104,196,-89,-2256,11,13,12,0,100,2162,2128,150,6656,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.503,4,1602,2,-16279,327,25,230,-1952,11,12,11,0,100,2122,2099,52,25163,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.503,7,1191,243,-16385,243,-160,158,-2032,13,13,14,0,100,2027,2019,27,13139,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.528,3,2006,187,-17906,-193,208,119,-928,14,13,12,0,100,2032,2013,54,26057,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.528,2,527,1385,-16954,-1248,-669,59,-2160,10,10,11,0,100,2056,2034,137,578,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362707.528,5,1712,-440,-15692,75,-14,-124,-1392,12,11,11,0,100,2327,2303,50,24294,7,-75,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.528,6,5088,12544,9374,-325,-325,-69,-784,31,16,11,0,100,1997,1979,48,23455,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.628,4,1607,4,-16283,327,25,230,-1920,12,12,11,0,100,2122,2099,52,25164,7,-59,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.628,7,1188,245,-16383,243,-161,160,-2032,13,13,14,0,100,2028,2019,27,13140,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.628,3,2003,188,-17913,-193,208,119,-912,14,13,12,0,100,2031,2013,54,26058,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.653,6,5092,12546,9372,-325,-326,-69,-800,30,16,12,0,100,1998,1979,48,23456,7,-67,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.653,2,528,1387,-16957,-1248,-669,59,-2160,11,10,11,0,100,2055,2034,137,579,7,-57,0,,0,C,stand_up,2,1,1,30,1785362701.457
1785362707.653,5,1710,-436,-15694,75,-14,-123,-1376,11,11,11,0,100,2325,2303,50,24295,7,-74,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.678,1,5966,14807,382,105,195,-87,-2272,11,12,12,0,100,2163,2128,150,6658,7,-63,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.751,4,1610,4,-16284,326,26,230,-1920,12,11,11,0,100,2122,2099,52,25165,7,-62,0,,0,C,stand_up,2,0,1,30,1785362701.457
1785362707.775,3,2005,191,-17910,-192,207,120,-912,14,14,12,0,100,2031,2013,54,26059,7,-52,0,,0,C,stand_up,2,0,1,30,1785362701.457
