t,chair,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785363104.381,3,1996,247,-17904,-194,207,119,-880,17,24,22,0,100,2031,2013,60,29232,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.381,6,5262,12459,9418,-323,-328,-63,-864,88,41,49,0,100,1998,1979,55,26630,7,-64,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.407,5,1698,-406,-15678,74,-14,-127,-1408,16,12,15,0,100,2327,2303,57,27469,7,-67,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.407,2,522,1393,-16955,-1247,-668,57,-2160,65,41,47,0,100,2057,2034,144,3753,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.432,1,6010,14848,500,140,102,-155,-2208,5568,1619,833,14,100,2162,2128,157,9832,7,-60,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363104.504,4,1608,7,-16286,325,27,231,-1920,13,11,10,0,100,2122,2099,59,28339,7,-67,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.504,7,1171,227,-16398,242,-161,157,-2048,16,18,18,0,100,2028,2019,34,16315,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.504,3,1996,249,-17899,-194,205,119,-880,16,26,23,0,100,2031,2013,60,29233,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.504,6,5266,12455,9421,-323,-328,-62,-864,89,43,52,0,100,1997,1979,55,26631,7,-63,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.529,2,520,1391,-16957,-1247,-668,57,-2112,65,42,48,0,100,2057,2034,144,3754,7,-52,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.554,1,5983,14861,543,137,75,-127,-2160,5568,1622,840,14,100,2162,2128,157,9833,7,-60,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363104.604,4,1604,5,-16292,325,27,231,-1920,13,11,10,0,100,2122,2099,59,28340,7,-67,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.627,7,1169,222,-16395,242,-160,157,-2032,16,19,18,0,100,2028,2019,34,16316,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.627,3,1994,248,-17892,-193,205,119,-896,16,26,23,0,100,2031,2013,60,29234,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.627,6,5260,12456,9423,-323,-328,-62,-864,89,43,52,0,100,1998,1979,55,26632,7,-64,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.652,5,1699,-406,-15682,74,-14,-127,-1408,16,12,16,0,100,2325,2303,57,27471,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.652,2,518,1395,-16956,-1248,-669,57,-2128,65,42,47,0,100,2056,2034,144,3755,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.677,1,6005,14856,536,98,-43,-152,-2192,5570,1659,843,14,100,2162,2128,157,9834,7,-60,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363104.752,4,1603,10,-16298,326,26,230,-1904,13,11,9,0,100,2122,2099,59,28341,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.752,7,1169,222,-16399,242,-160,158,-2032,16,19,17,0,100,2028,2019,34,16317,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.752,3,1995,251,-17899,-193,204,118,-848,15,26,22,0,100,2031,2013,60,29235,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.752,6,5256,12454,9423,-321,-326,-61,-864,89,43,52,0,100,1998,1979,55,26633,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.777,5,1705,-406,-15679,74,-14,-127,-1440,15,12,16,0,100,2327,2303,57,27472,7,-67,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.777,2,522,1397,-16951,-1247,-668,57,-2144,64,42,47,0,100,2056,2034,144,3756,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.801,1,6011,14856,539,93,-66,-155,-2208,5570,1658,843,14,100,2162,2128,157,9835,7,-60,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363104.876,7,1168,227,-16396,242,-159,158,-2080,16,19,17,0,100,2028,2019,34,16318,7,-61,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.876,3,1997,253,-17900,-192,205,119,-864,15,26,20,0,100,2031,2013,60,29236,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.876,6,5258,12451,9419,-322,-327,-61,-880,89,43,52,0,100,1997,1979,55,26634,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.901,5,1703,-400,-15669,73,-14,-127,-1392,15,11,16,0,100,2325,2303,57,27473,7,-67,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.901,2,518,1396,-16955,-1247,-668,56,-2160,64,42,46,0,100,2056,2034,144,3757,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363104.926,1,6013,14852,546,95,-64,-150,-2176,5570,1658,843,14,100,2163,2128,157,9836,7,-60,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.001,4,1601,6,-16293,325,27,230,-1936,13,10,9,0,100,2122,2099,59,28343,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.001,7,1168,227,-16393,242,-160,157,-2032,16,19,18,0,100,2028,2019,34,16319,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.001,3,1999,249,-17899,-192,205,117,-864,14,26,20,0,100,2031,2013,60,29237,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.001,6,5258,12451,9421,-323,-326,-61,-880,88,43,52,0,100,1996,1979,55,26635,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.027,5,1707,-398,-15672,73,-15,-126,-1424,16,11,16,0,100,2323,2303,57,27474,7,-69,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.027,2,519,1392,-16964,-1245,-668,58,-2144,40,30,28,0,100,2056,2034,144,3758,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.051,1,6010,14849,551,95,-61,-147,-2192,5569,1659,843,14,100,2162,2128,157,9837,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.126,4,1600,10,-16298,325,27,229,-1936,13,10,9,0,100,2122,2099,59,28344,7,-64,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.126,7,1169,230,-16391,243,-159,158,-2080,16,19,17,0,100,2028,2019,34,16320,7,-61,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.126,3,1996,253,-17905,-191,204,118,-864,14,25,19,0,100,2031,2013,60,29238,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.126,6,5257,12451,9426,-322,-326,-62,-864,88,42,51,0,100,1996,1979,55,26636,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.151,5,1708,-400,-15672,73,-15,-126,-1424,16,10,17,0,100,2326,2303,57,27475,7,-69,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.151,2,522,1389,-16968,-1248,-669,56,-2176,28,27,20,0,100,2057,2034,144,3759,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.176,1,6060,14830,576,87,-63,-156,-2192,5569,1658,841,14,100,2162,2128,157,9838,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.252,4,1599,11,-16304,325,27,229,-1904,12,10,9,0,100,2122,2099,59,28345,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.252,7,1172,230,-16395,242,-158,157,-2016,16,16,15,0,100,2028,2019,34,16321,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.252,3,2001,252,-17907,-191,204,118,-928,13,25,19,0,100,2031,2013,60,29239,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.252,6,5258,12451,9430,-323,-327,-61,-896,87,42,51,0,100,1998,1979,55,26637,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.276,5,1714,-402,-15675,73,-15,-126,-1424,14,10,17,0,100,2327,2303,57,27476,7,-69,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.276,2,519,1398,-16973,-1250,-671,57,-2144,25,22,18,0,100,2057,2034,144,3760,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.301,1,5949,14803,332,159,-83,-158,-2208,2156,786,270,5,100,2162,2128,157,9839,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.377,7,1172,227,-16399,242,-157,158,-2048,14,12,13,0,100,2028,2019,34,16322,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.377,3,2000,252,-17903,-191,204,117,-880,12,17,15,0,100,2032,2013,60,29240,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.377,6,5253,12449,9434,-322,-326,-59,-848,30,24,27,0,100,1997,1979,55,26638,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.402,5,1713,-399,-15678,74,-13,-127,-1392,11,10,14,0,100,2330,2303,57,27477,7,-69,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.402,2,518,1395,-16968,-1247,-670,57,-2128,14,13,12,0,100,2057,2034,144,3761,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.427,1,5977,14801,440,62,29,-79,-2176,171,402,127,0,100,2162,2128,157,9840,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.503,4,1600,14,-16300,326,27,229,-1952,10,10,9,0,100,2122,2099,59,28347,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.503,7,1170,226,-16400,243,-157,160,-2048,14,12,13,0,100,2028,2019,34,16323,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.503,3,1996,250,-17906,-191,205,117,-880,12,13,14,0,100,2031,2013,60,29241,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.503,6,5252,12454,9430,-322,-326,-59,-848,23,19,21,0,100,1998,1979,55,26639,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.528,2,515,1400,-16962,-1247,-671,56,-2144,13,11,10,0,100,2056,2034,144,3762,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.553,1,6004,14788,404,60,53,-108,-2192,156,391,86,0,100,2162,2128,157,9841,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.603,4,1601,17,-16294,326,26,229,-1904,10,10,9,0,100,2121,2099,59,28348,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.628,7,1168,229,-16404,243,-157,159,-2032,13,11,14,0,100,2028,2019,34,16324,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.628,3,1998,256,-17909,-191,206,117,-880,13,14,14,0,100,2031,2013,60,29242,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.628,6,5256,12451,9430,-322,-328,-60,-864,24,19,20,0,100,1998,1979,55,26640,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.653,5,1717,-401,-15680,73,-13,-126,-1392,10,11,13,0,100,2325,2303,57,27479,7,-70,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.653,2,517,1397,-16963,-1247,-670,57,-2160,13,11,10,0,100,2056,2034,144,3763,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.678,1,5983,14785,421,83,146,-90,-2192,55,111,33,0,100,2162,2128,157,9842,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.753,4,1602,17,-16301,325,26,230,-1904,10,11,9,0,100,2121,2099,59,28349,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.753,7,1171,229,-16399,243,-157,159,-2016,13,12,14,0,100,2028,2019,34,16325,7,-61,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.754,3,1995,250,-17911,-191,207,119,-896,12,13,14,0,100,2031,2013,60,29243,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.754,6,5257,12452,9427,-323,-328,-62,-880,23,17,18,0,100,1997,1979,55,26641,7,-65,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.779,2,516,1398,-16969,-1247,-670,58,-2144,14,11,10,0,100,2055,2034,144,3764,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.804,1,5986,14782,422,83,146,-93,-2208,53,99,33,0,100,2163,2128,157,9843,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363105.854,4,1604,16,-16305,326,26,230,-1920,10,11,9,0,100,2121,2099,59,28350,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.879,7,1170,223,-16397,243,-158,159,-2064,13,11,14,0,100,2027,2019,34,16326,7,-60,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.879,3,1985,248,-17910,-191,205,118,-864,12,13,14,0,100,2032,2013,60,29244,7,-50,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.879,6,5256,12451,9435,-323,-328,-62,-848,20,15,16,0,100,1995,1979,55,26642,7,-66,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.904,5,1716,-399,-15686,73,-12,-126,-1392,10,11,12,0,100,2325,2303,57,27481,7,-70,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.904,2,517,1404,-16967,-1247,-669,58,-2160,13,11,11,0,100,2055,2034,144,3765,7,-51,0,1,1,D,sit_quick,1,0,1,57,1785363099.851
1785363105.929,1,5988,14782,418,82,139,-98,-2224,51,97,30,0,100,2161,2128,157,9844,7,-59,1,1,1,D,sit_quick,1,1,1,57,1785363099.851
1785363106.004,4,1603,17,-16299,325,26,229,-1920,10,11,9,0,100,2122,2099,59,28351,7,-65,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.004,7,1172,226,-16399,243,-157,160,-2048,13,11,13,0,100,2028,2019,34,16327,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.004,3,1987,249,-17911,-190,205,118,-880,12,13,14,0,100,2031,2013,60,29245,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.004,6,5254,12452,9431,-323,-328,-62,-880,20,15,16,0,100,1998,1979,55,26643,7,-67,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.004,5,1708,-398,-15687,73,-12,-126,-1392,9,10,12,0,100,2326,2303,57,27482,7,-71,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.030,2,515,1405,-16968,-1247,-669,58,-2160,13,11,11,0,100,2056,2034,144,3766,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.055,1,5987,14782,424,82,137,-100,-2192,51,96,28,0,100,2162,2128,157,9845,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.105,4,1606,14,-16297,325,27,229,-1920,11,11,9,0,100,2122,2099,59,28352,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.130,7,1167,227,-16398,243,-156,160,-2048,12,11,13,0,100,2027,2019,34,16328,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.130,3,1987,245,-17912,-192,206,118,-832,13,13,14,0,100,2031,2013,60,29246,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.130,6,5250,12451,9427,-323,-328,-62,-896,22,15,16,0,100,1996,1979,55,26644,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.155,5,1709,-398,-15686,73,-12,-126,-1392,9,11,11,0,100,2329,2303,57,27483,7,-71,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.155,2,513,1405,-16966,-1246,-669,58,-2160,12,11,11,0,100,2055,2034,144,3767,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.180,1,5987,14786,433,80,137,-101,-2176,49,95,28,0,100,2161,2128,157,9846,7,-58,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.256,4,1605,14,-16290,326,27,229,-1952,11,11,9,0,100,2122,2099,59,28353,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.256,7,1167,229,-16400,244,-156,162,-2048,12,12,13,0,100,2028,2019,34,16329,7,-61,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.256,3,1984,247,-17912,-191,206,118,-880,13,13,14,0,100,2031,2013,60,29247,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.256,6,5251,12450,9427,-324,-328,-63,-864,23,15,15,0,100,1998,1979,55,26645,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.256,5,1708,-396,-15684,73,-13,-126,-1424,10,11,10,0,100,2327,2303,57,27484,7,-71,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.281,2,512,1403,-16956,-1245,-669,58,-2160,12,11,11,0,100,2056,2034,144,3768,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.306,1,5988,14788,434,79,132,-104,-2208,49,94,26,0,100,2161,2128,157,9847,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.376,7,1169,232,-16393,244,-156,161,-2032,11,12,14,0,100,2028,2019,34,16330,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.376,3,1982,245,-17912,-191,206,117,-864,14,13,14,0,100,2031,2013,60,29248,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.376,6,5252,12449,9425,-324,-329,-65,-880,24,16,15,0,100,1997,1979,55,26646,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.401,5,1709,-400,-15688,73,-13,-126,-1424,10,11,10,0,100,2327,2303,57,27485,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.401,2,511,1409,-16954,-1246,-669,58,-2160,12,12,11,0,100,2056,2034,144,3769,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.426,1,5983,14786,433,75,123,-107,-2224,49,90,25,0,100,2161,2128,157,9848,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.501,4,1606,19,-16286,326,28,229,-1968,11,11,9,0,100,2122,2099,59,28355,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.501,7,1171,233,-16391,244,-156,159,-2016,12,12,14,0,100,2027,2019,34,16331,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.501,3,1986,245,-17907,-190,205,118,-912,14,13,15,0,100,2030,2013,60,29249,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.501,6,5254,12450,9427,-324,-328,-67,-880,24,17,15,0,100,1998,1979,55,26647,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.526,5,1706,-399,-15683,74,-13,-126,-1424,10,11,9,0,100,2325,2303,57,27486,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.526,2,513,1406,-16958,-1246,-669,59,-2160,12,12,11,0,100,2056,2034,144,3770,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.551,1,5988,14783,431,78,120,-107,-2192,49,90,25,0,100,2161,2128,157,9849,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.626,7,1172,233,-16388,244,-157,159,-2032,12,12,15,0,100,2028,2019,34,16332,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.626,3,1983,242,-17906,-191,206,118,-864,13,12,14,0,100,2030,2013,60,29250,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.627,6,5255,12450,9426,-324,-327,-67,-848,22,16,14,0,100,1998,1979,55,26648,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.652,5,1705,-401,-15685,74,-14,-127,-1440,10,10,9,0,100,2325,2303,57,27487,7,-71,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.652,2,512,1409,-16956,-1246,-670,58,-2144,11,12,11,0,100,2057,2034,144,3771,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.677,1,5991,14788,427,93,151,-99,-2208,33,72,19,0,100,2161,2128,157,9850,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.753,4,1608,14,-16281,326,29,228,-1936,10,11,10,0,100,2123,2099,59,28357,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.753,7,1170,234,-16395,245,-158,158,-2016,12,12,14,0,100,2028,2019,34,16333,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.753,3,1986,240,-17908,-192,206,117,-864,13,13,14,0,100,2031,2013,60,29251,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.753,6,5253,12452,9424,-324,-327,-65,-880,20,16,15,0,100,1997,1979,55,26649,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.778,2,513,1406,-16954,-1247,-670,58,-2176,10,12,11,0,100,2056,2034,144,3772,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.803,1,5988,14792,430,101,174,-94,-2192,26,41,13,0,100,2161,2128,157,9851,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.873,4,1603,16,-16286,325,29,229,-1936,11,11,10,0,100,2123,2099,59,28358,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.873,7,1168,238,-16400,245,-158,158,-2064,12,13,14,0,100,2028,2019,34,16334,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.873,3,1989,243,-17909,-193,206,116,-896,14,13,13,0,100,2030,2013,60,29252,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.898,6,5246,12453,9418,-323,-327,-66,-896,21,16,15,0,100,1998,1979,55,26650,7,-67,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.898,5,1711,-406,-15685,74,-14,-127,-1408,10,10,9,0,100,2326,2303,57,27489,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.898,2,515,1403,-16952,-1247,-670,58,-2144,10,12,11,0,100,2056,2034,144,3773,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.924,1,5985,14795,437,98,176,-94,-2192,26,37,12,0,100,2161,2128,157,9852,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363106.999,4,1606,16,-16286,325,29,230,-1936,10,12,11,0,100,2122,2099,59,28359,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.999,7,1163,237,-16399,245,-159,157,-2016,12,13,14,0,100,2028,2019,34,16335,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363106.999,3,1984,247,-17908,-193,206,116,-864,14,13,14,0,100,2030,2013,60,29253,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.024,5,1718,-408,-15683,75,-15,-127,-1376,10,11,9,0,100,2326,2303,57,27490,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.024,2,521,1407,-16945,-1247,-670,57,-2144,10,12,11,0,100,2056,2034,144,3774,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.047,1,5985,14795,438,91,155,-98,-2208,29,58,16,0,100,2164,2128,157,9853,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363107.118,4,1609,14,-16283,325,28,230,-1936,10,12,11,0,100,2122,2099,59,28360,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.118,7,1166,235,-16401,244,-160,157,-2016,12,13,15,0,100,2028,2019,34,16336,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.118,3,1986,246,-17904,-193,206,115,-896,14,14,14,0,100,2030,2013,60,29254,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.143,6,5247,12454,9418,-324,-325,-67,-880,19,16,14,0,100,1998,1979,55,26652,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.143,5,1718,-408,-15686,75,-14,-128,-1408,10,10,9,0,100,2327,2303,57,27491,7,-69,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.143,2,521,1410,-16948,-1246,-670,57,-2160,10,11,11,0,100,2056,2034,144,3775,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.168,1,5986,14790,432,89,148,-101,-2176,29,61,17,0,100,2162,2128,157,9854,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363107.243,4,1609,17,-16285,326,27,230,-1936,9,13,10,0,100,2122,2099,59,28361,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.243,7,1164,233,-16397,244,-158,156,-2032,12,13,14,0,100,2028,2019,34,16337,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.243,3,1984,242,-17903,-192,206,115,-896,14,15,13,0,100,2030,2013,60,29255,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.268,6,5246,12454,9415,-323,-324,-67,-848,18,16,13,0,100,1998,1979,55,26653,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.268,5,1715,-412,-15686,75,-14,-129,-1440,9,10,10,0,100,2326,2303,57,27492,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.268,2,520,1406,-16956,-1246,-669,56,-2144,11,11,11,0,100,2056,2034,144,3776,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.293,1,5986,14790,430,91,158,-98,-2192,29,64,18,0,100,2161,2128,157,9855,7,-59,1,1,1,D,seated_still_short,1,1,0,58,1785363105.951
1785363107.368,4,1610,11,-16291,325,27,230,-1904,10,13,10,0,100,2123,2099,59,28362,7,-66,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.368,7,1167,231,-16402,245,-159,156,-2048,13,13,13,0,100,2028,2019,34,16338,7,-60,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.368,3,1982,247,-17906,-193,206,116,-896,14,15,14,0,100,2031,2013,60,29256,7,-51,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.393,6,5251,12455,9411,-322,-323,-65,-896,17,16,13,0,100,1998,1979,55,26654,7,-67,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.393,5,1714,-410,-15683,75,-14,-128,-1408,10,9,10,0,100,2329,2303,57,27493,7,-70,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
1785363107.393,2,519,1401,-16958,-1247,-668,56,-2160,11,11,11,0,100,2055,2034,144,3777,7,-50,0,1,1,D,seated_still_short,1,0,0,58,1785363105.951
