# river=feather scale_factor=10000.0 threshold=358.900
frame	cfs	norm	scaled	high_variation
320	945.0	0.0945	18.9	0
321	945.0	0.0945	18.9	0
322	945.0	0.0945	18.9	0
323	945.0	0.0945	18.9	0
324	949.0	0.0949	18.98	0
325	949.0	0.0949	18.98	0
326	952.0	0.0952	19.04	0
327	952.0	0.0952	19.04	0
328	956.0	0.0956	19.12	0
329	956.0	0.0956	19.12	0
330	954.0	0.0954	19.08	0
331	954.0	0.0954	19.08	0
332	947.0	0.0947	18.94	0
333	947.0	0.0947	18.94	0
334	939.0	0.0939	18.78	0
335	939.0	0.0939	18.78	0
336	934.0	0.0934	18.68	0
337	934.0	0.0934	18.68	0
338	940.0	0.094	18.8	0
339	940.0	0.094	18.8	0
340	954.0	0.0954	19.08	0
341	954.0	0.0954	19.08	0
342	952.0	0.0952	19.04	0
343	952.0	0.0952	19.04	0
344	952.0	0.0952	19.04	0
345	952.0	0.0952	19.04	0
346	953.0	0.0953	19.06	0
347	953.0	0.0953	19.06	0
348	1040.0	0.104	20.8	0
349	1040.0	0.104	20.8	0
350	1100.0	0.11	22.0	0
351	1100.0	0.11	22.0	0
352	1100.0	0.11	22.0	0
353	1100.0	0.11	22.0	0
354	1100.0	0.11	22.0	0
355	1100.0	0.11	22.0	0
356	1100.0	0.11	22.0	0
357	1100.0	0.11	22.0	0
358	1100.0	0.11	22.0	0
359	1100.0	0.11	22.0	0
360	1100.0	0.11	22.0	0
361	1100.0	0.11	22.0	0
362	1100.0	0.11	22.0	0
363	1100.0	0.11	22.0	0
364	1100.0	0.11	22.0	0
365	1100.0	0.11	22.0	0
366	1090.0	0.109	21.8	0
367	1090.0	0.109	21.8	0
368	1090.0	0.109	21.8	0
369	1090.0	0.109	21.8	0
370	1090.0	0.109	21.8	0
371	1090.0	0.109	21.8	0
372	1090.0	0.109	21.8	0
373	1090.0	0.109	21.8	0
374	1100.0	0.11	22.0	0
375	1100.0	0.11	22.0	0
376	1100.0	0.11	22.0	0
377	1100.0	0.11	22.0	0
378	1100.0	0.11	22.0	0
379	1100.0	0.11	22.0	0
380	1100.0	0.11	22.0	0
381	1100.0	0.11	22.0	0
382	1100.0	0.11	22.0	0
383	1100.0	0.11	22.0	0
384	1100.0	0.11	22.0	0
385	1100.0	0.11	22.0	0
386	1100.0	0.11	22.0	0
387	1100.0	0.11	22.0	0
388	1100.0	0.11	22.0	0
389	1100.0	0.11	22.0	0
390	1100.0	0.11	22.0	0
391	1100.0	0.11	22.0	0
392	1100.0	0.11	22.0	0
393	1100.0	0.11	22.0	0
394	1100.0	0.11	22.0	0
395	1100.0	0.11	22.0	0
396	1100.0	0.11	22.0	0
397	1100.0	0.11	22.0	0
398	1100.0	0.11	22.0	0
399	1100.0	0.11	22.0	0
400	1100.0	0.11	22.0	0
401	1100.0	0.11	22.0	0
402	1100.0	0.11	22.0	0
403	1100.0	0.11	22.0	0
404	1100.0	0.11	22.0	0
405	1100.0	0.11	22.0	0
406	1100.0	0.11	22.0	0
407	1100.0	0.11	22.0	0
408	1100.0	0.11	22.0	0
409	1100.0	0.11	22.0	0
410	1100.0	0.11	22.0	0
411	1100.0	0.11	22.0	0
412	1100.0	0.11	22.0	0
413	1100.0	0.11	22.0	0
414	1100.0	0.11	22.0	0
415	1100.0	0.11	22.0	0
416	1100.0	0.11	22.0	0
417	1100.0	0.11	22.0	0
418	1100.0	0.11	22.0	0
419	1100.0	0.11	22.0	0
420	3110.0	0.311	62.2	0
421	3110.0	0.311	62.2	0
422	4690.0	0.469	93.8	1
423	4690.0	0.469	93.8	1
424	7930.0	0.793	158.6	1
425	7930.0	0.793	158.6	1
426	10000.0	1.0	200.0	1
427	10000.0	1.0	200.0	1
428	10000.0	1.0	200.0	1
429	10000.0	1.0	200.0	1
430	10000.0	1.0	200.0	1
431	10000.0	1.0	200.0	1
432	10000.0	1.0	200.0	1
433	10000.0	1.0	200.0	1
434	10000.0	1.0	200.0	0
435	10000.0	1.0	200.0	0
436	10000.0	1.0	200.0	0
437	10000.0	1.0	200.0	0
438	10000.0	1.0	200.0	0
439	10000.0	1.0	200.0	0
440	10000.0	1.0	200.0	0
441	10000.0	1.0	200.0	0
442	9980.0	0.998	199.6	0
443	9980.0	0.998	199.6	0
444	10000.0	1.0	200.0	0
445	10000.0	1.0	200.0	0
446	10000.0	1.0	200.0	0
447	10000.0	1.0	200.0	0
448	10000.0	1.0	200.0	0
449	10000.0	1.0	200.0	0
450	9970.0	0.997	199.4	0
451	9970.0	0.997	199.4	0
452	9970.0	0.997	199.4	0
453	9970.0	0.997	199.4	0
454	10000.0	1.0	200.0	0
455	10000.0	1.0	200.0	0
456	10000.0	1.0	200.0	0
457	10000.0	1.0	200.0	0
458	10000.0	1.0	200.0	0
459	10000.0	1.0	200.0	0
460	10000.0	1.0	200.0	0
461	10000.0	1.0	200.0	0
462	9990.0	0.999	199.8	0
463	9990.0	0.999	199.8	0
464	10000.0	1.0	200.0	0
465	10000.0	1.0	200.0	0
466	10000.0	1.0	200.0	0
467	10000.0	1.0	200.0	0
468	10000.0	1.0	200.0	0
469	10000.0	1.0	200.0	0
470	9990.0	0.999	199.8	0
471	9990.0	0.999	199.8	0
472	9720.0	0.972	194.4	0
473	9720.0	0.972	194.4	0
474	9110.0	0.911	182.2	0
475	9110.0	0.911	182.2	0
476	8820.0	0.882	176.4	0
477	8820.0	0.882	176.4	0
478	8550.0	0.855	171.0	0
479	8770.0	0.877	175.4	0
480	8220.0	0.822	164.4	0
481	8220.0	0.822	164.4	0
482	7180.0	0.718	143.6	0
483	7180.0	0.718	143.6	0
484	6690.0	0.669	133.8	0
485	6690.0	0.669	133.8	0
486	6690.0	0.669	133.8	0
487	6690.0	0.669	133.8	0
488	6680.0	0.668	133.6	0
489	6680.0	0.668	133.6	0
490	6700.0	0.67	134.0	0
491	6700.0	0.67	134.0	0
492	6710.0	0.671	134.2	0
