# river=cottonwood scale_factor=30000.0 threshold=2368.708
frame	cfs	norm	scaled	high_variation
315	198.0	0.0066	1.32	0
316	203.0	0.0068	1.35	0
317	187.0	0.0062	1.25	0
318	189.0	0.0063	1.26	0
319	181.0	0.006	1.21	0
320	185.0	0.0062	1.23	0
321	177.0	0.0059	1.18	0
322	181.0	0.006	1.21	0
323	172.0	0.0057	1.15	0
324	175.0	0.0058	1.17	0
325	168.0	0.0056	1.12	0
326	172.0	0.0057	1.15	0
327	164.0	0.0055	1.09	0
328	168.0	0.0056	1.12	0
329	162.0	0.0054	1.08	0
330	162.0	0.0054	1.08	0
331	226.0	0.0075	1.51	0
332	233.0	0.0078	1.55	0
333	1740.0	0.058	11.6	0
334	1580.0	0.0527	10.53	0
335	780.0	0.026	5.2	0
336	728.0	0.0243	4.85	0
337	2780.0	0.0927	18.53	0
338	3040.0	0.1013	20.27	0
339	1850.0	0.0617	12.33	0
340	2060.0	0.0687	13.73	0
341	18400.0	0.6133	122.67	0
342	18100.0	0.6033	120.67	0
343	4740.0	0.158	31.6	1
344	3640.0	0.1213	24.27	1
345	7120.0	0.2373	47.47	1
346	17400.0	0.58	116.0	1
347	6750.0	0.225	45.0	1
348	11200.0	0.3733	74.67	1
349	7280.0	0.2427	48.53	1
350	6230.0	0.2077	41.53	1
351	16200.0	0.54	108.0	1
352	8400.0	0.28	56.0	1
353	4050.0	0.135	27.0	1
354	4020.0	0.134	26.8	1
355	2960.0	0.0987	19.73	1
356	3000.0	0.1	20.0	1
357	2270.0	0.0757	15.13	1
358	2310.0	0.077	15.4	1
359	1890.0	0.063	12.6	1
360	1800.0	0.06	12.0	1
361	2020.0	0.0673	13.47	0
362	2090.0	0.0697	13.93	0
363	4560.0	0.152	30.4	0
364	3780.0	0.126	25.2	0
365	8530.0	0.2843	56.87	0
366	7300.0	0.2433	48.67	0
367	5780.0	0.1927	38.53	0
368	6060.0	0.202	40.4	0
369	7390.0	0.2463	49.27	0
370	7710.0	0.257	51.4	0
371	15900.0	0.53	106.0	0
372	9370.0	0.3123	62.47	1
373	4830.0	0.161	32.2	1
374	4870.0	0.1623	32.47	1
375	3760.0	0.1253	25.07	1
376	3840.0	0.128	25.6	1
377	3140.0	0.1047	20.93	0
378	3200.0	0.1067	21.33	0
379	2560.0	0.0853	17.07	0
380	2570.0	0.0857	17.13	0
381	2120.0	0.0707	14.13	0
382	2200.0	0.0733	14.67	0
383	1840.0	0.0613	12.27	0
384	1880.0	0.0627	12.53	0
385	1650.0	0.055	11.0	0
386	1690.0	0.0563	11.27	0
387	1470.0	0.049	9.8	0
388	1520.0	0.0507	10.13	0
389	1390.0	0.0463	9.27	0
390	1430.0	0.0477	9.53	0
391	1150.0	0.0383	7.67	0
392	1180.0	0.0393	7.87	0
393	1060.0	0.0353	7.07	0
394	1040.0	0.0347	6.93	0
395	1180.0	0.0393	7.87	0
396	1090.0	0.0363	7.27	0
397	977.0	0.0326	6.51	0
398	1020.0	0.034	6.8	0
399	912.0	0.0304	6.08	0
400	946.0	0.0315	6.31	0
401	849.0	0.0283	5.66	0
402	882.0	0.0294	5.88	0
403	809.0	0.027	5.39	0
404	831.0	0.0277	5.54	0
405	770.0	0.0257	5.13	0
406	784.0	0.0261	5.23	0
407	724.0	0.0241	4.83	0
408	750.0	0.025	5.0	0
409	691.0	0.023	4.61	0
410	708.0	0.0236	4.72	0
411	655.0	0.0218	4.37	0
412	672.0	0.0224	4.48	0
413	633.0	0.0211	4.22	0
414	653.0	0.0218	4.35	0
415	617.0	0.0206	4.11	0
416	643.0	0.0214	4.29	0
417	611.0	0.0204	4.07	0
418	616.0	0.0205	4.11	0
419	585.0	0.0195	3.9	0
420	593.0	0.0198	3.95	0
421	555.0	0.0185	3.7	0
422	566.0	0.0189	3.77	0
423	526.0	0.0175	3.51	0
424	537.0	0.0179	3.58	0
425	501.0	0.0167	3.34	0
426	512.0	0.0171	3.41	0
427	487.0	0.0162	3.25	0
428	498.0	0.0166	3.32	0
429	456.0	0.0152	3.04	0
430	453.0	0.0151	3.02	0
431	477.0	0.0159	3.18	0
432	467.0	0.0156	3.11	0
433	440.0	0.0147	2.93	0
434	451.0	0.015	3.01	0
435	428.0	0.0143	2.85	0
436	441.0	0.0147	2.94	0
437	421.0	0.014	2.81	0
438	418.0	0.0139	2.79	0
439	445.0	0.0148	2.97	0
440	435.0	0.0145	2.9	0
441	462.0	0.0154	3.08	0
442	422.0	0.0141	2.81	0
443	538.0	0.0179	3.59	0
444	545.0	0.0182	3.63	0
445	3850.0	0.1283	25.67	0
446	1760.0	0.0587	11.73	0
447	974.0	0.0325	6.49	0
448	974.0	0.0325	6.49	0
449	753.0	0.0251	5.02	0
450	758.0	0.0253	5.05	0
451	665.0	0.0222	4.43	0
452	660.0	0.022	4.4	0
453	7300.0	0.2433	48.67	0
454	4470.0	0.149	29.8	0
455	2440.0	0.0813	16.27	0
456	2940.0	0.098	19.6	0
457	1980.0	0.066	13.2	0
458	1710.0	0.057	11.4	0
459	3560.0	0.1187	23.73	0
460	3550.0	0.1183	23.67	0
461	1790.0	0.0597	11.93	0
462	1830.0	0.061	12.2	0
463	1420.0	0.0473	9.47	0
464	1420.0	0.0473	9.47	0
465	1250.0	0.0417	8.33	0
466	1260.0	0.042	8.4	0
467	1520.0	0.0507	10.13	0
468	1520.0	0.0507	10.13	0
469	19900.0	0.6633	132.67	0
470	29700.0	0.99	198.0	1
471	12100.0	0.4033	80.67	1
472	12000.0	0.4	80.0	1
473	5640.0	0.188	37.6	1
474	5700.0	0.19	38.0	1
475	4090.0	0.1363	27.27	1
476	4110.0	0.137	27.4	1
477	3400.0	0.1133	22.67	1
478	3950.0	0.1317	26.33	1
479	3020.0	0.1007	20.13	1
480	3680.0	0.1227	24.53	1
