# river=delta model=basin-input/2 input=precipitation+snowmelt+humidity+fog rows=720
# water_year=2025-07-01/2026-06-30 station=USW00023237 station_name=STOCKTON_AIRPORT,_CA_US
# fog_baseline_mm_day=0.0500 fog_baseline_norm=0.00223477 fog_window_minutes=180-600 fog_source=https://pubs.usgs.gov/of/1975/0568/report.pdf
# units=input_mm_day norm=0..1 scaled=0..200
frame	input_mm_day	norm	scaled	high_variation
691	0.2486	0.010335	2.0669	0
692	0.2210	0.009217	1.8433	0
693	0.1919	0.008022	1.6043	0
694	0.1654	0.006915	1.3830	0
695	0.1400	0.005851	1.1702	0
696	0.1125	0.004656	0.9313	0
697	0.0841	0.003407	0.6814	0
698	0.2497	0.010113	2.0226	0
699	0.4878	0.019791	3.9583	0
700	0.5123	0.020806	4.1613	0
701	0.4668	0.018976	3.7951	0
702	0.4276	0.017403	3.4806	0
703	0.3903	0.015904	3.1808	0
704	0.3584	0.014623	2.9246	0
705	0.3279	0.013396	2.6792	0
706	0.3019	0.012353	2.4705	0
707	0.2769	0.011348	2.2696	0
708	0.2557	0.010498	2.0996	0
709	0.2352	0.009676	1.9351	0
710	0.2377	0.009702	1.9404	0
711	0.2434	0.009848	1.9697	0
712	0.2768	0.010609	2.1219	0
713	0.3132	0.011438	2.2876	0
714	0.3765	0.013166	2.6332	0
715	0.4419	0.014966	2.9932	0
716	0.4102	0.013923	2.7845	0
717	0.3734	0.012731	2.5463	0
718	0.3431	0.011747	2.3494	0
719	0.3131	0.010768	2.1536	0
