# river=mccloud model=basin-input/2 input=precipitation+snowmelt+humidity+fog rows=720
# water_year=2025-07-01/2026-06-30 station=USC00045449 station_name=MCCLOUD,_CA_US
# fog_baseline_mm_day=0.0500 fog_baseline_norm=0.00200319 fog_window_minutes=180-600 fog_source=https://pubs.usgs.gov/of/1975/0568/report.pdf
# units=input_mm_day norm=0..1 scaled=0..200
frame	input_mm_day	norm	scaled	high_variation
157	0.5743	0.023009	4.6018	0
158	0.5216	0.020896	4.1793	0
159	0.4782	0.019158	3.8317	0
160	0.4350	0.017430	3.4860	0
161	0.3997	0.016014	3.2027	0
162	0.3645	0.014605	2.9209	0
163	0.3356	0.013445	2.6891	0
164	0.3068	0.012290	2.4579	0
165	0.2796	0.011201	2.2401	0
166	0.2530	0.010137	2.0275	0
167	0.2343	0.009386	1.8771	0
168	0.2158	0.008648	1.7295	0
169	0.2005	0.008032	1.6064	0
170	0.1855	0.007431	1.4862	0
171	0.1729	0.006927	1.3854	0
172	0.1607	0.006437	1.2873	0
173	0.1504	0.006024	1.2048	0
174	0.1453	0.005822	1.1643	0
175	0.1648	0.006604	1.3207	0
176	0.3350	0.013420	2.6841	0
177	1.1056	0.044294	8.8587	0
178	2.0611	0.082576	16.5153	0
179	3.6527	0.146341	29.2683	0
180	4.9446	0.198098	39.6196	0
181	5.3372	0.213830	42.7660	0
182	5.6121	0.224842	44.9684	0
183	5.5759	0.223392	44.6784	0
184	5.3994	0.216320	43.2641	0
185	4.8946	0.196097	39.2194	0
186	4.4195	0.177062	35.4124	0
187	4.0062	0.160504	32.1008	0
188	3.6191	0.144994	28.9988	0
189	3.2807	0.131438	26.2875	0
190	2.9653	0.118800	23.7599	0
191	2.6882	0.107701	21.5402	0
192	2.4312	0.097403	19.4807	0
193	2.2044	0.088316	17.6633	0
194	2.0462	0.081979	16.3958	0
195	1.9816	0.079392	15.8784	0
196	1.9724	0.079020	15.8040	0
197	2.0313	0.081381	16.2762	0
198	1.9751	0.079130	15.8260	0
199	1.7904	0.071731	14.3463	0
200	1.6224	0.065000	12.9999	0
201	1.4712	0.058942	11.7884	0
202	1.7769	0.071188	14.2375	0
203	2.5009	0.100195	20.0389	0
204	2.6896	0.107758	21.5515	0
205	2.4346	0.097540	19.5080	0
206	2.2060	0.088381	17.6761	0
207	1.9972	0.080015	16.0030	0
208	1.8110	0.072554	14.5108	0
209	1.6400	0.065705	13.1409	0
210	1.4883	0.059626	11.9253	0
211	1.3483	0.054019	10.8038	0
212	1.2247	0.049068	9.8135	0
213	1.1101	0.044477	8.8953	0
214	1.0095	0.040443	8.0887	0
215	0.9157	0.036685	7.3369	0
216	0.8334	0.033388	6.6775	0
217	0.7561	0.030293	6.0587	0
218	0.6806	0.027268	5.4535	0
219	0.6058	0.024269	4.8537	0
220	0.5304	0.021250	4.2500	0
221	0.4549	0.018224	3.6449	0
222	0.4005	0.016045	3.2091	0
223	0.3524	0.014121	2.8241	0
224	0.3156	0.012643	2.5287	0
225	0.2816	0.011282	2.2564	0
226	0.2585	0.010357	2.0714	0
227	0.2378	0.009528	1.9056	0
228	0.2203	0.008826	1.7652	0
229	0.2034	0.008147	1.6294	0
230	4.8154	0.192926	38.5851	0
231	10.1307	0.405875	81.1749	0
232	9.8275	0.393729	78.7459	0
233	8.8502	0.354573	70.9145	0
234	8.0354	0.321929	64.3857	0
235	7.2352	0.289870	57.9740	0
236	6.5700	0.263219	52.6437	0
237	5.9130	0.236898	47.3796	1
238	5.3696	0.215127	43.0253	1
239	4.8300	0.193510	38.7021	1
240	4.3910	0.175919	35.1838	0
241	3.9540	0.158413	31.6826	0
242	3.5952	0.144038	28.8076	0
243	3.2385	0.129749	25.9498	0
244	2.9321	0.117470	23.4940	0
245	2.7050	0.108374	21.6748	0
246	3.6034	0.144368	28.8736	0
247	4.7604	0.190719	38.1438	0
248	8.5103	0.340956	68.1913	0
249	11.9355	0.478182	95.6364	0
250	12.8706	0.515648	103.1296	0
251	13.5499	0.542862	108.5725	0
252	12.6588	0.507159	101.4318	0
253	11.7350	0.470150	94.0301	0
254	10.6462	0.426529	85.3058	1
255	9.5948	0.384407	76.8813	1
256	8.7034	0.348692	69.7385	1
257	7.8466	0.314366	62.8731	1
258	7.1168	0.285125	57.0251	0
259	6.4186	0.257152	51.4304	0
260	5.8210	0.233212	46.6424	0
261	5.2520	0.210417	42.0834	0
262	4.7628	0.190816	38.1633	0
263	4.8797	0.195498	39.0996	0
264	6.4915	0.260075	52.0149	0
265	7.7988	0.312452	62.4903	0
266	8.4384	0.338075	67.6149	0
267	9.0388	0.362128	72.4257	0
268	9.5624	0.383107	76.6213	0
269	10.0516	0.402706	80.5412	0
270	10.4803	0.419882	83.9763	0
271	10.8480	0.434611	86.9222	0
272	11.1190	0.445472	89.0943	0
273	10.8538	0.434845	86.9689	0
274	9.8234	0.393562	78.7124	0
275	9.0292	0.361744	72.3487	0
276	8.5396	0.342128	68.4256	0
277	8.3104	0.332946	66.5893	0
278	8.3850	0.335937	67.1875	0
279	8.0633	0.323048	64.6097	0
280	7.3229	0.293382	58.6764	0
281	6.6367	0.265892	53.1784	0
282	6.0025	0.240484	48.0967	0
283	5.4299	0.217543	43.5085	0
284	4.9107	0.196740	39.3480	0
285	4.4442	0.178051	35.6102	0
286	4.0191	0.161019	32.2038	0
287	3.6291	0.145394	29.0789	0
288	3.2640	0.130767	26.1534	0
289	2.9117	0.116653	23.3305	0
290	2.5675	0.102866	20.5732	0
291	2.2833	0.091479	18.2958	0
292	2.0336	0.081474	16.2948	0
293	1.8301	0.073321	14.6642	0
294	1.6505	0.066125	13.2250	0
295	1.4968	0.059969	11.9938	0
296	1.3552	0.054293	10.8587	0
297	1.2317	0.049347	9.8694	0
298	1.1157	0.044700	8.9400	0
299	1.0151	0.040671	8.1342	0
300	0.9202	0.036866	7.3732	0
301	0.8383	0.033585	6.7169	0
302	0.7605	0.030470	6.0939	0
303	0.6938	0.027797	5.5593	0
304	0.6302	0.025246	5.0493	0
305	0.5514	0.022093	4.4186	0
306	0.4692	0.018796	3.7592	0
307	0.4078	0.016337	3.2673	0
308	0.3506	0.014046	2.8092	0
309	0.3023	0.012111	2.4222	0
310	0.2555	0.010236	2.0471	0
311	0.2161	0.008660	1.7320	0
312	0.1778	0.007124	1.4248	0
313	0.1458	0.005841	1.1682	0
314	0.1144	0.004584	0.9168	0
315	0.1069	0.004284	0.8569	0
316	0.1012	0.004055	0.8111	0
317	0.0914	0.003663	0.7326	0
318	0.0814	0.003263	0.6525	0
319	0.0662	0.002654	0.5307	0
320	0.0510	0.002044	0.4087	0
321	0.0505	0.002023	0.4046	0
322	0.0500	0.002003	0.4006	0
323	0.0500	0.002003	0.4006	0
324	0.0500	0.002003	0.4006	0
325	0.0500	0.002003	0.4006	0
326	0.0500	0.002003	0.4006	0
327	0.0500	0.002003	0.4006	0
328	0.2640	0.010576	2.1152	0
329	2.3136	0.092693	18.5386	0
330	4.3153	0.172888	34.5776	0
331	5.9934	0.240120	48.0240	0
332	7.6248	0.305477	61.0954	0
333	8.9987	0.360522	72.1044	0
334	10.3116	0.413122	82.6243	0
335	11.3437	0.454474	90.8947	0
336	12.3374	0.494283	98.8566	0
337	13.1801	0.528046	105.6093	0
338	13.9884	0.560429	112.0858	1
339	14.6800	0.588139	117.6277	0
340	15.3394	0.614555	122.9110	0
341	15.9033	0.637148	127.4297	0
342	16.4613	0.659502	131.9004	0
343	17.0036	0.681231	136.2462	0
344	18.2247	0.730151	146.0303	0
345	21.0129	0.841860	168.3720	0
346	23.0171	0.922153	184.4305	0
347	23.4068	0.937765	187.5531	0
348	23.7717	0.952388	190.4776	0
349	24.0912	0.965185	193.0371	0
350	24.3890	0.977119	195.4239	0
351	24.6512	0.987623	197.5246	0
352	24.8939	0.995150	199.0299	0
353	25.1075	0.998231	199.6462	0
354	25.3047	1.000000	200.0000	0
355	25.4796	1.000000	200.0000	0
356	24.5203	0.963342	192.6684	0
357	22.1778	0.881979	176.3957	0
358	20.0372	0.802767	160.5534	0
359	18.1193	0.725930	145.1860	0
360	16.3774	0.656142	131.2285	0
361	14.8114	0.593404	118.6807	0
362	13.3944	0.536632	107.3264	0
363	12.1123	0.485266	97.0532	0
364	12.3479	0.494706	98.9413	0
365	13.8281	0.554008	110.8017	1
366	15.9480	0.638938	127.7877	1
367	18.5423	0.742875	148.5750	1
368	20.8528	0.835443	167.0886	1
369	22.9732	0.920397	184.0795	1
370	24.8348	0.967409	193.4818	1
371	26.5402	0.991521	198.3042	1
372	26.9046	1.000000	200.0000	1
373	26.5416	1.000000	200.0000	0
374	25.1746	0.969956	193.9911	0
375	23.3199	0.925318	185.0636	0
376	21.2847	0.852746	170.5493	0
377	19.1713	0.768077	153.6153	0
378	17.3348	0.694497	138.8995	0
379	15.6045	0.625177	125.0354	0
380	14.1086	0.565246	113.0492	0
381	12.6920	0.508490	101.6981	0
382	11.4736	0.459678	91.9356	0
383	10.3138	0.413212	82.6424	1
384	9.3206	0.373418	74.6835	1
385	8.3698	0.335326	67.0652	1
386	7.5317	0.301749	60.3498	1
387	6.7181	0.269154	53.8308	0
388	6.0533	0.242521	48.5041	0
389	5.4156	0.216971	43.3943	0
390	4.8786	0.195455	39.0910	0
391	4.3565	0.174537	34.9074	0
392	3.9191	0.157014	31.4028	0
393	3.4916	0.139887	27.9775	0
394	3.1355	0.125618	25.1237	0
395	2.7855	0.111597	22.3193	0
396	2.4954	0.099977	19.9954	0
397	2.2089	0.088497	17.6994	0
398	2.0089	0.080483	16.0967	0
399	1.8116	0.072578	14.5156	0
400	1.6498	0.066097	13.2195	0
401	1.4888	0.059647	11.9295	0
402	1.3565	0.054345	10.8691	0
403	1.2252	0.049086	9.8172	0
404	1.1168	0.044745	8.9490	0
405	1.0072	0.040354	8.0708	0
406	0.8806	0.035280	7.0560	0
407	0.7542	0.030215	6.0429	0
408	0.6297	0.025230	5.0460	0
409	0.5080	0.020352	4.0705	0
410	0.4062	0.016273	3.2547	0
411	0.3070	0.012300	2.4600	0
412	0.2237	0.008960	1.7921	0
413	0.1972	0.007901	1.5802	0
414	0.4535	0.018168	3.6336	0
415	0.7053	0.028257	5.6514	0
416	0.9385	0.037599	7.5198	0
417	1.0997	0.044058	8.8117	0
418	1.0014	0.040121	8.0241	0
419	0.9074	0.036355	7.2711	0
420	0.8270	0.033131	6.6263	0
421	0.7504	0.030063	6.0126	0
422	0.6845	0.027424	5.4847	0
423	0.6221	0.024923	4.9847	0
424	0.5681	0.022762	4.5524	0
425	0.5173	0.020725	4.1450	0
426	0.4731	0.018955	3.7911	0
427	0.4317	0.017295	3.4591	0
428	0.3955	0.015847	3.1693	0
429	0.3618	0.014494	2.8988	0
430	0.3322	0.013308	2.6616	0
431	0.3047	0.012206	2.4412	0
432	0.2804	0.011235	2.2470	0
433	0.2580	0.010337	2.0673	0
434	0.2382	0.009542	1.9083	0
435	0.2199	0.008810	1.7620	0
436	0.2037	0.008159	1.6318	0
437	0.1888	0.007563	1.5126	0
438	0.1755	0.007030	1.4060	0
439	0.6281	0.025162	5.0325	0
440	1.5675	0.062798	12.5597	0
441	1.9312	0.077371	15.4741	0
442	1.7500	0.070112	14.0224	0
443	2.0330	0.081450	16.2899	0
444	2.7138	0.108727	21.7454	0
445	3.0313	0.121447	24.2895	0
446	3.0670	0.122878	24.5755	0
447	2.9182	0.116914	23.3828	0
448	2.6400	0.105767	21.1534	0
449	2.3926	0.095858	19.1717	0
450	2.1649	0.086732	17.3465	0
451	1.9634	0.078661	15.7321	0
452	1.7769	0.071189	14.2378	0
453	1.6128	0.064614	12.9227	0
454	1.4601	0.058496	11.6993	0
455	1.6033	0.064233	12.8466	0
456	1.8814	0.075376	15.0751	0
457	1.8336	0.073462	14.6923	0
458	1.6537	0.066254	13.2508	0
459	2.3700	0.094951	18.9902	0
460	3.4073	0.136509	27.3017	0
461	4.3015	0.172334	34.4667	0
462	5.1507	0.206358	41.2717	0
463	5.8810	0.235617	47.1234	0
464	6.5789	0.263575	52.7151	0
465	6.4722	0.259301	51.8602	0
466	6.1773	0.247488	49.4976	0
467	5.6664	0.227018	45.4035	0
468	5.1128	0.204839	40.9677	0
469	10.1807	0.407880	81.5760	0
470	16.1646	0.647618	129.5237	1
471	15.4947	0.620777	124.1554	1
472	13.9568	0.559165	111.8329	1
473	15.3626	0.615486	123.0972	1
474	17.0619	0.683565	136.7130	1
475	15.7061	0.629247	125.8493	1
476	14.1346	0.566288	113.2577	1
477	12.8363	0.514272	102.8544	1
478	11.5497	0.462726	92.5453	1
479	10.4925	0.420370	84.0740	1
480	9.4453	0.378414	75.6828	0
481	9.1369	0.366060	73.2119	0
482	8.8121	0.353047	70.6095	0
483	8.0056	0.320735	64.1469	0
484	7.2121	0.288946	57.7893	0
485	6.6325	0.265725	53.1451	0
486	6.0546	0.242569	48.5139	0
487	5.4947	0.220139	44.0277	0
488	4.9462	0.198163	39.6326	0
489	4.4924	0.179983	35.9966	0
490	4.0495	0.162237	32.4475	0
491	3.6779	0.147353	29.4705	0
492	3.3170	0.132890	26.5781	0
493	3.0128	0.120704	24.1408	0
494	2.7186	0.108918	21.7836	0
495	2.4696	0.098940	19.7881	0
496	2.2286	0.089285	17.8570	0
497	2.0186	0.080871	16.1743	0
498	1.8187	0.072866	14.5732	0
499	1.6529	0.066222	13.2445	0
500	1.4902	0.059705	11.9410	0
501	1.3368	0.053557	10.7114	0
502	1.1911	0.047721	9.5441	0
503	1.0655	0.042687	8.5374	0
504	0.9468	0.037931	7.5861	0
505	0.8438	0.033808	6.7616	0
506	0.7514	0.030103	6.0206	0
507	0.6801	0.027248	5.4495	0
508	0.6151	0.024642	4.9285	0
509	0.5614	0.022492	4.4985	0
510	0.4748	0.019024	3.8048	0
511	0.3344	0.013396	2.6792	0
512	0.2432	0.009742	1.9485	0
513	0.2247	0.009002	1.8004	0
514	0.1886	0.007558	1.5115	0
515	0.1291	0.005174	1.0348	0
516	0.0947	0.003794	0.7587	0
517	0.0904	0.003622	0.7244	0
518	0.0865	0.003466	0.6931	0
519	0.0830	0.003325	0.6650	0
520	0.0798	0.003198	0.6395	0
521	0.0769	0.003083	0.6165	0
522	0.0699	0.002799	0.5597	0
523	0.0590	0.002363	0.4726	0
524	0.0539	0.002160	0.4320	0
525	0.0535	0.002145	0.4289	0
526	0.0524	0.002099	0.4198	0
527	0.0507	0.002030	0.4061	0
528	0.0500	0.002003	0.4006	0
529	0.0500	0.002003	0.4006	0
530	0.0500	0.002003	0.4006	0
531	0.0500	0.002003	0.4006	0
532	0.0500	0.002003	0.4006	0
533	0.0500	0.002003	0.4006	0
534	0.0500	0.002003	0.4006	0
535	0.0500	0.002003	0.4006	0
536	0.0500	0.002003	0.4006	0
537	0.0500	0.002003	0.4006	0
538	0.0500	0.002003	0.4006	0
539	0.0500	0.002003	0.4006	0
540	0.0500	0.002003	0.4006	0
541	0.0500	0.002003	0.4006	0
542	0.9667	0.038728	7.7457	0
543	2.1499	0.086132	17.2265	0
544	2.2157	0.088770	17.7539	0
545	2.0012	0.080177	16.0353	0
546	1.8188	0.072868	14.5735	0
547	1.6432	0.065832	13.1665	0
548	1.4946	0.059880	11.9759	0
549	1.3508	0.054120	10.8239	0
550	1.2298	0.049272	9.8544	0
551	1.1121	0.044556	8.9112	0
552	1.0136	0.040608	8.1216	0
553	0.9172	0.036747	7.3494	0
554	0.8370	0.033532	6.7064	0
555	0.7581	0.030371	6.0742	0
556	0.6927	0.027753	5.5506	0
557	0.6281	0.025165	5.0329	0
558	0.5749	0.023033	4.6066	0
559	0.5220	0.020914	4.1828	0
560	0.4787	0.019178	3.8356	0
561	0.4356	0.017452	3.4904	0
562	0.4027	0.016133	3.2266	0
563	0.7546	0.030231	6.0462	0
564	8.9610	0.359012	71.8023	0
565	16.4729	0.659966	131.9933	1
566	14.9558	0.599187	119.8374	1
567	13.4652	0.539467	107.8935	1
568	12.2231	0.489706	97.9411	1
569	11.0083	0.441034	88.2069	1
570	9.9914	0.400293	80.0586	1
571	9.0013	0.360627	72.1254	1
572	8.1687	0.327271	65.4541	1
573	7.3618	0.294944	58.9888	1
574	6.6802	0.267634	53.5269	1
575	6.0226	0.241290	48.2580	0
576	5.4645	0.218931	43.7861	0
577	4.9287	0.197462	39.4924	0
578	4.4718	0.179156	35.8312	0
579	4.4542	0.178453	35.6907	0
580	5.7944	0.232145	46.4291	0
581	7.0692	0.283221	56.6442	0
582	8.1668	0.327194	65.4389	0
583	8.7186	0.349301	69.8601	0
584	7.9594	0.318884	63.7768	0
585	7.2260	0.289500	57.8999	0
586	6.5476	0.262322	52.4643	0
587	5.9114	0.236835	47.3670	0
588	5.3560	0.214584	42.9167	0
589	6.0312	0.241635	48.3270	0
590	8.8187	0.353312	70.6623	0
591	10.1339	0.406005	81.2011	0
592	9.1739	0.367544	73.5088	0
593	8.3955	0.336358	67.2716	0
594	7.8704	0.315319	63.0639	0
595	7.2720	0.291345	58.2690	0
596	6.5812	0.263669	52.7338	0
597	5.9489	0.238336	47.6672	0
598	5.3833	0.215677	43.1354	0
599	4.8682	0.195038	39.0075	0
600	4.4051	0.176486	35.2971	0
601	3.9854	0.159671	31.9342	0
602	3.6063	0.144482	28.8964	0
603	3.2643	0.130782	26.1564	0
604	2.9539	0.118345	23.6690	0
605	2.7004	0.108187	21.6373	0
606	2.4904	0.099776	19.9553	0
607	2.2777	0.091254	18.2507	0
608	2.0630	0.082653	16.5307	0
609	1.8715	0.074978	14.9955	0
610	1.6943	0.067880	13.5760	0
611	1.5377	0.061606	12.3212	0
612	1.3926	0.055795	11.1590	0
613	1.2651	0.050684	10.1368	0
614	1.1463	0.045927	9.1853	0
615	1.0424	0.041764	8.3527	0
616	0.9452	0.037868	7.5737	0
617	0.8606	0.034477	6.8955	0
618	0.7810	0.031288	6.2576	0
619	0.7120	0.028526	5.7052	0
620	0.6468	0.025915	5.1830	0
621	0.5711	0.022879	4.5758	0
622	0.4920	0.019711	3.9423	0
623	0.4242	0.016996	3.3992	0
624	0.3595	0.014403	2.8805	0
625	0.3243	0.012992	2.5985	0
626	0.2959	0.011854	2.3709	0
627	0.2727	0.010926	2.1853	0
628	0.2506	0.010039	2.0079	0
629	0.2319	0.009291	1.8582	0
630	0.2138	0.008565	1.7129	0
631	0.1554	0.006227	1.2454	0
632	0.0920	0.003684	0.7369	0
633	0.0833	0.003339	0.6678	0
634	0.0800	0.003205	0.6410	0
635	0.0736	0.002947	0.5894	0
636	0.0669	0.002681	0.5362	0
637	0.0652	0.002612	0.5224	0
638	0.0637	0.002551	0.5101	0
639	0.0624	0.002500	0.5000	0
640	0.0612	0.002450	0.4900	0
641	0.0601	0.002409	0.4818	0
642	0.0591	0.002368	0.4737	0
643	0.0583	0.002335	0.4669	0
644	0.0574	0.002301	0.4603	0
645	0.0568	0.002274	0.4548	0
646	0.0559	0.002238	0.4477	0
647	0.0528	0.002115	0.4230	0
648	0.0890	0.003564	0.7128	0
649	0.4430	0.017747	3.5493	0
650	0.8836	0.035402	7.0804	0
651	1.8816	0.075383	15.0766	0
652	2.8507	0.114209	22.8417	0
653	3.6677	0.146942	29.3884	0
654	4.9633	0.198851	39.7702	0
655	8.3807	0.335762	67.1524	0
656	10.8732	0.435623	87.1246	0
657	9.8613	0.395082	79.0163	0
658	8.8920	0.356250	71.2500	0
659	8.0628	0.323029	64.6058	0
660	7.2725	0.291363	58.2727	0
661	6.5936	0.264164	52.8329	0
662	5.9495	0.238361	47.6721	0
663	5.3937	0.216092	43.2184	0
664	4.8689	0.195065	39.0131	0
665	4.4138	0.176834	35.3667	0
666	3.9861	0.159700	31.9400	0
667	3.6136	0.144773	28.9546	0
668	3.2651	0.130812	26.1625	0
669	2.9601	0.118591	23.7182	0
670	2.6761	0.107216	21.4432	0
671	2.4264	0.097210	19.4420	0
672	2.1950	0.087941	17.5883	0
673	1.9906	0.079749	15.9499	0
674	1.8021	0.072198	14.4395	0
675	1.6347	0.065490	13.0981	0
676	1.4811	0.059338	11.8676	0
677	1.3440	0.053846	10.7693	0
678	1.2189	0.048834	9.7667	0
679	1.1067	0.044338	8.8675	0
680	1.0047	0.040254	8.0507	0
681	0.9129	0.036573	7.3145	0
682	0.8298	0.033246	6.6491	0
683	0.7546	0.030232	6.0464	0
684	0.6869	0.027521	5.5043	0
685	0.6253	0.025054	5.0108	0
686	0.5702	0.022846	4.5691	0
687	0.5198	0.020826	4.1651	0
688	0.4749	0.019027	3.8053	0
689	0.4336	0.017373	3.4745	0
690	0.3937	0.015774	3.1547	0
691	0.3546	0.014207	2.8413	0
692	0.3132	0.012547	2.5095	0
693	0.2705	0.010839	2.1678	0
694	0.2332	0.009341	1.8682	0
695	0.1982	0.007943	1.5885	0
696	0.1388	0.005561	1.1122	0
697	0.0690	0.002765	0.5529	0
698	0.4841	0.019395	3.8791	0
699	1.0804	0.043283	8.6567	0
700	1.1464	0.045930	9.1860	0
701	1.0383	0.041600	8.3200	0
702	0.9455	0.037880	7.5760	0
