# river=shasta model=basin-input/2 input=precipitation+snowmelt+humidity+fog rows=720
# water_year=2025-07-01/2026-06-30 station=USC00045983 station_name=MOUNT_SHASTA,_CA_US
# fog_baseline_mm_day=0.0500 fog_baseline_norm=0.00234763 fog_window_minutes=180-600 fog_source=https://pubs.usgs.gov/of/1975/0568/report.pdf
# units=input_mm_day norm=0..1 scaled=0..200
frame	input_mm_day	norm	scaled	high_variation
680	1.0360	0.048642	9.7284	0
681	0.9411	0.044187	8.8374	0
682	0.8553	0.040160	8.0320	0
683	0.7776	0.036513	7.3025	0
684	0.7078	0.033232	6.6464	0
685	0.6442	0.030246	6.0491	0
686	0.5873	0.027573	5.5146	0
687	0.5352	0.025128	5.0256	0
688	0.4888	0.022951	4.5902	0
689	0.4462	0.020949	4.1898	0
690	0.4084	0.019176	3.8351	0
691	0.3735	0.017537	3.5074	0
692	0.3341	0.015689	3.1378	0
693	0.2924	0.013731	2.7461	0
694	0.2462	0.011559	2.3118	0
695	0.1978	0.009286	1.8573	0
696	0.1466	0.006884	1.3768	0
697	0.0943	0.004426	0.8853	0
698	0.3531	0.016578	3.3155	0
699	0.7281	0.034186	6.8373	0
700	0.7676	0.036040	7.2080	0
701	0.6968	0.032719	6.5437	0
702	0.6361	0.029865	5.9731	0
703	0.5782	0.027146	5.4292	0
704	0.5287	0.024822	4.9644	0
705	0.4812	0.022596	4.5192	0
706	0.4409	0.020703	4.1406	0
707	0.4021	0.018880	3.7761	0
708	0.3693	0.017339	3.4678	0
709	0.3375	0.015847	3.1693	0
710	0.3516	0.016508	3.3016	0
711	0.3722	0.017473	3.4947	0
712	0.3474	0.016310	3.2620	0
713	0.3176	0.014913	2.9827	0
714	0.2929	0.013751	2.7502	0
715	0.2685	0.012607	2.5215	0
716	0.2484	0.011661	2.3321	0
717	0.2284	0.010724	2.1449	0
718	0.2109	0.009902	1.9805	0
719	0.1935	0.009083	1.8167	0
