# dataset=Water Council measured river temperatures consolidated and resampled to 720 values
# period=2025-07-01 through 2026-06-30T11:50:00; half-open 365-day installation loop
# timestamps=720 evenly spaced half-open bins at 730 model minutes per row; Pacific local calendar time
# output_units=degrees Celsius (deg C) for every temperature column
# cottonwood=excluded at user request because no continuous 2025-2026 measured temperature record was found
# method=calendar-day means from measured observations; missing daily means linearly interpolated; completed inclusive source series linearly reinterpolated onto 720 half-open installation frames
# quality_control=CDEC rows flagged N or outside -2 to 40 deg C were excluded; sub-daily dates required at least half of expected observations before daily averaging
# feather_headwater_mean=arithmetic mean of CDEC TM1 and TM2 after daily averaging and interpolation
# shasta_keswick_source=CDEC station KWK; Sacramento River at Keswick, 0.8 miles below Keswick Dam; water temperature
# shasta_keswick_native_units=DEG F; converted to deg C before output
# shasta_keswick_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KWK
# shasta_keswick_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=KWK&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# shasta_keswick_source_observations=8757
# shasta_keswick_observed_days=366
# shasta_keswick_missing_source_days=0
# shasta_keswick_source_flags={'N': 1}
# mccloud_source=CDEC station MSS; McCloud River above Shasta Lake; water temperature
# mccloud_native_units=DEG F; converted to deg C before output
# mccloud_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MSS
# mccloud_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=MSS&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# mccloud_source_observations=8754
# mccloud_observed_days=366
# mccloud_missing_source_days=0
# mccloud_source_flags={}
# pit_source=CDEC station PMN; Pit River near Montgomery Creek; water temperature
# pit_native_units=DEG F; converted to deg C before output
# pit_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PMN
# pit_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=PMN&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# pit_source_observations=8676
# pit_observed_days=363
# pit_missing_source_days=3
# pit_source_flags={'N': 78}
# mill_source=USGS station 11381500; Mill Creek near Los Molinos; water temperature
# mill_native_units=deg C; no unit conversion
# mill_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11381500/
# mill_data_url=https://waterservices.usgs.gov/nwis/dv/?format=json&sites=11381500&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# mill_source_observations=366
# mill_observed_days=366
# mill_missing_source_days=0
# mill_source_flags={'A': 155, 'P': 211}
# feather_tm1_source=CDEC station TM1; Thompson Meadow Site 1, East Branch North Fork Feather headwaters; water temperature
# feather_tm1_native_units=DEG F; converted to deg C before output
# feather_tm1_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TM1
# feather_tm1_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=TM1&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# feather_tm1_source_observations=8034
# feather_tm1_observed_days=349
# feather_tm1_missing_source_days=17
# feather_tm1_source_flags={}
# feather_tm2_source=CDEC station TM2; Thompson Meadow Site 2, East Branch North Fork Feather headwaters; water temperature
# feather_tm2_native_units=DEG F; converted to deg C before output
# feather_tm2_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TM2
# feather_tm2_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=TM2&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# feather_tm2_source_observations=8696
# feather_tm2_observed_days=364
# feather_tm2_missing_source_days=2
# feather_tm2_source_flags={}
# feather_release_source=CDEC station FTA; Feather River below Thermalito Afterbay; water temperature
# feather_release_native_units=DEG F; converted to deg C before output
# feather_release_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FTA
# feather_release_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=FTA&SensorNums=25&dur_code=E&Start=2025-07-01&End=2026-07-02
# feather_release_source_observations=34885
# feather_release_observed_days=366
# feather_release_missing_source_days=0
# feather_release_source_flags={}
# american_source=USGS station 11446500; American River at Fair Oaks; water temperature
# american_native_units=deg C; no unit conversion
# american_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11446500/
# american_data_url=https://waterservices.usgs.gov/nwis/iv/?format=json&sites=11446500&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# american_source_observations=35074
# american_observed_days=366
# american_missing_source_days=0
# american_source_flags={'A': 14828, 'P': 20246}
# delta_freeport_source=USGS station 11447650; Sacramento River at Freeport, Right Bank Pump Stand; water temperature
# delta_freeport_native_units=deg C; no unit conversion
# delta_freeport_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11447650/
# delta_freeport_data_url=https://waterservices.usgs.gov/nwis/iv/?format=json&sites=11447650&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# delta_freeport_source_observations=35136
# delta_freeport_observed_days=366
# delta_freeport_missing_source_days=0
# delta_freeport_source_flags={'A': 15804, 'P': 19332}
# note=USGS values carrying qualifier P are provisional and subject to revision
frame,timestamp_pacific,shasta_keswick_release_temp_c,mccloud_above_shasta_lake_temp_c,pit_near_montgomery_creek_temp_c,mill_creek_temp_c,feather_headwater_tm1_temp_c,feather_headwater_tm2_temp_c,feather_headwater_mean_temp_c,feather_below_thermalito_temp_c,american_fair_oaks_temp_c,delta_freeport_temp_c
354,2025-12-27T11:00:00,11.586,8.615,8.706,8.396,0.124,0.000,0.062,11.025,11.406,11.734
355,2025-12-27T23:10:00,11.472,8.362,8.555,7.904,0.065,0.000,0.032,10.862,11.228,11.448
356,2025-12-28T11:20:00,11.397,8.081,8.366,7.564,0.037,0.000,0.018,10.678,11.037,11.159
357,2025-12-28T23:30:00,11.374,7.835,8.150,7.392,0.030,0.000,0.015,10.485,10.853,10.872
358,2025-12-29T11:40:00,11.417,7.695,7.924,7.397,0.028,0.000,0.014,10.297,10.702,10.592
359,2025-12-29T23:50:00,11.455,7.654,7.708,7.573,0.029,0.000,0.015,10.145,10.596,10.332
360,2025-12-30T12:00:00,11.409,7.695,7.524,7.900,0.033,0.000,0.016,10.057,10.550,10.103
361,2025-12-31T00:10:00,11.329,7.872,7.371,8.371,0.137,0.000,0.068,10.031,10.536,9.933
362,2025-12-31T12:20:00,11.266,8.235,7.246,8.968,0.433,0.000,0.216,10.054,10.526,9.846
363,2026-01-01T00:30:00,11.227,8.667,7.173,9.504,0.809,0.000,0.405,10.117,10.518,9.852
364,2026-01-01T12:40:00,11.219,9.061,7.171,9.811,1.159,0.000,0.580,10.207,10.512,9.953
365,2026-01-02T00:50:00,11.224,9.349,7.219,9.942,1.311,0.000,0.656,10.261,10.487,10.141
366,2026-01-02T13:00:00,11.228,9.481,7.299,9.946,1.140,0.000,0.570,10.229,10.426,10.404
367,2026-01-03T01:10:00,11.226,9.650,7.400,9.835,0.871,0.000,0.435,10.156,10.354,10.672
368,2026-01-03T13:20:00,11.215,9.993,7.514,9.622,0.671,0.000,0.335,10.077,10.294,10.896
369,2026-01-04T01:30:00,11.188,10.055,7.595,9.384,0.679,0.000,0.340,9.987,10.354,11.043
370,2026-01-04T13:40:00,11.145,9.547,7.613,9.172,0.978,0.000,0.489,9.880,10.602,11.096
371,2026-01-05T01:50:00,11.113,9.109,7.607,9.100,1.308,0.000,0.654,9.865,10.815,11.112
372,2026-01-05T14:00:00,11.109,9.111,7.599,9.233,1.516,0.000,0.758,10.002,10.868,11.127
373,2026-01-06T02:10:00,11.117,9.275,7.575,9.385,1.817,0.000,0.909,10.194,10.865,11.152
374,2026-01-06T14:20:00,11.128,9.457,7.526,9.460,2.323,0.000,1.162,10.389,10.862,11.194
375,2026-01-07T02:30:00,11.091,9.389,7.523,9.192,2.272,0.000,1.136,10.502,10.805,11.218
376,2026-01-07T14:40:00,10.982,8.947,7.596,8.461,1.314,0.000,0.657,10.493,10.670,11.211
377,2026-01-08T02:50:00,10.947,8.388,7.652,7.672,0.478,0.000,0.239,10.404,10.598,11.102
378,2026-01-08T15:00:00,11.047,7.810,7.651,6.987,0.173,0.000,0.086,10.250,10.648,10.860
379,2026-01-09T03:10:00,11.166,7.445,7.548,6.650,0.065,0.000,0.032,10.114,10.688,10.627
380,2026-01-09T15:20:00,11.264,7.379,7.322,6.756,0.046,0.000,0.023,10.023,10.674,10.452
381,2026-01-10T03:30:00,11.303,7.350,7.091,6.939,0.046,0.000,0.023,9.968,10.648,10.307
382,2026-01-10T15:40:00,11.266,7.285,6.892,7.096,0.046,0.000,0.023,9.947,10.622,10.188
383,2026-01-11T03:50:00,11.222,7.247,6.738,7.228,0.046,0.000,0.023,9.927,10.573,10.079
384,2026-01-11T16:00:00,11.185,7.255,6.636,7.333,0.047,0.000,0.024,9.901,10.493,9.979
385,2026-01-12T04:10:00,11.173,7.279,6.593,7.476,0.048,0.000,0.024,9.918,10.435,9.910
386,2026-01-12T16:20:00,11.189,7.316,6.617,7.672,0.050,0.000,0.025,9.991,10.410,9.881
387,2026-01-13T04:30:00,11.214,7.373,6.625,7.832,0.051,0.000,0.025,10.062,10.385,9.880
388,2026-01-13T16:40:00,11.245,7.453,6.603,7.939,0.051,0.000,0.025,10.122,10.353,9.908
389,2026-01-14T04:50:00,11.268,7.528,6.589,8.128,0.051,0.000,0.025,10.183,10.320,9.956
390,2026-01-14T17:00:00,11.282,7.594,6.588,8.425,0.051,0.000,0.025,10.244,10.284,10.024
391,2026-01-15T05:10:00,11.292,7.594,6.585,8.595,0.051,0.000,0.025,10.290,10.259,10.101
392,2026-01-15T17:20:00,11.299,7.515,6.579,8.600,0.051,0.000,0.025,10.315,10.247,10.189
393,2026-01-16T05:30:00,11.253,7.414,6.573,8.531,0.051,0.000,0.025,10.360,10.220,10.283
394,2026-01-16T17:40:00,11.142,7.290,6.566,8.380,0.051,0.000,0.025,10.428,10.178,10.383
395,2026-01-17T05:50:00,11.059,7.204,6.558,8.251,0.052,0.000,0.026,10.494,10.127,10.478
396,2026-01-17T18:00:00,11.008,7.161,6.550,8.153,0.054,0.000,0.027,10.552,10.065,10.564
397,2026-01-18T06:10:00,10.964,7.126,6.532,8.100,0.060,0.000,0.030,10.529,9.986,10.619
398,2026-01-18T18:20:00,10.925,7.102,6.504,8.102,0.069,0.000,0.035,10.414,9.893,10.639
399,2026-01-19T06:30:00,10.903,7.080,6.506,8.127,0.073,0.000,0.037,10.308,9.839,10.656
400,2026-01-19T18:40:00,10.897,7.067,6.532,8.183,0.076,0.000,0.038,10.215,9.827,10.666
401,2026-01-20T06:50:00,10.875,7.119,6.503,8.285,0.128,0.000,0.064,10.139,9.803,10.634
402,2026-01-20T19:00:00,10.836,7.240,6.422,8.444,0.254,0.000,0.127,10.086,9.762,10.561
403,2026-01-21T07:10:00,10.803,7.366,6.401,8.649,0.545,0.000,0.273,10.060,9.709,10.510
404,2026-01-21T19:20:00,10.775,7.461,6.442,8.855,0.965,0.000,0.482,10.051,9.644,10.488
405,2026-01-22T07:30:00,10.748,7.350,6.478,8.781,1.133,0.000,0.567,9.979,9.570,10.506
406,2026-01-22T19:40:00,10.721,7.044,6.510,8.421,1.031,0.000,0.516,9.854,9.503,10.561
407,2026-01-23T07:50:00,10.678,6.798,6.545,8.038,0.838,0.000,0.419,9.781,9.509,10.616
408,2026-01-23T20:00:00,10.631,6.582,6.580,7.623,0.565,0.000,0.283,9.748,9.576,10.660
409,2026-01-24T08:10:00,10.630,6.241,6.607,7.160,0.330,0.000,0.165,9.669,9.593,10.657
410,2026-01-24T20:20:00,10.665,5.842,6.625,6.700,0.152,0.000,0.076,9.560,9.562,10.605
411,2026-01-25T08:30:00,10.673,5.684,6.645,6.429,0.072,0.000,0.036,9.497,9.524,10.533
412,2026-01-25T20:40:00,10.650,5.747,6.659,6.360,0.084,0.000,0.042,9.478,9.490,10.440
413,2026-01-26T08:50:00,10.605,5.828,6.643,6.410,0.112,0.000,0.056,9.463,9.500,10.333
414,2026-01-26T21:00:00,10.548,6.004,6.602,6.648,0.239,0.000,0.120,9.483,9.555,10.237
415,2026-01-27T09:10:00,10.514,6.440,6.566,7.173,0.646,0.000,0.323,9.611,9.638,10.219
416,2026-01-27T21:20:00,10.500,6.978,6.537,7.826,1.151,0.000,0.575,9.805,9.726,10.269
417,2026-01-28T09:30:00,10.490,7.172,6.518,8.139,1.243,0.000,0.622,9.922,9.763,10.331
418,2026-01-28T21:40:00,10.490,7.115,6.507,8.182,1.228,0.000,0.614,9.978,9.765,10.409
419,2026-01-29T09:50:00,10.505,7.103,6.504,8.200,1.843,0.000,0.921,10.028,9.778,10.506
420,2026-01-29T22:00:00,10.524,7.113,6.519,8.209,2.670,0.000,1.335,10.061,9.786,10.616
421,2026-01-30T10:10:00,10.519,7.090,6.566,8.242,2.795,0.000,1.397,10.058,9.758,10.726
422,2026-01-30T22:20:00,10.498,7.063,6.639,8.312,2.529,0.000,1.265,10.005,9.702,10.825
423,2026-01-31T10:30:00,10.475,7.082,6.721,8.431,2.530,0.000,1.265,9.892,9.639,10.895
424,2026-01-31T22:40:00,10.456,7.105,6.798,8.533,2.620,0.000,1.310,9.739,9.594,10.924
425,2026-02-01T10:50:00,10.448,7.061,6.852,8.510,2.490,0.000,1.245,9.587,9.609,10.900
426,2026-02-01T23:00:00,10.453,6.984,6.884,8.430,2.294,0.000,1.147,9.440,9.647,10.853
427,2026-02-02T11:10:00,10.472,6.924,6.901,8.400,2.271,0.000,1.135,9.307,9.653,10.833
428,2026-02-02T23:20:00,10.491,6.904,6.925,8.422,2.358,0.000,1.178,9.232,9.652,10.837
429,2026-02-03T11:30:00,10.486,6.956,6.983,8.496,2.474,0.000,1.237,9.273,9.676,10.866
430,2026-02-03T23:40:00,10.465,7.029,7.053,8.620,2.622,0.000,1.311,9.409,9.707,10.919
431,2026-02-04T11:50:00,10.437,7.061,7.108,8.797,2.810,0.000,1.406,9.612,9.722,10.991
432,2026-02-05T00:00:00,10.410,7.061,7.162,8.951,3.019,0.000,1.510,9.822,9.728,11.076
433,2026-02-05T12:10:00,10.395,7.033,7.233,9.000,3.231,0.000,1.615,9.974,9.731,11.166
434,2026-02-06T00:20:00,10.386,7.012,7.300,9.013,3.323,0.000,1.662,10.094,9.730,11.250
435,2026-02-06T12:30:00,10.378,7.032,7.347,9.052,3.164,0.000,1.582,10.199,9.723,11.320
436,2026-02-07T00:40:00,10.376,7.187,7.394,9.143,2.962,0.000,1.480,10.277,9.723,11.381
437,2026-02-07T12:50:00,10.388,7.584,7.464,9.314,2.890,0.000,1.445,10.312,9.746,11.441
438,2026-02-08T01:00:00,10.392,7.946,7.535,9.462,2.972,0.000,1.486,10.335,9.799,11.503
439,2026-02-08T13:10:00,10.370,8.057,7.594,9.500,3.260,0.000,1.630,10.367,9.894,11.571
440,2026-02-09T01:20:00,10.354,7.949,7.631,9.386,3.492,0.000,1.746,10.391,9.942,11.598
441,2026-02-09T13:30:00,10.366,7.587,7.630,9.050,3.472,0.000,1.736,10.393,9.869,11.542
442,2026-02-10T01:40:00,10.389,7.391,7.657,8.850,3.531,0.000,1.766,10.376,9.803,11.455
443,2026-02-10T13:50:00,10.415,7.665,7.758,9.046,3.895,0.000,1.947,10.334,9.819,11.359
444,2026-02-11T02:00:00,10.425,8.030,7.876,9.320,4.315,0.000,2.157,10.322,9.872,11.339
445,2026-02-11T14:10:00,10.404,8.322,7.990,9.537,4.683,0.000,2.341,10.379,9.956,11.468
446,2026-02-12T02:20:00,10.366,8.413,8.074,9.614,4.800,0.000,2.400,10.438,10.028,11.600
447,2026-02-12T14:30:00,10.316,8.164,8.105,9.458,4.475,0.000,2.237,10.473,10.062,11.669
448,2026-02-13T02:40:00,10.282,7.946,8.131,9.288,4.197,0.000,2.098,10.484,10.116,11.703
449,2026-02-13T14:50:00,10.286,7.914,8.170,9.177,4.170,0.000,2.085,10.458,10.220,11.696
450,2026-02-14T03:00:00,10.266,7.986,8.235,9.191,4.257,0.000,2.128,10.462,10.285,11.721
451,2026-02-14T15:10:00,10.191,8.190,8.344,9.416,4.470,0.000,2.235,10.535,10.265,11.814
452,2026-02-15T03:20:00,10.122,8.240,8.431,9.499,4.123,0.000,2.061,10.570,10.233,11.892
453,2026-02-15T15:30:00,10.074,7.985,8.471,9.277,2.743,0.000,1.371,10.520,10.203,11.924
454,2026-02-16T03:40:00,10.018,7.563,8.475,8.796,1.471,0.000,0.735,10.392,10.151,11.854
455,2026-02-16T15:50:00,9.943,6.902,8.424,7.913,0.580,0.000,0.290,10.140,10.062,11.608
456,2026-02-17T04:00:00,9.895,6.339,8.371,7.072,0.021,0.000,0.011,9.886,9.935,11.253
457,2026-02-17T16:10:00,9.897,5.978,8.324,6.357,0.000,0.000,0.000,9.643,9.750,10.726
458,2026-02-18T04:20:00,9.859,5.663,8.263,5.941,0.000,0.000,0.000,9.427,9.560,10.288
459,2026-02-18T16:30:00,9.746,5.419,8.177,6.034,0.000,0.000,0.000,9.257,9.369,10.022
460,2026-02-19T04:40:00,9.664,5.270,8.042,5.983,0.000,0.000,0.000,9.115,9.277,9.815
461,2026-02-19T16:50:00,9.634,5.284,7.829,5.692,0.000,0.000,0.000,9.019,9.355,9.707
462,2026-02-20T05:00:00,9.624,5.383,7.639,5.646,0.004,0.000,0.002,8.931,9.455,9.622
463,2026-02-20T17:10:00,9.651,5.625,7.491,6.008,0.013,0.000,0.006,8.858,9.589,9.572
464,2026-02-21T05:20:00,9.689,5.876,7.398,6.467,0.021,0.000,0.010,8.786,9.708,9.535
465,2026-02-21T17:30:00,9.744,6.142,7.396,7.081,0.026,0.000,0.013,8.733,9.802,9.526
466,2026-02-22T05:40:00,9.805,6.417,7.432,7.754,0.036,0.000,0.018,8.827,9.886,9.606
467,2026-02-22T17:50:00,9.869,6.733,7.517,8.484,0.063,0.000,0.031,9.133,9.946,9.822
468,2026-02-23T06:00:00,9.912,7.246,7.540,8.975,0.180,0.000,0.090,9.382,9.931,10.070
469,2026-02-23T18:10:00,9.927,8.019,7.480,9.112,0.502,0.000,0.251,9.549,9.813,10.358
470,2026-02-24T06:20:00,9.946,8.649,7.452,9.147,1.346,0.000,0.673,9.701,9.713,10.620
471,2026-02-24T18:30:00,9.974,9.079,7.474,9.071,2.885,0.000,1.443,9.839,9.651,10.844
472,2026-02-25T06:40:00,10.015,9.460,7.538,9.138,4.361,0.000,2.180,10.015,9.655,11.061
473,2026-02-25T18:50:00,10.071,9.745,7.659,9.404,5.666,0.000,2.833,10.239,9.756,11.272
474,2026-02-26T07:00:00,10.122,9.854,7.815,9.734,6.508,0.000,3.254,10.466,9.906,11.503
475,2026-02-26T19:10:00,10.165,9.765,8.016,10.134,6.822,0.000,3.411,10.687,10.089,11.779
476,2026-02-27T07:20:00,10.178,9.757,8.233,10.514,7.298,0.000,3.649,10.855,10.140,12.160
477,2026-02-27T19:30:00,10.156,9.838,8.466,10.854,7.866,0.000,3.932,10.948,10.037,12.634
478,2026-02-28T07:40:00,10.126,9.901,8.683,11.128,8.017,0.000,4.009,10.979,9.913,12.967
479,2026-02-28T19:50:00,10.084,9.913,8.883,11.254,7.681,0.000,3.841,10.954,9.783,13.140
480,2026-03-01T08:00:00,10.034,9.785,9.084,11.067,7.204,0.000,3.602,10.978,9.716,13.275
481,2026-03-01T20:10:00,9.984,9.519,9.279,10.595,6.710,0.000,3.355,11.052,9.721,13.363
482,2026-03-02T08:20:00,9.962,9.275,9.445,10.261,6.709,0.000,3.354,11.127,9.750,13.417
483,2026-03-02T20:30:00,9.973,9.103,9.573,10.103,7.110,0.000,3.555,11.203,9.811,13.439
484,2026-03-03T08:40:00,10.007,9.126,9.655,10.108,7.247,0.000,3.623,11.276,9.903,13.467
485,2026-03-03T20:50:00,10.055,9.219,9.704,10.158,7.045,0.000,3.522,11.333,10.018,13.496
486,2026-03-04T09:00:00,10.081,8.952,9.774,9.850,6.498,0.000,3.249,11.339,10.116,13.507
487,2026-03-04T21:10:00,10.107,8.441,9.854,9.315,5.765,0.000,2.883,11.286,10.186,13.478
488,2026-03-05T09:20:00,10.196,8.119,9.911,9.022,5.379,0.000,2.690,11.179,10.215,13.357
489,2026-03-05T21:30:00,10.321,8.021,9.952,9.006,5.357,0.000,2.678,11.075,10.241,13.180
490,2026-03-06T09:40:00,10.401,8.173,10.008,9.263,5.628,0.000,2.813,11.112,10.353,13.056
491,2026-03-06T21:50:00,10.458,8.524,10.071,9.759,6.180,0.000,3.090,11.256,10.507,12.997
492,2026-03-07T10:00:00,10.543,8.925,10.127,10.383,6.950,0.000,3.475,11.413,10.594,13.024
493,2026-03-07T22:10:00,10.648,9.298,10.177,10.999,7.790,0.000,3.895,11.590,10.620,13.132
494,2026-03-08T10:20:00,10.759,9.484,10.222,11.329,8.397,0.000,4.199,11.803,10.605,13.309
495,2026-03-08T22:30:00,10.857,9.509,10.273,11.419,8.736,0.000,4.369,12.006,10.578,13.517
496,2026-03-09T10:40:00,10.903,9.399,10.347,11.322,8.719,0.000,4.359,12.110,10.588,13.687
497,2026-03-09T22:50:00,10.907,9.177,10.413,11.091,8.480,0.000,4.240,12.148,10.588,13.840
498,2026-03-10T11:00:00,10.881,8.855,10.420,10.779,8.193,0.000,4.097,12.155,10.497,14.002
499,2026-03-10T23:10:00,10.845,8.582,10.386,10.541,8.034,0.000,4.017,12.166,10.379,14.156
500,2026-03-11T11:20:00,10.826,8.600,10.327,10.636,8.305,0.000,4.153,12.242,10.323,14.270
501,2026-03-11T23:30:00,10.812,8.745,10.268,10.859,7.925,0.000,3.962,12.346,10.299,14.372
502,2026-03-12T11:40:00,10.790,8.853,10.245,10.997,5.140,0.000,2.570,12.445,10.281,14.493
503,2026-03-12T23:50:00,10.777,8.989,10.253,11.109,1.979,0.000,0.990,12.557,10.281,14.610
504,2026-03-13T12:00:00,10.801,9.245,10.305,11.250,0.635,0.000,0.317,12.711,10.319,14.696
505,2026-03-14T00:10:00,10.867,9.479,10.380,11.413,0.129,0.000,0.065,12.881,10.375,14.771
506,2026-03-14T12:20:00,11.011,9.528,10.475,11.605,0.000,0.000,0.000,13.050,10.435,14.850
507,2026-03-15T00:30:00,11.138,9.555,10.569,11.853,0.000,0.000,0.000,13.204,10.475,14.944
508,2026-03-15T12:40:00,11.152,9.696,10.643,12.223,0.000,0.000,0.000,13.315,10.454,15.073
509,2026-03-16T00:50:00,11.136,9.877,10.699,12.628,0.000,0.000,0.000,13.436,10.424,15.228
510,2026-03-16T13:00:00,11.132,10.076,10.724,13.033,0.000,0.000,0.000,13.615,10.418,15.423
511,2026-03-17T01:10:00,11.143,10.271,10.766,13.403,0.000,0.000,0.000,13.832,10.443,15.629
512,2026-03-17T13:20:00,11.185,10.447,10.879,13.677,0.000,0.000,0.000,14.114,10.531,15.838
513,2026-03-18T01:30:00,11.216,10.615,11.005,13.907,0.000,0.000,0.000,14.373,10.702,16.083
514,2026-03-18T13:40:00,11.203,10.774,11.125,14.071,0.000,0.000,0.000,14.531,11.060,16.422
515,2026-03-19T01:50:00,11.215,10.924,11.265,14.186,0.000,0.000,0.000,14.645,11.391,16.776
516,2026-03-19T14:00:00,11.313,11.054,11.457,14.200,0.000,0.000,0.000,14.685,11.559,17.123
517,2026-03-20T02:10:00,11.405,11.176,11.630,14.238,0.000,0.000,0.000,14.743,11.673,17.434
518,2026-03-20T14:20:00,11.447,11.282,11.735,14.379,0.000,0.000,0.000,14.878,11.714,17.651
519,2026-03-21T02:30:00,11.493,11.347,11.837,14.453,0.000,0.000,0.000,14.997,11.742,17.853
520,2026-03-21T14:40:00,11.568,11.302,11.953,14.317,0.000,0.000,0.000,15.054,11.761,18.046
521,2026-03-22T02:50:00,11.625,11.239,12.049,14.192,0.000,0.000,0.000,15.029,11.764,18.191
522,2026-03-22T15:00:00,11.626,11.150,12.094,14.137,0.000,0.000,0.000,14.802,11.733,18.210
523,2026-03-23T03:10:00,11.626,11.135,12.158,14.114,0.000,0.000,0.000,14.703,11.759,18.223
524,2026-03-23T15:20:00,11.631,11.316,12.282,14.163,0.000,0.000,0.000,14.970,11.943,18.236
525,2026-03-24T03:30:00,11.644,11.447,12.401,14.185,0.000,0.000,0.000,15.185,12.079,18.249
526,2026-03-24T15:40:00,11.680,11.436,12.506,14.130,0.000,0.000,0.000,15.255,12.085,18.264
527,2026-03-25T03:50:00,11.720,11.338,12.599,13.988,0.000,0.000,0.000,15.351,12.151,18.279
528,2026-03-25T16:00:00,11.767,11.028,12.660,13.636,0.000,0.000,0.000,15.495,12.359,18.295
529,2026-03-26T04:10:00,11.772,10.717,12.707,13.330,0.000,0.000,0.000,15.456,12.510,18.304
530,2026-03-26T16:20:00,11.689,10.419,12.724,13.137,0.000,0.000,0.000,15.012,12.534,18.299
531,2026-03-27T04:30:00,11.700,10.272,12.751,13.056,0.000,0.000,0.000,14.676,12.512,18.292
532,2026-03-27T16:40:00,11.905,10.442,12.794,13.211,0.000,0.000,0.000,14.580,12.398,18.284
533,2026-03-28T04:50:00,12.054,10.614,12.815,13.381,0.000,0.000,0.000,14.587,12.328,18.304
534,2026-03-28T17:00:00,12.092,10.781,12.796,13.575,0.000,0.000,0.000,14.778,12.346,18.377
535,2026-03-29T05:10:00,12.110,10.880,12.816,13.700,0.000,0.000,0.000,14.840,12.356,18.425
536,2026-03-29T17:20:00,12.090,10.847,12.901,13.692,0.000,0.000,0.000,14.657,12.344,18.422
537,2026-03-30T05:30:00,12.061,10.764,12.967,13.631,0.000,0.000,0.000,14.426,12.287,18.375
538,2026-03-30T17:40:00,12.017,10.590,12.998,13.444,0.000,0.000,0.000,14.112,12.162,18.245
539,2026-03-31T05:50:00,11.972,10.402,12.996,13.035,0.000,0.000,0.000,13.805,12.119,18.059
540,2026-03-31T18:00:00,11.931,10.186,12.941,12.268,0.000,0.000,0.000,13.522,12.204,17.783
541,2026-04-01T06:10:00,11.918,9.953,12.878,11.463,0.000,0.000,0.000,13.324,12.284,17.493
542,2026-04-01T18:20:00,11.942,9.701,12.803,10.670,0.000,0.000,0.000,13.261,12.366,17.185
543,2026-04-02T06:30:00,11.952,9.473,12.723,10.254,0.000,0.000,0.000,13.238,12.496,16.891
544,2026-04-02T18:40:00,11.943,9.323,12.635,10.399,0.000,0.000,0.000,13.283,12.668,16.632
545,2026-04-03T06:50:00,11.922,9.402,12.526,10.770,0.000,0.000,0.000,13.400,12.708,16.453
546,2026-04-03T19:00:00,11.908,9.779,12.396,11.425,0.000,0.000,0.000,13.605,12.595,16.392
547,2026-04-04T07:10:00,12.008,10.179,12.292,12.058,0.000,0.000,0.000,13.784,12.541,16.412
548,2026-04-04T19:20:00,12.234,10.579,12.225,12.644,0.000,0.000,0.000,13.943,12.552,16.537
549,2026-04-05T07:30:00,12.422,10.836,12.193,13.119,0.000,0.000,0.000,14.141,12.531,16.704
550,2026-04-05T19:40:00,12.550,10.941,12.204,13.454,0.000,0.000,0.000,14.369,12.476,16.918
551,2026-04-06T07:50:00,12.593,11.057,12.234,13.698,0.000,0.000,0.000,14.536,12.420,17.123
552,2026-04-06T20:00:00,12.563,11.191,12.286,13.860,0.000,0.000,0.000,14.653,12.388,17.329
553,2026-04-07T08:10:00,12.585,11.354,12.354,14.070,0.000,0.000,0.000,14.817,12.470,17.568
554,2026-04-07T20:20:00,12.668,11.544,12.438,14.334,0.000,0.000,0.000,15.023,12.620,17.837
555,2026-04-08T08:30:00,12.804,11.743,12.521,14.648,0.000,0.000,0.000,15.223,12.596,18.098
556,2026-04-08T20:40:00,12.968,11.903,12.605,14.888,0.000,0.000,0.000,15.441,12.454,18.342
