# dataset=Water Council measured river temperatures consolidated and resampled to 720 values
# period=2025-07-01 through 2026-06-30T11:50:00; half-open 365-day installation loop
# timestamps=720 evenly spaced half-open bins at 730 model minutes per row; Pacific local calendar time
# output_units=degrees Celsius (deg C) for every temperature column
# cottonwood=excluded at user request because no continuous 2025-2026 measured temperature record was found
# method=calendar-day means from measured observations; missing daily means linearly interpolated; completed inclusive source series linearly reinterpolated onto 720 half-open installation frames
# quality_control=CDEC rows flagged N or outside -2 to 40 deg C were excluded; sub-daily dates required at least half of expected observations before daily averaging
# feather_headwater_mean=arithmetic mean of CDEC TM1 and TM2 after daily averaging and interpolation
# shasta_keswick_source=CDEC station KWK; Sacramento River at Keswick, 0.8 miles below Keswick Dam; water temperature
# shasta_keswick_native_units=DEG F; converted to deg C before output
# shasta_keswick_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KWK
# shasta_keswick_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=KWK&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# shasta_keswick_source_observations=8757
# shasta_keswick_observed_days=366
# shasta_keswick_missing_source_days=0
# shasta_keswick_source_flags={'N': 1}
# mccloud_source=CDEC station MSS; McCloud River above Shasta Lake; water temperature
# mccloud_native_units=DEG F; converted to deg C before output
# mccloud_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MSS
# mccloud_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=MSS&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# mccloud_source_observations=8754
# mccloud_observed_days=366
# mccloud_missing_source_days=0
# mccloud_source_flags={}
# pit_source=CDEC station PMN; Pit River near Montgomery Creek; water temperature
# pit_native_units=DEG F; converted to deg C before output
# pit_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PMN
# pit_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=PMN&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# pit_source_observations=8676
# pit_observed_days=363
# pit_missing_source_days=3
# pit_source_flags={'N': 78}
# mill_source=USGS station 11381500; Mill Creek near Los Molinos; water temperature
# mill_native_units=deg C; no unit conversion
# mill_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11381500/
# mill_data_url=https://waterservices.usgs.gov/nwis/dv/?format=json&sites=11381500&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# mill_source_observations=366
# mill_observed_days=366
# mill_missing_source_days=0
# mill_source_flags={'A': 155, 'P': 211}
# feather_tm1_source=CDEC station TM1; Thompson Meadow Site 1, East Branch North Fork Feather headwaters; water temperature
# feather_tm1_native_units=DEG F; converted to deg C before output
# feather_tm1_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TM1
# feather_tm1_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=TM1&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# feather_tm1_source_observations=8034
# feather_tm1_observed_days=349
# feather_tm1_missing_source_days=17
# feather_tm1_source_flags={}
# feather_tm2_source=CDEC station TM2; Thompson Meadow Site 2, East Branch North Fork Feather headwaters; water temperature
# feather_tm2_native_units=DEG F; converted to deg C before output
# feather_tm2_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TM2
# feather_tm2_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=TM2&SensorNums=25&dur_code=H&Start=2025-07-01&End=2026-07-02
# feather_tm2_source_observations=8696
# feather_tm2_observed_days=364
# feather_tm2_missing_source_days=2
# feather_tm2_source_flags={}
# feather_release_source=CDEC station FTA; Feather River below Thermalito Afterbay; water temperature
# feather_release_native_units=DEG F; converted to deg C before output
# feather_release_station_url=https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FTA
# feather_release_data_url=https://cdec.water.ca.gov/dynamicapp/req/CSVDataServlet?Stations=FTA&SensorNums=25&dur_code=E&Start=2025-07-01&End=2026-07-02
# feather_release_source_observations=34885
# feather_release_observed_days=366
# feather_release_missing_source_days=0
# feather_release_source_flags={}
# american_source=USGS station 11446500; American River at Fair Oaks; water temperature
# american_native_units=deg C; no unit conversion
# american_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11446500/
# american_data_url=https://waterservices.usgs.gov/nwis/iv/?format=json&sites=11446500&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# american_source_observations=35074
# american_observed_days=366
# american_missing_source_days=0
# american_source_flags={'A': 14828, 'P': 20246}
# delta_freeport_source=USGS station 11447650; Sacramento River at Freeport, Right Bank Pump Stand; water temperature
# delta_freeport_native_units=deg C; no unit conversion
# delta_freeport_station_url=https://waterdata.usgs.gov/monitoring-location/USGS-11447650/
# delta_freeport_data_url=https://waterservices.usgs.gov/nwis/iv/?format=json&sites=11447650&parameterCd=00010&startDT=2025-07-01&endDT=2026-07-01&siteStatus=all
# delta_freeport_source_observations=35136
# delta_freeport_observed_days=366
# delta_freeport_missing_source_days=0
# delta_freeport_source_flags={'A': 15804, 'P': 19332}
# note=USGS values carrying qualifier P are provisional and subject to revision
frame,timestamp_pacific,shasta_keswick_release_temp_c,mccloud_above_shasta_lake_temp_c,pit_near_montgomery_creek_temp_c,mill_creek_temp_c,feather_headwater_tm1_temp_c,feather_headwater_tm2_temp_c,feather_headwater_mean_temp_c,feather_below_thermalito_temp_c,american_fair_oaks_temp_c,delta_freeport_temp_c
151,2025-09-15T13:10:00,10.988,13.836,17.836,19.245,11.659,8.737,10.197,16.509,18.197,20.619
152,2025-09-16T01:20:00,10.855,13.675,17.774,19.195,11.699,8.857,10.278,16.336,18.184,20.601
153,2025-09-16T13:30:00,10.790,13.563,17.730,19.144,11.739,9.072,10.405,16.248,18.155,20.664
154,2025-09-17T01:40:00,10.759,13.472,17.692,19.079,11.773,9.330,10.551,16.213,18.092,20.759
155,2025-09-17T13:50:00,10.765,13.400,17.656,18.985,11.795,9.628,10.711,16.244,17.965,20.881
156,2025-09-18T02:00:00,10.736,13.426,17.605,18.899,11.989,10.175,11.082,16.228,17.844,20.926
157,2025-09-18T14:10:00,10.622,13.625,17.527,18.841,12.518,11.177,11.847,16.091,17.767,20.813
158,2025-09-19T02:20:00,10.542,13.890,17.448,18.871,13.005,11.912,12.459,16.037,17.712,20.648
159,2025-09-19T14:30:00,10.556,14.199,17.379,19.042,13.285,12.007,12.647,16.175,17.676,20.459
160,2025-09-20T02:40:00,10.608,14.418,17.324,19.297,13.283,11.759,12.521,16.293,17.638,20.303
161,2025-09-20T14:50:00,10.685,14.484,17.286,19.633,12.920,11.210,12.065,16.309,17.590,20.208
162,2025-09-21T03:00:00,10.775,14.429,17.267,19.821,12.598,10.761,11.679,16.298,17.584,20.188
163,2025-09-21T15:10:00,10.872,14.254,17.269,19.774,12.449,10.548,11.499,16.283,17.642,20.255
164,2025-09-22T03:20:00,10.925,14.017,17.278,19.614,12.256,10.145,11.201,16.148,17.728,20.332
165,2025-09-22T15:30:00,10.919,13.737,17.290,19.377,11.952,9.428,10.690,15.863,17.832,20.394
166,2025-09-23T03:40:00,10.873,13.492,17.282,19.165,11.613,8.821,10.217,15.551,17.842,20.359
167,2025-09-23T15:50:00,10.798,13.298,17.250,19.002,11.262,8.428,9.845,15.248,17.738,20.210
168,2025-09-24T04:00:00,10.807,13.202,17.223,18.872,11.026,8.465,9.745,15.161,17.672,19.993
169,2025-09-24T16:10:00,10.913,13.198,17.206,18.765,10.918,8.912,9.915,15.306,17.675,19.728
170,2025-09-25T04:20:00,10.990,13.200,17.196,18.641,10.846,9.114,9.980,15.458,17.676,19.503
171,2025-09-25T16:30:00,11.018,13.188,17.190,18.494,10.783,8.979,9.882,15.568,17.660,19.327
172,2025-09-26T04:40:00,10.953,13.088,17.171,18.389,10.708,8.733,9.721,15.495,17.661,19.245
173,2025-09-26T16:50:00,10.812,12.911,17.140,18.330,10.619,8.451,9.535,15.261,17.682,19.239
174,2025-09-27T05:00:00,10.771,12.781,17.063,18.279,10.616,8.827,9.721,14.945,17.677,19.199
175,2025-09-27T17:10:00,10.829,12.706,16.949,18.228,10.688,9.768,10.228,14.586,17.648,19.117
176,2025-09-28T05:20:00,10.871,12.751,16.854,17.995,10.775,10.611,10.693,14.340,17.632,18.942
177,2025-09-28T17:30:00,10.887,12.883,16.779,17.617,10.863,11.287,11.075,14.189,17.628,18.701
178,2025-09-29T05:40:00,10.849,12.808,16.730,17.238,10.949,11.358,11.154,13.973,17.655,18.424
179,2025-09-29T17:50:00,10.778,12.569,16.697,16.880,11.037,11.012,11.025,13.696,17.702,18.129
180,2025-09-30T06:00:00,10.708,12.367,16.649,16.525,11.038,10.741,10.889,13.453,17.865,17.910
181,2025-09-30T18:10:00,10.642,12.212,16.588,16.170,10.979,10.572,10.776,13.240,18.104,17.745
182,2025-10-01T06:20:00,10.651,12.174,16.517,15.962,10.649,10.278,10.463,13.155,18.227,17.601
183,2025-10-01T18:30:00,10.706,12.204,16.440,15.846,10.153,9.895,10.024,13.147,18.269,17.465
184,2025-10-02T06:40:00,10.777,12.328,16.323,15.744,9.749,9.490,9.620,13.149,18.199,17.226
185,2025-10-02T18:50:00,10.854,12.500,16.184,15.643,9.415,9.080,9.248,13.151,18.070,16.926
186,2025-10-03T07:00:00,10.892,12.376,16.079,15.510,9.305,8.820,9.062,13.241,17.907,16.745
187,2025-10-03T19:10:00,10.908,12.087,15.995,15.360,9.310,8.642,8.976,13.381,17.730,16.631
188,2025-10-04T07:20:00,10.917,11.786,15.909,15.273,8.996,8.094,8.545,13.532,17.547,16.617
189,2025-10-04T19:30:00,10.923,11.490,15.820,15.218,8.512,7.350,7.931,13.685,17.363,16.651
190,2025-10-05T07:40:00,10.920,11.269,15.751,15.201,8.133,6.933,7.532,13.827,17.197,16.690
191,2025-10-05T19:50:00,10.911,11.082,15.690,15.200,7.812,6.681,7.246,13.962,17.040,16.729
192,2025-10-06T08:00:00,10.876,10.968,15.633,15.303,7.674,6.805,7.240,14.030,16.967,16.769
193,2025-10-06T20:10:00,10.831,10.885,15.578,15.452,7.614,7.090,7.353,14.069,16.930,16.809
194,2025-10-07T08:20:00,10.853,10.841,15.499,15.569,7.726,7.484,7.605,14.075,16.870,16.880
195,2025-10-07T20:30:00,10.902,10.813,15.410,15.671,7.906,7.919,7.912,14.068,16.798,16.963
196,2025-10-08T08:40:00,10.965,11.023,15.262,15.699,8.051,8.470,8.261,14.021,16.919,17.026
197,2025-10-08T20:50:00,11.031,11.321,15.091,15.699,8.180,9.058,8.619,13.958,17.112,17.080
198,2025-10-09T09:00:00,11.050,11.410,14.944,15.588,8.177,9.062,8.619,13.871,17.141,17.088
199,2025-10-09T21:10:00,11.049,11.409,14.809,15.427,8.120,8.856,8.488,13.783,17.107,17.078
200,2025-10-10T09:20:00,11.009,11.131,14.747,15.089,7.983,8.866,8.424,13.832,17.058,17.019
201,2025-10-10T21:30:00,10.949,10.742,14.711,14.662,7.793,8.909,8.350,13.923,16.999,16.944
202,2025-10-11T09:40:00,10.837,10.257,14.651,13.956,7.307,8.351,7.829,13.883,16.901,16.887
203,2025-10-11T21:50:00,10.712,9.763,14.578,13.179,6.745,7.652,7.198,13.788,16.792,16.834
204,2025-10-12T10:00:00,10.656,9.508,14.473,12.709,6.490,7.735,7.113,13.631,16.710,16.756
205,2025-10-12T22:10:00,10.627,9.373,14.357,12.398,6.362,7.889,7.126,13.454,16.633,16.650
206,2025-10-13T10:20:00,10.597,9.452,14.248,12.386,6.305,6.519,6.412,13.297,16.518,16.419
207,2025-10-13T22:30:00,10.584,9.616,14.142,12.481,6.297,4.547,5.422,13.159,16.403,16.141
208,2025-10-14T10:40:00,10.664,9.815,14.037,12.544,6.401,2.410,4.405,13.081,16.370,15.868
209,2025-10-14T22:50:00,10.753,9.999,13.936,12.560,6.525,0.515,3.520,13.047,16.358,15.604
210,2025-10-15T11:00:00,10.721,10.061,13.858,12.416,6.552,0.000,3.276,13.104,16.307,15.376
211,2025-10-15T23:10:00,10.656,10.063,13.786,12.270,6.475,0.000,3.237,13.194,16.254,15.198
212,2025-10-16T11:20:00,10.647,10.010,13.711,12.342,6.144,0.000,3.072,13.274,16.248,15.161
213,2025-10-16T23:30:00,10.652,9.942,13.629,12.531,5.799,0.000,2.899,13.374,16.268,15.203
214,2025-10-17T11:40:00,10.642,9.885,13.527,12.840,5.718,0.000,2.859,13.551,16.316,15.330
215,2025-10-17T23:50:00,10.632,9.863,13.424,13.175,5.808,0.000,2.904,13.729,16.364,15.485
216,2025-10-18T12:00:00,10.643,9.936,13.338,13.450,6.114,0.000,3.057,13.827,16.385,15.634
217,2025-10-19T00:10:00,10.677,10.006,13.264,13.625,6.333,0.000,3.166,13.919,16.401,15.784
218,2025-10-19T12:20:00,10.756,9.977,13.207,13.597,6.118,0.000,3.058,14.074,16.428,15.944
219,2025-10-20T00:30:00,10.825,9.843,13.151,13.508,5.801,0.000,2.900,14.221,16.464,16.089
220,2025-10-20T12:40:00,10.832,9.545,13.087,13.447,5.613,0.000,2.807,14.294,16.515,16.194
221,2025-10-21T00:50:00,10.818,9.286,13.011,13.410,5.460,0.000,2.730,14.288,16.543,16.268
222,2025-10-21T13:00:00,10.804,9.234,12.917,13.400,5.287,0.000,2.644,14.167,16.513,16.305
223,2025-10-22T01:10:00,10.776,9.294,12.833,13.357,5.217,0.000,2.608,14.060,16.459,16.310
224,2025-10-22T13:20:00,10.720,9.430,12.780,13.233,5.355,0.000,2.677,14.053,16.401,16.275
225,2025-10-23T01:30:00,10.678,9.509,12.728,13.112,5.470,0.000,2.735,14.071,16.312,16.226
226,2025-10-23T13:40:00,10.678,9.444,12.660,13.043,5.418,0.000,2.709,14.075,16.172,16.174
227,2025-10-24T01:50:00,10.667,9.474,12.582,13.057,5.422,0.000,2.710,14.067,16.007,16.122
228,2025-10-24T14:00:00,10.617,9.735,12.494,13.175,5.603,0.000,2.802,14.047,15.828,16.073
229,2025-10-25T02:10:00,10.556,9.899,12.426,13.155,5.864,0.000,2.933,13.988,15.690,15.975
230,2025-10-25T14:20:00,10.498,9.806,12.387,12.882,6.157,0.000,3.079,13.874,15.619,15.803
231,2025-10-26T02:30:00,10.464,9.503,12.346,12.491,6.368,0.000,3.184,13.821,15.581,15.645
232,2025-10-26T14:40:00,10.462,9.027,12.290,12.050,6.452,0.000,3.226,13.876,15.562,15.536
233,2025-10-27T02:50:00,10.499,8.635,12.218,11.785,6.265,0.000,3.133,13.936,15.528,15.480
234,2025-10-27T15:00:00,10.575,8.418,12.132,11.762,5.784,0.000,2.893,13.960,15.471,15.471
235,2025-10-28T03:10:00,10.649,8.412,12.051,11.933,5.364,0.000,2.682,14.007,15.391,15.467
236,2025-10-28T15:20:00,10.707,8.595,11.981,12.247,5.120,0.000,2.560,14.095,15.293,15.451
237,2025-10-29T03:30:00,10.772,8.818,11.914,12.497,4.949,0.000,2.475,14.150,15.179,15.424
238,2025-10-29T15:40:00,10.849,9.026,11.848,12.631,4.806,0.000,2.403,14.156,15.054,15.389
239,2025-10-30T03:50:00,10.888,9.155,11.790,12.710,4.687,0.000,2.344,14.150,14.888,15.393
240,2025-10-30T16:00:00,10.885,9.208,11.740,12.767,4.585,0.000,2.293,14.145,14.683,15.443
241,2025-10-31T04:10:00,10.876,9.188,11.697,12.726,4.491,0.000,2.246,14.093,14.544,15.498
242,2025-10-31T16:20:00,10.868,9.116,11.661,12.596,4.400,0.000,2.200,13.996,14.482,15.546
243,2025-11-01T04:30:00,10.896,9.086,11.645,12.515,4.361,0.000,2.181,13.894,14.426,15.597
244,2025-11-01T16:40:00,10.957,9.106,11.647,12.500,4.372,0.000,2.186,13.798,14.358,15.655
245,2025-11-02T04:50:00,11.016,9.154,11.645,12.500,4.478,0.000,2.238,13.676,14.311,15.705
246,2025-11-02T17:00:00,11.068,9.215,11.636,12.500,4.658,0.000,2.329,13.533,14.284,15.748
247,2025-11-03T05:10:00,11.134,9.379,11.650,12.551,5.078,0.000,2.539,13.463,14.262,15.755
248,2025-11-03T17:20:00,11.211,9.625,11.685,12.644,5.684,0.000,2.841,13.458,14.241,15.733
249,2025-11-04T05:30:00,11.222,10.051,11.713,12.825,5.850,0.000,2.925,13.391,14.201,15.635
250,2025-11-04T17:40:00,11.180,10.606,11.733,13.068,5.646,0.000,2.824,13.266,14.147,15.480
251,2025-11-05T05:50:00,11.182,10.869,11.712,12.966,5.646,0.000,2.823,13.220,14.195,15.335
252,2025-11-05T18:00:00,11.224,10.900,11.661,12.600,5.844,0.000,2.922,13.239,14.322,15.205
253,2025-11-06T06:10:00,11.270,10.867,11.617,12.505,6.153,0.000,3.076,13.358,14.400,15.180
254,2025-11-06T18:20:00,11.315,10.811,11.581,12.629,6.519,0.000,3.260,13.541,14.436,15.228
255,2025-11-07T06:30:00,11.365,10.546,11.554,12.549,6.272,0.000,3.136,13.607,14.481,15.300
256,2025-11-07T18:40:00,11.417,10.140,11.532,12.311,5.607,0.000,2.803,13.591,14.536,15.382
257,2025-11-08T06:50:00,11.461,9.871,11.500,12.207,5.120,0.000,2.559,13.592,14.529,15.440
258,2025-11-08T19:00:00,11.502,9.700,11.461,12.200,4.774,0.000,2.387,13.608,14.482,15.481
259,2025-11-09T07:10:00,11.537,9.635,11.464,12.292,4.576,0.000,2.288,13.596,14.568,15.501
260,2025-11-09T19:20:00,11.569,9.630,11.493,12.442,4.461,0.000,2.231,13.567,14.737,15.509
261,2025-11-10T07:30:00,11.617,9.609,11.495,12.499,4.381,0.000,2.191,13.457,14.853,15.557
262,2025-11-10T19:40:00,11.675,9.577,11.480,12.499,4.322,0.000,2.161,13.299,14.935,15.627
263,2025-11-11T07:50:00,11.645,9.542,11.438,12.435,4.451,0.000,2.225,13.103,14.987,15.667
264,2025-11-11T20:00:00,11.565,9.514,11.382,12.342,4.701,0.000,2.350,12.894,15.023,15.686
265,2025-11-12T08:10:00,11.521,9.723,11.321,12.471,5.329,0.000,2.665,12.835,15.055,15.636
266,2025-11-12T20:20:00,11.504,10.065,11.260,12.691,6.130,0.000,3.065,12.869,15.082,15.550
267,2025-11-13T08:30:00,11.576,10.404,11.228,12.446,6.340,0.000,3.170,12.999,15.067,15.487
268,2025-11-13T20:40:00,11.694,10.693,11.213,11.955,6.222,0.000,3.111,13.175,15.031,15.431
269,2025-11-14T08:50:00,11.782,10.513,11.205,11.616,6.169,0.000,3.084,13.266,15.027,15.316
270,2025-11-14T21:00:00,11.840,10.110,11.199,11.420,6.175,0.000,3.087,13.293,15.029,15.169
271,2025-11-15T09:10:00,11.817,10.003,11.169,11.644,6.363,0.000,3.181,13.204,14.953,15.042
272,2025-11-15T21:20:00,11.763,10.078,11.128,12.035,6.557,0.000,3.279,13.048,14.826,14.921
273,2025-11-16T09:30:00,11.793,10.261,11.107,12.042,6.208,0.000,3.104,12.878,14.657,14.776
274,2025-11-16T21:40:00,11.857,10.431,11.093,11.785,5.550,0.000,2.775,12.721,14.469,14.616
275,2025-11-17T09:50:00,11.868,10.243,11.067,11.267,4.839,0.000,2.420,12.653,14.302,14.449
276,2025-11-17T22:00:00,11.852,9.917,11.033,10.718,4.153,0.000,2.076,12.625,14.166,14.291
277,2025-11-18T10:10:00,11.842,9.823,10.986,10.627,3.692,0.000,1.846,12.559,14.115,14.182
278,2025-11-18T22:20:00,11.852,9.836,10.934,10.741,3.426,0.000,1.713,12.488,14.109,14.076
279,2025-11-19T10:30:00,11.919,9.785,10.883,10.713,3.439,0.000,1.719,12.473,14.097,13.890
280,2025-11-19T22:40:00,12.007,9.608,10.837,10.559,3.589,0.000,1.795,12.468,14.081,13.662
281,2025-11-20T10:50:00,12.069,9.136,10.802,10.239,3.716,0.000,1.858,12.404,14.065,13.437
282,2025-11-20T23:00:00,12.097,8.585,10.773,9.862,3.738,0.000,1.869,12.308,14.041,13.235
283,2025-11-21T11:10:00,12.063,8.244,10.750,9.567,3.491,0.000,1.745,12.201,13.995,13.092
284,2025-11-21T23:20:00,11.983,8.040,10.714,9.356,3.110,0.000,1.555,12.093,13.951,12.991
285,2025-11-22T11:30:00,11.867,7.917,10.638,9.252,2.729,0.000,1.365,11.998,13.937,12.920
286,2025-11-22T23:40:00,11.760,7.854,10.537,9.179,2.348,0.000,1.174,11.916,13.944,12.846
287,2025-11-23T11:50:00,11.714,7.836,10.426,9.052,1.966,0.000,0.983,11.854,13.961,12.730
288,2025-11-24T00:00:00,11.694,7.806,10.317,8.875,1.591,0.389,0.990,11.786,14.001,12.616
289,2025-11-24T12:10:00,11.664,7.705,10.223,8.647,1.230,1.619,1.425,11.689,14.081,12.551
290,2025-11-25T00:20:00,11.628,7.544,10.137,8.367,0.932,2.853,1.892,11.584,14.140,12.492
291,2025-11-25T12:30:00,11.590,7.328,10.052,8.035,0.743,3.318,2.030,11.494,14.125,12.395
292,2025-11-26T00:40:00,11.539,7.099,9.969,7.806,0.646,3.456,2.051,11.405,14.059,12.274
293,2025-11-26T12:50:00,11.466,6.893,9.888,7.807,0.629,3.630,2.130,11.307,13.964,12.138
294,2025-11-27T01:00:00,11.389,6.766,9.805,7.938,0.637,3.828,2.233,11.195,13.865,12.006
295,2025-11-27T13:10:00,11.318,6.760,9.714,8.120,0.629,4.043,2.336,11.066,13.783,11.888
296,2025-11-28T01:20:00,11.253,6.753,9.616,8.182,0.614,4.049,2.332,10.930,13.695,11.762
297,2025-11-28T13:30:00,11.195,6.665,9.511,8.019,0.599,3.707,2.153,10.790,13.586,11.609
298,2025-11-29T01:40:00,11.169,6.609,9.407,7.847,0.584,3.482,2.033,10.661,13.461,11.433
299,2025-11-29T13:50:00,11.193,6.651,9.307,7.800,0.569,3.646,2.108,10.555,13.324,11.239
300,2025-11-30T02:00:00,11.235,6.675,9.218,7.783,0.554,3.706,2.130,10.494,13.211,11.053
301,2025-11-30T14:10:00,11.280,6.619,9.144,7.741,0.539,3.405,1.972,10.485,13.138,10.886
302,2025-12-01T02:20:00,11.304,6.536,9.080,7.708,0.524,3.280,1.902,10.494,13.063,10.736
303,2025-12-01T14:30:00,11.298,6.453,9.022,7.700,0.509,3.570,2.040,10.499,12.965,10.598
304,2025-12-02T02:40:00,11.272,6.377,8.969,7.681,0.494,3.717,2.106,10.465,12.882,10.514
305,2025-12-02T14:50:00,11.233,6.310,8.918,7.638,0.479,3.497,1.989,10.382,12.831,10.495
306,2025-12-03T03:00:00,11.205,6.240,8.852,7.529,0.465,3.165,1.815,10.277,12.761,10.479
307,2025-12-03T15:10:00,11.194,6.164,8.768,7.348,0.450,2.839,1.644,10.166,12.657,10.446
308,2025-12-04T03:20:00,11.185,6.180,8.666,7.226,0.435,2.873,1.654,10.060,12.548,10.365
309,2025-12-04T15:30:00,11.172,6.307,8.548,7.200,0.420,3.324,1.872,9.964,12.447,10.235
310,2025-12-05T03:40:00,11.169,6.555,8.427,7.327,0.405,3.678,2.042,9.893,12.366,10.118
311,2025-12-05T15:50:00,11.178,6.906,8.305,7.596,0.390,3.798,2.095,9.846,12.302,10.028
312,2025-12-06T04:00:00,11.187,7.037,8.222,7.856,0.375,3.742,2.059,9.812,12.246,9.936
313,2025-12-06T16:10:00,11.192,6.908,8.178,8.070,0.361,3.560,1.960,9.784,12.193,9.832
314,2025-12-07T04:20:00,11.231,6.794,8.147,8.137,0.346,3.422,1.884,9.769,12.137,9.744
315,2025-12-07T16:30:00,11.306,6.758,8.122,8.063,0.331,3.361,1.846,9.767,12.079,9.676
316,2025-12-08T04:40:00,11.350,6.741,8.099,7.984,0.307,3.423,1.866,9.757,12.035,9.632
317,2025-12-08T16:50:00,11.355,6.726,8.079,7.930,0.275,3.593,1.934,9.739,12.007,9.607
318,2025-12-09T05:00:00,11.331,6.737,8.061,7.928,0.259,3.697,1.978,9.738,11.990,9.591
319,2025-12-09T17:10:00,11.285,6.772,8.044,7.971,0.260,3.720,1.990,9.755,11.982,9.580
320,2025-12-10T05:20:00,11.265,6.745,8.028,7.997,0.251,3.564,1.907,9.757,11.957,9.578
321,2025-12-10T17:30:00,11.272,6.657,8.011,8.000,0.231,3.251,1.741,9.746,11.917,9.585
322,2025-12-11T05:40:00,11.243,6.535,7.998,7.923,0.216,2.908,1.562,9.726,11.870,9.603
323,2025-12-11T17:50:00,11.178,6.389,7.987,7.777,0.208,2.554,1.381,9.699,11.819,9.628
324,2025-12-12T06:00:00,11.318,6.255,7.961,7.651,0.206,2.400,1.303,9.664,11.766,9.629
325,2025-12-12T18:10:00,11.639,6.133,7.922,7.549,0.209,2.420,1.314,9.621,11.710,9.607
326,2025-12-13T06:20:00,11.948,6.005,7.881,7.447,0.208,2.485,1.346,9.576,11.657,9.563
327,2025-12-13T18:30:00,12.237,5.874,7.839,7.346,0.202,2.580,1.391,9.528,11.606,9.503
328,2025-12-14T06:40:00,12.421,5.948,7.790,7.356,0.194,2.780,1.487,9.491,11.562,9.439
329,2025-12-14T18:50:00,12.518,6.200,7.735,7.465,0.185,3.073,1.629,9.463,11.525,9.374
330,2025-12-15T07:00:00,12.584,6.710,7.660,7.821,0.178,3.544,1.861,9.471,11.523,9.344
331,2025-12-15T19:10:00,12.624,7.420,7.570,8.394,0.181,4.138,2.159,9.510,11.552,9.346
332,2025-12-16T07:20:00,12.649,7.931,7.510,9.211,0.303,4.413,2.358,9.614,11.595,9.404
333,2025-12-16T19:30:00,12.661,8.259,7.474,10.189,0.513,4.421,2.467,9.771,11.653,9.512
334,2025-12-17T07:40:00,12.662,8.366,7.461,10.792,0.633,4.338,2.486,9.939,11.738,9.663
335,2025-12-17T19:50:00,12.653,8.320,7.468,11.059,0.699,4.209,2.454,10.112,11.840,9.851
336,2025-12-18T08:00:00,12.627,8.461,7.490,11.034,0.903,4.272,2.588,10.261,11.917,10.069
337,2025-12-18T20:10:00,12.591,8.751,7.537,10.805,1.232,4.479,2.855,10.394,11.969,10.315
338,2025-12-19T08:20:00,12.582,9.066,7.667,10.735,1.671,4.653,3.162,10.540,11.989,10.585
339,2025-12-19T20:30:00,12.589,9.415,7.856,10.810,2.274,4.793,3.533,10.700,11.990,10.883
340,2025-12-20T08:40:00,12.569,9.854,8.022,11.017,3.299,4.882,4.091,10.887,12.007,11.232
341,2025-12-20T20:50:00,12.528,10.312,8.209,11.281,4.520,4.934,4.727,11.097,12.052,11.609
342,2025-12-21T09:00:00,12.472,10.545,8.574,11.362,5.199,4.981,5.090,11.321,12.158,11.937
343,2025-12-21T21:10:00,12.403,10.590,9.027,11.312,5.390,4.993,5.192,11.527,12.292,12.197
344,2025-12-22T09:20:00,12.325,10.531,9.307,11.261,5.202,4.880,5.041,11.612,12.356,12.318
345,2025-12-22T21:30:00,12.242,10.446,9.453,11.203,4.707,4.553,4.630,11.622,12.356,12.368
346,2025-12-23T09:40:00,12.162,10.527,9.556,11.120,4.067,3.781,3.923,11.670,12.299,12.515
347,2025-12-23T21:50:00,12.090,10.630,9.595,10.962,3.233,2.672,2.953,11.728,12.186,12.701
348,2025-12-24T10:00:00,12.042,10.435,9.519,10.625,2.103,1.465,1.784,11.739,12.018,12.801
349,2025-12-24T22:10:00,12.003,10.074,9.369,10.151,0.955,0.412,0.683,11.687,11.841,12.811
350,2025-12-25T10:20:00,11.942,9.805,9.220,9.626,0.328,0.000,0.164,11.543,11.747,12.721
351,2025-12-25T22:30:00,11.869,9.565,9.079,9.164,0.109,0.000,0.055,11.364,11.700,12.543
352,2025-12-26T10:40:00,11.791,9.242,8.954,8.956,0.084,0.000,0.043,11.248,11.639,12.301
353,2025-12-26T22:50:00,11.701,8.896,8.834,8.803,0.146,0.000,0.074,11.156,11.547,12.017
