# river=cottonwood scale_factor=5000.0 threshold=1680.197
frame	cfs	norm	scaled	high_variation
528	536.6	0.0179	3.58	0
529	525.6	0.0175	3.5	0
530	517.6	0.0173	3.45	0
531	509.0	0.017	3.39	0
532	500.5	0.0167	3.34	0
533	486.2	0.0162	3.24	0
534	479.7	0.016	3.2	0
535	471.9	0.0157	3.15	0
536	465.4	0.0155	3.1	0
537	453.5	0.0151	3.02	0
538	459.3	0.0153	3.06	0
539	469.5	0.0156	3.13	0
540	469.9	0.0157	3.13	0
541	462.2	0.0154	3.08	0
542	474.6	0.0158	3.16	0
543	454.7	0.0152	3.03	0
544	437.2	0.0146	2.91	0
545	425.2	0.0142	2.83	0
546	416.5	0.0139	2.78	0
547	407.0	0.0136	2.71	0
548	401.5	0.0134	2.68	0
549	392.6	0.0131	2.62	0
550	386.8	0.0129	2.58	0
551	394.4	0.0131	2.63	0
552	379.7	0.0127	2.53	0
553	375.2	0.0125	2.5	0
554	381.9	0.0127	2.55	0
555	403.7	0.0135	2.69	0
556	412.0	0.0137	2.75	0
557	489.8	0.0163	3.27	0
558	492.2	0.0164	3.28	0
559	526.2	0.0175	3.51	0
560	541.7	0.0181	3.61	0
561	804.6	0.0268	5.36	0
562	887.0	0.0296	5.91	0
563	780.1	0.026	5.2	0
564	676.3	0.0225	4.51	0
565	636.2	0.0212	4.24	0
566	628.7	0.021	4.19	0
567	594.3	0.0198	3.96	0
568	570.6	0.019	3.8	0
569	548.1	0.0183	3.65	0
570	532.2	0.0177	3.55	0
571	511.3	0.017	3.41	0
572	496.1	0.0165	3.31	0
573	487.9	0.0163	3.25	0
574	477.3	0.0159	3.18	0
575	462.5	0.0154	3.08	0
576	469.0	0.0156	3.13	0
577	544.0	0.0181	3.63	0
578	783.7	0.0261	5.22	0
579	1094.5	0.0365	7.3	0
580	1156.3	0.0385	7.71	0
581	938.0	0.0313	6.25	0
582	858.0	0.0286	5.72	0
583	811.2	0.027	5.41	0
584	770.0	0.0257	5.13	0
585	733.7	0.0245	4.89	0
586	712.7	0.0238	4.75	0
587	692.6	0.0231	4.62	0
588	686.8	0.0229	4.58	0
589	713.2	0.0238	4.75	0
590	731.1	0.0244	4.87	0
591	728.2	0.0243	4.85	0
592	732.0	0.0244	4.88	0
593	684.1	0.0228	4.56	0
594	622.9	0.0208	4.15	0
595	601.2	0.02	4.01	0
596	566.2	0.0189	3.77	0
597	545.9	0.0182	3.64	0
598	531.5	0.0177	3.54	0
599	513.4	0.0171	3.42	0
600	500.6	0.0167	3.34	0
601	486.8	0.0162	3.25	0
602	473.4	0.0158	3.16	0
603	466.6	0.0156	3.11	0
604	461.1	0.0154	3.07	0
605	468.2	0.0156	3.12	0
606	464.8	0.0155	3.1	0
607	467.3	0.0156	3.12	0
608	463.6	0.0155	3.09	0
609	454.6	0.0152	3.03	0
610	439.7	0.0147	2.93	0
611	432.7	0.0144	2.88	0
612	422.6	0.0141	2.82	0
613	412.1	0.0137	2.75	0
614	397.1	0.0132	2.65	0
615	388.1	0.0129	2.59	0
616	380.9	0.0127	2.54	0
617	376.4	0.0125	2.51	0
618	365.6	0.0122	2.44	0
619	364.4	0.0121	2.43	0
620	348.8	0.0116	2.33	0
621	358.7	0.012	2.39	0
622	353.7	0.0118	2.36	0
623	348.4	0.0116	2.32	0
624	336.8	0.0112	2.25	0
625	324.5	0.0108	2.16	0
626	310.3	0.0103	2.07	0
627	306.5	0.0102	2.04	0
628	292.0	0.0097	1.95	0
629	285.7	0.0095	1.9	0
630	280.2	0.0093	1.87	0
631	283.6	0.0095	1.89	0
632	281.5	0.0094	1.88	0
633	279.1	0.0093	1.86	0
634	272.5	0.0091	1.82	0
635	273.3	0.0091	1.82	0
636	263.5	0.0088	1.76	0
637	261.4	0.0087	1.74	0
638	263.4	0.0088	1.76	0
639	269.6	0.009	1.8	0
640	255.7	0.0085	1.7	0
641	255.5	0.0085	1.7	0
642	247.3	0.0082	1.65	0
643	247.1	0.0082	1.65	0
644	248.7	0.0083	1.66	0
645	249.3	0.0083	1.66	0
646	248.2	0.0083	1.65	0
647	251.2	0.0084	1.67	0
648	241.4	0.008	1.61	0
649	239.2	0.008	1.59	0
650	230.4	0.0077	1.54	0
651	244.9	0.0082	1.63	0
652	286.4	0.0095	1.91	0
653	329.9	0.011	2.2	0
654	354.7	0.0118	2.36	0
655	362.9	0.0121	2.42	0
656	346.1	0.0115	2.31	0
657	326.7	0.0109	2.18	0
658	313.2	0.0104	2.09	0
659	299.4	0.01	2.0	0
660	281.7	0.0094	1.88	0
661	260.0	0.0087	1.73	0
662	247.3	0.0082	1.65	0
663	236.5	0.0079	1.58	0
664	237.5	0.0079	1.58	0
665	223.9	0.0075	1.49	0
666	217.5	0.0073	1.45	0
667	214.6	0.0072	1.43	0
668	211.2	0.007	1.41	0
669	209.3	0.007	1.4	0
670	201.8	0.0067	1.35	0
671	197.1	0.0066	1.31	0
672	199.8	0.0067	1.33	0
673	193.1	0.0064	1.29	0
674	197.3	0.0066	1.32	0
675	205.0	0.0068	1.37	0
676	214.0	0.0071	1.43	0
677	214.7	0.0072	1.43	0
678	202.6	0.0068	1.35	0
679	189.4	0.0063	1.26	0
680	181.0	0.006	1.21	0
681	178.6	0.006	1.19	0
682	178.2	0.0059	1.19	0
683	174.7	0.0058	1.16	0
684	166.4	0.0055	1.11	0
685	161.7	0.0054	1.08	0
686	156.1	0.0052	1.04	0
687	154.1	0.0051	1.03	0
688	143.2	0.0048	0.95	0
689	137.8	0.0046	0.92	0
690	134.0	0.0045	0.89	0
691	129.7	0.0043	0.86	0
692	127.4	0.0042	0.85	0
693	136.2	0.0045	0.91	0
694	127.1	0.0042	0.85	0
